MIR_Pass,LLVM_Pass,co_count
DeadStoreElimination-final,partial-libcall-inlining,3
DeadStoreElimination-final,peephole,3
DeadStoreElimination-final,phi-elim-edge-splitting,3
DeadStoreElimination-final,post-ra,3
DeadStoreElimination-final,postra-machine-licm,3
DeadStoreElimination-final,postra-machine-sink,3
DeadStoreElimination-final,preheader-prot,3
DeadStoreElimination-final,preinline,3
DeadStoreElimination-final,promote-alloca-to-vector,3
DeadStoreElimination-final,ra-fsprofile-loader,3
DeadStoreElimination-final,replace-with-vec-lib,3
DeadStoreElimination-final,sample-loader-inlining,3
DeadStoreElimination-final,select-optimize,3
DeadStoreElimination-final,separate-const-offset-from-gep,3
DeadStoreElimination-final,spill-fusing,3
DeadStoreElimination-final,ssc,3
DeadStoreElimination-final,strictnode-mutation,3
DeadStoreElimination-final,tail-calls,3
DeadStoreElimination-final,tail-duplicate,3
DeadStoreElimination-final,thinlto-funcattrs,3
DeadStoreElimination-final,type-promotion,3
DeadStoreElimination-final,vector-combine,3
DeadStoreElimination-final,vp,3
DeadStoreElimination-final,whole-program-visibility,3
DeadStoreElimination-initial,2addr-hack,3
DeadStoreElimination-initial,adv-copy-opt,3
DeadStoreElimination-initial,advanced-peeling,3
DeadStoreElimination-initial,auto-upgrade-debug-info,3
DeadStoreElimination-initial,binop-extract-shuffle,3
DeadStoreElimination-initial,bitcode-version-upgrade,3
DeadStoreElimination-initial,block-placement,3
DeadStoreElimination-initial,branch-fold,3
DeadStoreElimination-initial,cfi-fixup,3
DeadStoreElimination-initial,cgdata-for-merging,3
DeadStoreElimination-initial,cgp,3
DeadStoreElimination-initial,cgp-branch-opts,3
DeadStoreElimination-initial,cgp-delete-phis,3
DeadStoreElimination-initial,cgp-ext-ld-promotion,3
DeadStoreElimination-initial,cgp-gc-opts,3
DeadStoreElimination-initial,cgp-select2branch,3
DeadStoreElimination-initial,cgp-store-extract,3
DeadStoreElimination-initial,chr,3
DeadStoreElimination-initial,cleanups,3
DeadStoreElimination-initial,complex-addr-modes,3
DeadStoreElimination-initial,constant-hoisting,3
DeadStoreElimination-initial,copyprop,3
DeadStoreElimination-initial,demotion,3
DeadStoreElimination-initial,dfa-sched,3
DeadStoreElimination-initial,early-ifcvt,3
DeadStoreElimination-initial,early-taildup,3
DeadStoreElimination-initial,expand-reductions,3
DeadStoreElimination-initial,gep-const-evaluation,3
DeadStoreElimination-initial,global-outlining,3
DeadStoreElimination-initial,i2p-p2i-opt,3
DeadStoreElimination-initial,icp,3
DeadStoreElimination-initial,ifcvt-diamond,3
DeadStoreElimination-initial,ifcvt-forked-diamond,3
DeadStoreElimination-initial,ifcvt-simple,3
DeadStoreElimination-initial,ifcvt-simple-false,3
DeadStoreElimination-initial,ifcvt-triangle,3
DeadStoreElimination-initial,ifcvt-triangle-false,3
DeadStoreElimination-initial,ifcvt-triangle-rev,3
DeadStoreElimination-initial,interleaved-load-combine,3
DeadStoreElimination-initial,last-run-tracking,3
DeadStoreElimination-initial,layout-fsprofile-loader,3
DeadStoreElimination-initial,lftr,3
DeadStoreElimination-initial,licm-promotion,3
DeadStoreElimination-initial,loop-idiom-vectorize-all,3
DeadStoreElimination-initial,loop-idiom-vectorize-bytecmp,3
DeadStoreElimination-initial,loop-level-heuristics,3
DeadStoreElimination-initial,lsr,3
DeadStoreElimination-initial,machine-cse,3
DeadStoreElimination-initial,machine-dce,3
DeadStoreElimination-initial,machine-licm,3
DeadStoreElimination-initial,machine-sink,3
DeadStoreElimination-initial,memop-opt,3
DeadStoreElimination-initial,mergeicmps,3
DeadStoreElimination-initial,mr-partial-inlining,3
DeadStoreElimination-initial,nofree-inference,3
DeadStoreElimination-initial,non-allocatable-phys-copy-opt,3
DeadStoreElimination-initial,nounwind-inference,3
DeadStoreElimination-initial,ondemand-mds-loading,3
DeadStoreElimination-initial,partial-inlining,3
DeadStoreElimination-initial,partial-libcall-inlining,3
DeadStoreElimination-initial,peephole,3
DeadStoreElimination-initial,phi-elim-edge-splitting,3
DeadStoreElimination-initial,post-ra,3
DeadStoreElimination-initial,postra-machine-licm,3
DeadStoreElimination-initial,postra-machine-sink,3
DeadStoreElimination-initial,preheader-prot,3
DeadStoreElimination-initial,preinline,3
DeadStoreElimination-initial,promote-alloca-to-vector,3
DeadStoreElimination-initial,ra-fsprofile-loader,3
DeadStoreElimination-initial,replace-with-vec-lib,3
DeadStoreElimination-initial,sample-loader-inlining,3
DeadStoreElimination-initial,select-optimize,3
DeadStoreElimination-initial,separate-const-offset-from-gep,3
DeadStoreElimination-initial,spill-fusing,3
DeadStoreElimination-initial,ssc,3
DeadStoreElimination-initial,strictnode-mutation,3
DeadStoreElimination-initial,tail-calls,3
DeadStoreElimination-initial,tail-duplicate,3
DeadStoreElimination-initial,thinlto-funcattrs,3
DeadStoreElimination-initial,type-promotion,3
DeadStoreElimination-initial,vector-combine,3
DeadStoreElimination-initial,vp,3
DeadStoreElimination-initial,whole-program-visibility,3
DestinationPropagation,2addr-hack,3
DestinationPropagation,adv-copy-opt,3
DestinationPropagation,advanced-peeling,3
DestinationPropagation,auto-upgrade-debug-info,3
DestinationPropagation,binop-extract-shuffle,3
DestinationPropagation,bitcode-version-upgrade,3
DestinationPropagation,block-placement,3
DestinationPropagation,branch-fold,3
DestinationPropagation,cfi-fixup,3
DestinationPropagation,cgdata-for-merging,3
DestinationPropagation,cgp,3
DestinationPropagation,cgp-branch-opts,3
DestinationPropagation,cgp-delete-phis,3
DestinationPropagation,cgp-ext-ld-promotion,3
DestinationPropagation,cgp-gc-opts,3
DestinationPropagation,cgp-select2branch,3
DestinationPropagation,cgp-store-extract,3
DestinationPropagation,chr,3
DestinationPropagation,cleanups,3
DestinationPropagation,complex-addr-modes,3
DestinationPropagation,constant-hoisting,3
DestinationPropagation,copyprop,3
DestinationPropagation,demotion,3
DestinationPropagation,dfa-sched,3
DestinationPropagation,early-ifcvt,3
DestinationPropagation,early-taildup,3
DestinationPropagation,expand-reductions,3
DestinationPropagation,gep-const-evaluation,3
DestinationPropagation,global-outlining,3
DestinationPropagation,i2p-p2i-opt,3
DestinationPropagation,icp,3
DestinationPropagation,ifcvt-diamond,3
DestinationPropagation,ifcvt-forked-diamond,3
DestinationPropagation,ifcvt-simple,3
DestinationPropagation,ifcvt-simple-false,3
DestinationPropagation,ifcvt-triangle,3
DestinationPropagation,ifcvt-triangle-false,3
DestinationPropagation,ifcvt-triangle-rev,3
DestinationPropagation,interleaved-load-combine,3
DestinationPropagation,last-run-tracking,3
DestinationPropagation,layout-fsprofile-loader,3
DestinationPropagation,lftr,3
DestinationPropagation,licm-promotion,3
DestinationPropagation,loop-idiom-vectorize-all,3
DestinationPropagation,loop-idiom-vectorize-bytecmp,3
DestinationPropagation,loop-level-heuristics,3
DestinationPropagation,lsr,3
DestinationPropagation,machine-cse,3
DestinationPropagation,machine-dce,3
DestinationPropagation,machine-licm,3
DestinationPropagation,machine-sink,3
DestinationPropagation,memop-opt,3
DestinationPropagation,mergeicmps,3
DestinationPropagation,mr-partial-inlining,3
DestinationPropagation,nofree-inference,3
DestinationPropagation,non-allocatable-phys-copy-opt,3
DestinationPropagation,nounwind-inference,3
DestinationPropagation,ondemand-mds-loading,3
DestinationPropagation,partial-inlining,3
DestinationPropagation,partial-libcall-inlining,3
DestinationPropagation,peephole,3
DestinationPropagation,phi-elim-edge-splitting,3
DestinationPropagation,post-ra,3
DestinationPropagation,postra-machine-licm,3
DestinationPropagation,postra-machine-sink,3
DestinationPropagation,preheader-prot,3
DestinationPropagation,preinline,3
DestinationPropagation,promote-alloca-to-vector,3
DestinationPropagation,ra-fsprofile-loader,3
DestinationPropagation,replace-with-vec-lib,3
DestinationPropagation,sample-loader-inlining,3
DestinationPropagation,select-optimize,3
DestinationPropagation,separate-const-offset-from-gep,3
DestinationPropagation,spill-fusing,3
DestinationPropagation,ssc,3
DestinationPropagation,strictnode-mutation,3
DestinationPropagation,tail-calls,3
DestinationPropagation,tail-duplicate,3
DestinationPropagation,thinlto-funcattrs,3
DestinationPropagation,type-promotion,3
DestinationPropagation,vector-combine,3
DestinationPropagation,vp,3
DestinationPropagation,whole-program-visibility,3
EarlyOtherwiseBranch,2addr-hack,3
EarlyOtherwiseBranch,adv-copy-opt,3
EarlyOtherwiseBranch,advanced-peeling,3
EarlyOtherwiseBranch,auto-upgrade-debug-info,3
EarlyOtherwiseBranch,binop-extract-shuffle,3
EarlyOtherwiseBranch,bitcode-version-upgrade,3
EarlyOtherwiseBranch,block-placement,3
EarlyOtherwiseBranch,branch-fold,3
EarlyOtherwiseBranch,cfi-fixup,3
EarlyOtherwiseBranch,cgdata-for-merging,3
EarlyOtherwiseBranch,cgp,3
EarlyOtherwiseBranch,cgp-branch-opts,3
EarlyOtherwiseBranch,cgp-delete-phis,3
EarlyOtherwiseBranch,cgp-ext-ld-promotion,3
EarlyOtherwiseBranch,cgp-gc-opts,3
EarlyOtherwiseBranch,cgp-select2branch,3
EarlyOtherwiseBranch,cgp-store-extract,3
EarlyOtherwiseBranch,chr,3
EarlyOtherwiseBranch,cleanups,3
EarlyOtherwiseBranch,complex-addr-modes,3
EarlyOtherwiseBranch,constant-hoisting,3
EarlyOtherwiseBranch,copyprop,3
EarlyOtherwiseBranch,demotion,3
EarlyOtherwiseBranch,dfa-sched,3
EarlyOtherwiseBranch,early-ifcvt,3
EarlyOtherwiseBranch,early-taildup,3
EarlyOtherwiseBranch,expand-reductions,3
EarlyOtherwiseBranch,gep-const-evaluation,3
EarlyOtherwiseBranch,global-outlining,3
EarlyOtherwiseBranch,i2p-p2i-opt,3
EarlyOtherwiseBranch,icp,3
EarlyOtherwiseBranch,ifcvt-diamond,3
EarlyOtherwiseBranch,ifcvt-forked-diamond,3
EarlyOtherwiseBranch,ifcvt-simple,3
EarlyOtherwiseBranch,ifcvt-simple-false,3
EarlyOtherwiseBranch,ifcvt-triangle,3
EarlyOtherwiseBranch,ifcvt-triangle-false,3
EarlyOtherwiseBranch,ifcvt-triangle-rev,3
EarlyOtherwiseBranch,interleaved-load-combine,3
EarlyOtherwiseBranch,last-run-tracking,3
EarlyOtherwiseBranch,layout-fsprofile-loader,3
EarlyOtherwiseBranch,lftr,3
EarlyOtherwiseBranch,licm-promotion,3
EarlyOtherwiseBranch,loop-idiom-vectorize-all,3
EarlyOtherwiseBranch,loop-idiom-vectorize-bytecmp,3
EarlyOtherwiseBranch,loop-level-heuristics,3
EarlyOtherwiseBranch,lsr,3
EarlyOtherwiseBranch,machine-cse,3
EarlyOtherwiseBranch,machine-dce,3
EarlyOtherwiseBranch,machine-licm,3
EarlyOtherwiseBranch,memop-opt,3
EarlyOtherwiseBranch,mergeicmps,3
EarlyOtherwiseBranch,mr-partial-inlining,3
EarlyOtherwiseBranch,nofree-inference,3
EarlyOtherwiseBranch,non-allocatable-phys-copy-opt,3
EarlyOtherwiseBranch,nounwind-inference,3
EarlyOtherwiseBranch,ondemand-mds-loading,3
EarlyOtherwiseBranch,partial-inlining,3
EarlyOtherwiseBranch,partial-libcall-inlining,3
EarlyOtherwiseBranch,peephole,3
EarlyOtherwiseBranch,phi-elim-edge-splitting,3
EarlyOtherwiseBranch,post-ra,3
EarlyOtherwiseBranch,postra-machine-sink,3
EarlyOtherwiseBranch,preheader-prot,3
EarlyOtherwiseBranch,preinline,3
EarlyOtherwiseBranch,promote-alloca-to-vector,3
EarlyOtherwiseBranch,ra-fsprofile-loader,3
EarlyOtherwiseBranch,replace-with-vec-lib,3
EarlyOtherwiseBranch,sample-loader-inlining,3
EarlyOtherwiseBranch,select-optimize,3
EarlyOtherwiseBranch,separate-const-offset-from-gep,3
EarlyOtherwiseBranch,spill-fusing,3
EarlyOtherwiseBranch,ssc,3
EarlyOtherwiseBranch,strictnode-mutation,3
EarlyOtherwiseBranch,tail-calls,3
EarlyOtherwiseBranch,tail-duplicate,3
EarlyOtherwiseBranch,thinlto-funcattrs,3
EarlyOtherwiseBranch,type-promotion,3
EarlyOtherwiseBranch,vector-combine,3
EarlyOtherwiseBranch,vp,3
EarlyOtherwiseBranch,whole-program-visibility,3
EnumSizeOpt,2addr-hack,3
EnumSizeOpt,adv-copy-opt,3
EnumSizeOpt,advanced-peeling,3
EnumSizeOpt,auto-upgrade-debug-info,3
EnumSizeOpt,binop-extract-shuffle,3
EnumSizeOpt,bitcode-version-upgrade,3
EnumSizeOpt,block-placement,3
EnumSizeOpt,branch-fold,3
EnumSizeOpt,cfi-fixup,3
EnumSizeOpt,cgdata-for-merging,3
EnumSizeOpt,cgp,3
EnumSizeOpt,cgp-branch-opts,3
EnumSizeOpt,cgp-delete-phis,3
EnumSizeOpt,cgp-ext-ld-promotion,3
EnumSizeOpt,cgp-gc-opts,3
EnumSizeOpt,cgp-select2branch,3
EnumSizeOpt,cgp-store-extract,3
EnumSizeOpt,chr,3
EnumSizeOpt,cleanups,3
EnumSizeOpt,complex-addr-modes,3
EnumSizeOpt,constant-hoisting,3
EnumSizeOpt,copyprop,3
EnumSizeOpt,demotion,3
EnumSizeOpt,dfa-sched,3
EnumSizeOpt,early-ifcvt,3
EnumSizeOpt,early-taildup,3
EnumSizeOpt,expand-reductions,3
EnumSizeOpt,gep-const-evaluation,3
EnumSizeOpt,global-outlining,3
EnumSizeOpt,i2p-p2i-opt,3
EnumSizeOpt,icp,3
EnumSizeOpt,ifcvt-diamond,3
EnumSizeOpt,ifcvt-forked-diamond,3
EnumSizeOpt,ifcvt-simple,3
EnumSizeOpt,ifcvt-simple-false,3
EnumSizeOpt,ifcvt-triangle,3
EnumSizeOpt,ifcvt-triangle-false,3
EnumSizeOpt,ifcvt-triangle-rev,3
EnumSizeOpt,interleaved-load-combine,3
EnumSizeOpt,last-run-tracking,3
EnumSizeOpt,layout-fsprofile-loader,3
EnumSizeOpt,lftr,3
EnumSizeOpt,licm-promotion,3
EnumSizeOpt,loop-idiom-vectorize-all,3
EnumSizeOpt,loop-idiom-vectorize-bytecmp,3
EnumSizeOpt,loop-level-heuristics,3
EnumSizeOpt,lsr,3
EnumSizeOpt,machine-cse,3
EnumSizeOpt,machine-dce,3
EnumSizeOpt,machine-licm,3
EnumSizeOpt,machine-sink,3
EnumSizeOpt,memop-opt,3
EnumSizeOpt,mergeicmps,3
EnumSizeOpt,mr-partial-inlining,3
EnumSizeOpt,nofree-inference,3
EnumSizeOpt,non-allocatable-phys-copy-opt,3
EnumSizeOpt,nounwind-inference,3
EnumSizeOpt,ondemand-mds-loading,3
EnumSizeOpt,partial-inlining,3
EnumSizeOpt,partial-libcall-inlining,3
EnumSizeOpt,peephole,3
EnumSizeOpt,phi-elim-edge-splitting,3
EnumSizeOpt,post-ra,3
EnumSizeOpt,postra-machine-sink,3
EnumSizeOpt,preheader-prot,3
EnumSizeOpt,preinline,3
EnumSizeOpt,promote-alloca-to-vector,3
EnumSizeOpt,ra-fsprofile-loader,3
EnumSizeOpt,replace-with-vec-lib,3
EnumSizeOpt,sample-loader-inlining,3
EnumSizeOpt,select-optimize,3
EnumSizeOpt,separate-const-offset-from-gep,3
EnumSizeOpt,spill-fusing,3
EnumSizeOpt,ssc,3
EnumSizeOpt,strictnode-mutation,3
EnumSizeOpt,tail-calls,3
EnumSizeOpt,tail-duplicate,3
EnumSizeOpt,thinlto-funcattrs,3
EnumSizeOpt,type-promotion,3
EnumSizeOpt,vector-combine,3
EnumSizeOpt,vp,3
EnumSizeOpt,whole-program-visibility,3
ForceInline,2addr-hack,3
ForceInline,adv-copy-opt,3
ForceInline,advanced-peeling,3
ForceInline,auto-upgrade-debug-info,3
ForceInline,binop-extract-shuffle,3
ForceInline,bitcode-version-upgrade,3
ForceInline,block-placement,3
ForceInline,branch-fold,3
ForceInline,cfi-fixup,3
ForceInline,cgdata-for-merging,3
ForceInline,cgp,3
ForceInline,cgp-branch-opts,3
ForceInline,cgp-delete-phis,3
ForceInline,cgp-ext-ld-promotion,3
ForceInline,cgp-gc-opts,3
ForceInline,cgp-select2branch,3
ForceInline,cgp-store-extract,3
ForceInline,chr,3
ForceInline,cleanups,3
ForceInline,complex-addr-modes,3
ForceInline,constant-hoisting,3
ForceInline,copyprop,3
ForceInline,demotion,3
ForceInline,dfa-sched,3
ForceInline,early-ifcvt,3
ForceInline,early-taildup,3
