Experiment_ID,Type,Category,LLVM_Arg,MIR_Pass,RUSTFLAGS,Description
EXP_ControlFlow_DBL_0063,Double_Disable,ControlFlow,-disable-cgp-branch-opts,EnumSizeOpt,-C llvm-args=-disable-cgp-branch-opts -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-cgp-branch-opts AND MIR EnumSizeOpt
EXP_ControlFlow_DBL_0064,Double_Disable,ControlFlow,-disable-cgp-branch-opts,ForceInline,-C llvm-args=-disable-cgp-branch-opts -Z mir-enable-passes=-ForceInline,Disable LLVM -disable-cgp-branch-opts AND MIR ForceInline
EXP_ControlFlow_DBL_0065,Double_Disable,ControlFlow,-disable-cgp-branch-opts,GVN,-C llvm-args=-disable-cgp-branch-opts -Z mir-enable-passes=-GVN,Disable LLVM -disable-cgp-branch-opts AND MIR GVN
EXP_ControlFlow_DBL_0066,Double_Disable,ControlFlow,-disable-cgp-branch-opts,ImpossiblePredicates,-C llvm-args=-disable-cgp-branch-opts -Z mir-enable-passes=-ImpossiblePredicates,Disable LLVM -disable-cgp-branch-opts AND MIR ImpossiblePredicates
EXP_ControlFlow_DBL_0067,Double_Disable,ControlFlow,-disable-cgp-branch-opts,Inline,-C llvm-args=-disable-cgp-branch-opts -Z mir-enable-passes=-Inline,Disable LLVM -disable-cgp-branch-opts AND MIR Inline
EXP_ControlFlow_DBL_0068,Double_Disable,ControlFlow,-disable-cgp-branch-opts,InstSimplify-after-simplifycfg,-C llvm-args=-disable-cgp-branch-opts -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-cgp-branch-opts AND MIR InstSimplify-after-simplifycfg
EXP_ControlFlow_DBL_0069,Double_Disable,ControlFlow,-disable-cgp-branch-opts,InstSimplify-before-inline,-C llvm-args=-disable-cgp-branch-opts -Z mir-enable-passes=-InstSimplify-before-inline,Disable LLVM -disable-cgp-branch-opts AND MIR InstSimplify-before-inline
EXP_ControlFlow_DBL_0070,Double_Disable,ControlFlow,-disable-cgp-branch-opts,JumpThreading,-C llvm-args=-disable-cgp-branch-opts -Z mir-enable-passes=-JumpThreading,Disable LLVM -disable-cgp-branch-opts AND MIR JumpThreading
EXP_ControlFlow_DBL_0071,Double_Disable,ControlFlow,-disable-cgp-branch-opts,MatchBranchSimplification,-C llvm-args=-disable-cgp-branch-opts -Z mir-enable-passes=-MatchBranchSimplification,Disable LLVM -disable-cgp-branch-opts AND MIR MatchBranchSimplification
EXP_ControlFlow_DBL_0072,Double_Disable,ControlFlow,-disable-cgp-branch-opts,ReferencePropagation,-C llvm-args=-disable-cgp-branch-opts -Z mir-enable-passes=-ReferencePropagation,Disable LLVM -disable-cgp-branch-opts AND MIR ReferencePropagation
EXP_ControlFlow_DBL_0073,Double_Disable,ControlFlow,-disable-cgp-branch-opts,ScalarReplacementOfAggregates,-C llvm-args=-disable-cgp-branch-opts -Z mir-enable-passes=-ScalarReplacementOfAggregates,Disable LLVM -disable-cgp-branch-opts AND MIR ScalarReplacementOfAggregates
EXP_ControlFlow_DBL_0074,Double_Disable,ControlFlow,-disable-cgp-branch-opts,SingleUseConsts,-C llvm-args=-disable-cgp-branch-opts -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-cgp-branch-opts AND MIR SingleUseConsts
EXP_ControlFlow_DBL_0075,Double_Disable,ControlFlow,-disable-cgp-branch-opts,UnreachableEnumBranching,-C llvm-args=-disable-cgp-branch-opts -Z mir-enable-passes=-UnreachableEnumBranching,Disable LLVM -disable-cgp-branch-opts AND MIR UnreachableEnumBranching
EXP_ControlFlow_DBL_0076,Double_Disable,ControlFlow,-disable-cgp-branch-opts,UnreachablePropagation,-C llvm-args=-disable-cgp-branch-opts -Z mir-enable-passes=-UnreachablePropagation,Disable LLVM -disable-cgp-branch-opts AND MIR UnreachablePropagation
EXP_ControlFlow_DBL_0077,Double_Disable,ControlFlow,-disable-cgp-select2branch,CopyProp,-C llvm-args=-disable-cgp-select2branch -Z mir-enable-passes=-CopyProp,Disable LLVM -disable-cgp-select2branch AND MIR CopyProp
EXP_ControlFlow_DBL_0078,Double_Disable,ControlFlow,-disable-cgp-select2branch,DataflowConstProp,-C llvm-args=-disable-cgp-select2branch -Z mir-enable-passes=-DataflowConstProp,Disable LLVM -disable-cgp-select2branch AND MIR DataflowConstProp
EXP_ControlFlow_DBL_0079,Double_Disable,ControlFlow,-disable-cgp-select2branch,DeadStoreElimination-final,-C llvm-args=-disable-cgp-select2branch -Z mir-enable-passes=-DeadStoreElimination-final,Disable LLVM -disable-cgp-select2branch AND MIR DeadStoreElimination-final
EXP_ControlFlow_DBL_0080,Double_Disable,ControlFlow,-disable-cgp-select2branch,DeadStoreElimination-initial,-C llvm-args=-disable-cgp-select2branch -Z mir-enable-passes=-DeadStoreElimination-initial,Disable LLVM -disable-cgp-select2branch AND MIR DeadStoreElimination-initial
EXP_ControlFlow_DBL_0081,Double_Disable,ControlFlow,-disable-cgp-select2branch,DestinationPropagation,-C llvm-args=-disable-cgp-select2branch -Z mir-enable-passes=-DestinationPropagation,Disable LLVM -disable-cgp-select2branch AND MIR DestinationPropagation
EXP_ControlFlow_DBL_0082,Double_Disable,ControlFlow,-disable-cgp-select2branch,EarlyOtherwiseBranch,-C llvm-args=-disable-cgp-select2branch -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-cgp-select2branch AND MIR EarlyOtherwiseBranch
EXP_ControlFlow_DBL_0083,Double_Disable,ControlFlow,-disable-cgp-select2branch,EnumSizeOpt,-C llvm-args=-disable-cgp-select2branch -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-cgp-select2branch AND MIR EnumSizeOpt
EXP_ControlFlow_DBL_0084,Double_Disable,ControlFlow,-disable-cgp-select2branch,ForceInline,-C llvm-args=-disable-cgp-select2branch -Z mir-enable-passes=-ForceInline,Disable LLVM -disable-cgp-select2branch AND MIR ForceInline
EXP_ControlFlow_DBL_0085,Double_Disable,ControlFlow,-disable-cgp-select2branch,GVN,-C llvm-args=-disable-cgp-select2branch -Z mir-enable-passes=-GVN,Disable LLVM -disable-cgp-select2branch AND MIR GVN
EXP_ControlFlow_DBL_0086,Double_Disable,ControlFlow,-disable-cgp-select2branch,ImpossiblePredicates,-C llvm-args=-disable-cgp-select2branch -Z mir-enable-passes=-ImpossiblePredicates,Disable LLVM -disable-cgp-select2branch AND MIR ImpossiblePredicates
EXP_ControlFlow_DBL_0087,Double_Disable,ControlFlow,-disable-cgp-select2branch,Inline,-C llvm-args=-disable-cgp-select2branch -Z mir-enable-passes=-Inline,Disable LLVM -disable-cgp-select2branch AND MIR Inline
EXP_ControlFlow_DBL_0088,Double_Disable,ControlFlow,-disable-cgp-select2branch,InstSimplify-after-simplifycfg,-C llvm-args=-disable-cgp-select2branch -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-cgp-select2branch AND MIR InstSimplify-after-simplifycfg
EXP_ControlFlow_DBL_0089,Double_Disable,ControlFlow,-disable-cgp-select2branch,InstSimplify-before-inline,-C llvm-args=-disable-cgp-select2branch -Z mir-enable-passes=-InstSimplify-before-inline,Disable LLVM -disable-cgp-select2branch AND MIR InstSimplify-before-inline
EXP_ControlFlow_DBL_0090,Double_Disable,ControlFlow,-disable-cgp-select2branch,JumpThreading,-C llvm-args=-disable-cgp-select2branch -Z mir-enable-passes=-JumpThreading,Disable LLVM -disable-cgp-select2branch AND MIR JumpThreading
EXP_ControlFlow_DBL_0091,Double_Disable,ControlFlow,-disable-cgp-select2branch,MatchBranchSimplification,-C llvm-args=-disable-cgp-select2branch -Z mir-enable-passes=-MatchBranchSimplification,Disable LLVM -disable-cgp-select2branch AND MIR MatchBranchSimplification
EXP_ControlFlow_DBL_0092,Double_Disable,ControlFlow,-disable-cgp-select2branch,ReferencePropagation,-C llvm-args=-disable-cgp-select2branch -Z mir-enable-passes=-ReferencePropagation,Disable LLVM -disable-cgp-select2branch AND MIR ReferencePropagation
EXP_ControlFlow_DBL_0093,Double_Disable,ControlFlow,-disable-cgp-select2branch,ScalarReplacementOfAggregates,-C llvm-args=-disable-cgp-select2branch -Z mir-enable-passes=-ScalarReplacementOfAggregates,Disable LLVM -disable-cgp-select2branch AND MIR ScalarReplacementOfAggregates
EXP_ControlFlow_DBL_0094,Double_Disable,ControlFlow,-disable-cgp-select2branch,SingleUseConsts,-C llvm-args=-disable-cgp-select2branch -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-cgp-select2branch AND MIR SingleUseConsts
EXP_ControlFlow_DBL_0095,Double_Disable,ControlFlow,-disable-cgp-select2branch,UnreachableEnumBranching,-C llvm-args=-disable-cgp-select2branch -Z mir-enable-passes=-UnreachableEnumBranching,Disable LLVM -disable-cgp-select2branch AND MIR UnreachableEnumBranching
EXP_ControlFlow_DBL_0096,Double_Disable,ControlFlow,-disable-cgp-select2branch,UnreachablePropagation,-C llvm-args=-disable-cgp-select2branch -Z mir-enable-passes=-UnreachablePropagation,Disable LLVM -disable-cgp-select2branch AND MIR UnreachablePropagation
EXP_ControlFlow_DBL_0097,Double_Disable,ControlFlow,-disable-chr,CopyProp,-C llvm-args=-disable-chr -Z mir-enable-passes=-CopyProp,Disable LLVM -disable-chr AND MIR CopyProp
EXP_ControlFlow_DBL_0098,Double_Disable,ControlFlow,-disable-chr,DataflowConstProp,-C llvm-args=-disable-chr -Z mir-enable-passes=-DataflowConstProp,Disable LLVM -disable-chr AND MIR DataflowConstProp
EXP_ControlFlow_DBL_0099,Double_Disable,ControlFlow,-disable-chr,DeadStoreElimination-final,-C llvm-args=-disable-chr -Z mir-enable-passes=-DeadStoreElimination-final,Disable LLVM -disable-chr AND MIR DeadStoreElimination-final
EXP_ControlFlow_DBL_0100,Double_Disable,ControlFlow,-disable-chr,DeadStoreElimination-initial,-C llvm-args=-disable-chr -Z mir-enable-passes=-DeadStoreElimination-initial,Disable LLVM -disable-chr AND MIR DeadStoreElimination-initial
EXP_ControlFlow_DBL_0101,Double_Disable,ControlFlow,-disable-chr,DestinationPropagation,-C llvm-args=-disable-chr -Z mir-enable-passes=-DestinationPropagation,Disable LLVM -disable-chr AND MIR DestinationPropagation
EXP_ControlFlow_DBL_0102,Double_Disable,ControlFlow,-disable-chr,EarlyOtherwiseBranch,-C llvm-args=-disable-chr -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-chr AND MIR EarlyOtherwiseBranch
EXP_ControlFlow_DBL_0103,Double_Disable,ControlFlow,-disable-chr,EnumSizeOpt,-C llvm-args=-disable-chr -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-chr AND MIR EnumSizeOpt
EXP_ControlFlow_DBL_0104,Double_Disable,ControlFlow,-disable-chr,ForceInline,-C llvm-args=-disable-chr -Z mir-enable-passes=-ForceInline,Disable LLVM -disable-chr AND MIR ForceInline
EXP_ControlFlow_DBL_0105,Double_Disable,ControlFlow,-disable-chr,GVN,-C llvm-args=-disable-chr -Z mir-enable-passes=-GVN,Disable LLVM -disable-chr AND MIR GVN
EXP_ControlFlow_DBL_0106,Double_Disable,ControlFlow,-disable-chr,ImpossiblePredicates,-C llvm-args=-disable-chr -Z mir-enable-passes=-ImpossiblePredicates,Disable LLVM -disable-chr AND MIR ImpossiblePredicates
EXP_ControlFlow_DBL_0107,Double_Disable,ControlFlow,-disable-chr,Inline,-C llvm-args=-disable-chr -Z mir-enable-passes=-Inline,Disable LLVM -disable-chr AND MIR Inline
EXP_ControlFlow_DBL_0108,Double_Disable,ControlFlow,-disable-chr,InstSimplify-after-simplifycfg,-C llvm-args=-disable-chr -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-chr AND MIR InstSimplify-after-simplifycfg
EXP_ControlFlow_DBL_0109,Double_Disable,ControlFlow,-disable-chr,InstSimplify-before-inline,-C llvm-args=-disable-chr -Z mir-enable-passes=-InstSimplify-before-inline,Disable LLVM -disable-chr AND MIR InstSimplify-before-inline
EXP_ControlFlow_DBL_0110,Double_Disable,ControlFlow,-disable-chr,JumpThreading,-C llvm-args=-disable-chr -Z mir-enable-passes=-JumpThreading,Disable LLVM -disable-chr AND MIR JumpThreading
EXP_ControlFlow_DBL_0111,Double_Disable,ControlFlow,-disable-chr,MatchBranchSimplification,-C llvm-args=-disable-chr -Z mir-enable-passes=-MatchBranchSimplification,Disable LLVM -disable-chr AND MIR MatchBranchSimplification
EXP_ControlFlow_DBL_0112,Double_Disable,ControlFlow,-disable-chr,ReferencePropagation,-C llvm-args=-disable-chr -Z mir-enable-passes=-ReferencePropagation,Disable LLVM -disable-chr AND MIR ReferencePropagation
EXP_ControlFlow_DBL_0113,Double_Disable,ControlFlow,-disable-chr,ScalarReplacementOfAggregates,-C llvm-args=-disable-chr -Z mir-enable-passes=-ScalarReplacementOfAggregates,Disable LLVM -disable-chr AND MIR ScalarReplacementOfAggregates
EXP_ControlFlow_DBL_0114,Double_Disable,ControlFlow,-disable-chr,SingleUseConsts,-C llvm-args=-disable-chr -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-chr AND MIR SingleUseConsts
EXP_ControlFlow_DBL_0115,Double_Disable,ControlFlow,-disable-chr,UnreachableEnumBranching,-C llvm-args=-disable-chr -Z mir-enable-passes=-UnreachableEnumBranching,Disable LLVM -disable-chr AND MIR UnreachableEnumBranching
