Experiment_ID,Type,Category,LLVM_Arg,MIR_Pass,RUSTFLAGS,Description
EXP_Loop_DBL_0018,Double_Disable,Loop,-disable-advanced-peeling,ImpossiblePredicates,-C llvm-args=-disable-advanced-peeling -Z mir-enable-passes=-ImpossiblePredicates,Disable LLVM -disable-advanced-peeling AND MIR ImpossiblePredicates
EXP_Loop_DBL_0019,Double_Disable,Loop,-disable-advanced-peeling,Inline,-C llvm-args=-disable-advanced-peeling -Z mir-enable-passes=-Inline,Disable LLVM -disable-advanced-peeling AND MIR Inline
EXP_Loop_DBL_0020,Double_Disable,Loop,-disable-advanced-peeling,InstSimplify-after-simplifycfg,-C llvm-args=-disable-advanced-peeling -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-advanced-peeling AND MIR InstSimplify-after-simplifycfg
EXP_Loop_DBL_0021,Double_Disable,Loop,-disable-advanced-peeling,InstSimplify-before-inline,-C llvm-args=-disable-advanced-peeling -Z mir-enable-passes=-InstSimplify-before-inline,Disable LLVM -disable-advanced-peeling AND MIR InstSimplify-before-inline
EXP_Loop_DBL_0022,Double_Disable,Loop,-disable-advanced-peeling,JumpThreading,-C llvm-args=-disable-advanced-peeling -Z mir-enable-passes=-JumpThreading,Disable LLVM -disable-advanced-peeling AND MIR JumpThreading
EXP_Loop_DBL_0023,Double_Disable,Loop,-disable-advanced-peeling,MatchBranchSimplification,-C llvm-args=-disable-advanced-peeling -Z mir-enable-passes=-MatchBranchSimplification,Disable LLVM -disable-advanced-peeling AND MIR MatchBranchSimplification
EXP_Loop_DBL_0024,Double_Disable,Loop,-disable-advanced-peeling,ReferencePropagation,-C llvm-args=-disable-advanced-peeling -Z mir-enable-passes=-ReferencePropagation,Disable LLVM -disable-advanced-peeling AND MIR ReferencePropagation
EXP_Loop_DBL_0025,Double_Disable,Loop,-disable-advanced-peeling,ScalarReplacementOfAggregates,-C llvm-args=-disable-advanced-peeling -Z mir-enable-passes=-ScalarReplacementOfAggregates,Disable LLVM -disable-advanced-peeling AND MIR ScalarReplacementOfAggregates
EXP_Loop_DBL_0026,Double_Disable,Loop,-disable-advanced-peeling,SingleUseConsts,-C llvm-args=-disable-advanced-peeling -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-advanced-peeling AND MIR SingleUseConsts
EXP_Loop_DBL_0027,Double_Disable,Loop,-disable-advanced-peeling,UnreachableEnumBranching,-C llvm-args=-disable-advanced-peeling -Z mir-enable-passes=-UnreachableEnumBranching,Disable LLVM -disable-advanced-peeling AND MIR UnreachableEnumBranching
EXP_Loop_DBL_0028,Double_Disable,Loop,-disable-advanced-peeling,UnreachablePropagation,-C llvm-args=-disable-advanced-peeling -Z mir-enable-passes=-UnreachablePropagation,Disable LLVM -disable-advanced-peeling AND MIR UnreachablePropagation
EXP_Loop_DBL_0029,Double_Disable,Loop,-disable-lftr,CopyProp,-C llvm-args=-disable-lftr -Z mir-enable-passes=-CopyProp,Disable LLVM -disable-lftr AND MIR CopyProp
EXP_Loop_DBL_0030,Double_Disable,Loop,-disable-lftr,DataflowConstProp,-C llvm-args=-disable-lftr -Z mir-enable-passes=-DataflowConstProp,Disable LLVM -disable-lftr AND MIR DataflowConstProp
EXP_Loop_DBL_0031,Double_Disable,Loop,-disable-lftr,DeadStoreElimination-final,-C llvm-args=-disable-lftr -Z mir-enable-passes=-DeadStoreElimination-final,Disable LLVM -disable-lftr AND MIR DeadStoreElimination-final
EXP_Loop_DBL_0032,Double_Disable,Loop,-disable-lftr,DeadStoreElimination-initial,-C llvm-args=-disable-lftr -Z mir-enable-passes=-DeadStoreElimination-initial,Disable LLVM -disable-lftr AND MIR DeadStoreElimination-initial
EXP_Loop_DBL_0033,Double_Disable,Loop,-disable-lftr,DestinationPropagation,-C llvm-args=-disable-lftr -Z mir-enable-passes=-DestinationPropagation,Disable LLVM -disable-lftr AND MIR DestinationPropagation
EXP_Loop_DBL_0034,Double_Disable,Loop,-disable-lftr,EarlyOtherwiseBranch,-C llvm-args=-disable-lftr -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-lftr AND MIR EarlyOtherwiseBranch
EXP_Loop_DBL_0035,Double_Disable,Loop,-disable-lftr,EnumSizeOpt,-C llvm-args=-disable-lftr -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-lftr AND MIR EnumSizeOpt
EXP_Loop_DBL_0036,Double_Disable,Loop,-disable-lftr,ForceInline,-C llvm-args=-disable-lftr -Z mir-enable-passes=-ForceInline,Disable LLVM -disable-lftr AND MIR ForceInline
EXP_Loop_DBL_0037,Double_Disable,Loop,-disable-lftr,GVN,-C llvm-args=-disable-lftr -Z mir-enable-passes=-GVN,Disable LLVM -disable-lftr AND MIR GVN
EXP_Loop_DBL_0038,Double_Disable,Loop,-disable-lftr,ImpossiblePredicates,-C llvm-args=-disable-lftr -Z mir-enable-passes=-ImpossiblePredicates,Disable LLVM -disable-lftr AND MIR ImpossiblePredicates
EXP_Loop_DBL_0039,Double_Disable,Loop,-disable-lftr,Inline,-C llvm-args=-disable-lftr -Z mir-enable-passes=-Inline,Disable LLVM -disable-lftr AND MIR Inline
EXP_Loop_DBL_0040,Double_Disable,Loop,-disable-lftr,InstSimplify-after-simplifycfg,-C llvm-args=-disable-lftr -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-lftr AND MIR InstSimplify-after-simplifycfg
EXP_Loop_DBL_0041,Double_Disable,Loop,-disable-lftr,InstSimplify-before-inline,-C llvm-args=-disable-lftr -Z mir-enable-passes=-InstSimplify-before-inline,Disable LLVM -disable-lftr AND MIR InstSimplify-before-inline
EXP_Loop_DBL_0042,Double_Disable,Loop,-disable-lftr,JumpThreading,-C llvm-args=-disable-lftr -Z mir-enable-passes=-JumpThreading,Disable LLVM -disable-lftr AND MIR JumpThreading
EXP_Loop_DBL_0043,Double_Disable,Loop,-disable-lftr,MatchBranchSimplification,-C llvm-args=-disable-lftr -Z mir-enable-passes=-MatchBranchSimplification,Disable LLVM -disable-lftr AND MIR MatchBranchSimplification
EXP_Loop_DBL_0044,Double_Disable,Loop,-disable-lftr,ReferencePropagation,-C llvm-args=-disable-lftr -Z mir-enable-passes=-ReferencePropagation,Disable LLVM -disable-lftr AND MIR ReferencePropagation
EXP_Loop_DBL_0045,Double_Disable,Loop,-disable-lftr,ScalarReplacementOfAggregates,-C llvm-args=-disable-lftr -Z mir-enable-passes=-ScalarReplacementOfAggregates,Disable LLVM -disable-lftr AND MIR ScalarReplacementOfAggregates
EXP_Loop_DBL_0046,Double_Disable,Loop,-disable-lftr,SingleUseConsts,-C llvm-args=-disable-lftr -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-lftr AND MIR SingleUseConsts
EXP_Loop_DBL_0047,Double_Disable,Loop,-disable-lftr,UnreachableEnumBranching,-C llvm-args=-disable-lftr -Z mir-enable-passes=-UnreachableEnumBranching,Disable LLVM -disable-lftr AND MIR UnreachableEnumBranching
EXP_Loop_DBL_0048,Double_Disable,Loop,-disable-lftr,UnreachablePropagation,-C llvm-args=-disable-lftr -Z mir-enable-passes=-UnreachablePropagation,Disable LLVM -disable-lftr AND MIR UnreachablePropagation
EXP_Loop_DBL_0049,Double_Disable,Loop,-disable-licm-promotion,CopyProp,-C llvm-args=-disable-licm-promotion -Z mir-enable-passes=-CopyProp,Disable LLVM -disable-licm-promotion AND MIR CopyProp
EXP_Loop_DBL_0050,Double_Disable,Loop,-disable-licm-promotion,DataflowConstProp,-C llvm-args=-disable-licm-promotion -Z mir-enable-passes=-DataflowConstProp,Disable LLVM -disable-licm-promotion AND MIR DataflowConstProp
EXP_Loop_DBL_0051,Double_Disable,Loop,-disable-licm-promotion,DeadStoreElimination-final,-C llvm-args=-disable-licm-promotion -Z mir-enable-passes=-DeadStoreElimination-final,Disable LLVM -disable-licm-promotion AND MIR DeadStoreElimination-final
EXP_Loop_DBL_0052,Double_Disable,Loop,-disable-licm-promotion,DeadStoreElimination-initial,-C llvm-args=-disable-licm-promotion -Z mir-enable-passes=-DeadStoreElimination-initial,Disable LLVM -disable-licm-promotion AND MIR DeadStoreElimination-initial
EXP_Loop_DBL_0053,Double_Disable,Loop,-disable-licm-promotion,DestinationPropagation,-C llvm-args=-disable-licm-promotion -Z mir-enable-passes=-DestinationPropagation,Disable LLVM -disable-licm-promotion AND MIR DestinationPropagation
EXP_Loop_DBL_0054,Double_Disable,Loop,-disable-licm-promotion,EarlyOtherwiseBranch,-C llvm-args=-disable-licm-promotion -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-licm-promotion AND MIR EarlyOtherwiseBranch
EXP_Loop_DBL_0055,Double_Disable,Loop,-disable-licm-promotion,EnumSizeOpt,-C llvm-args=-disable-licm-promotion -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-licm-promotion AND MIR EnumSizeOpt
EXP_Loop_DBL_0056,Double_Disable,Loop,-disable-licm-promotion,ForceInline,-C llvm-args=-disable-licm-promotion -Z mir-enable-passes=-ForceInline,Disable LLVM -disable-licm-promotion AND MIR ForceInline
EXP_Loop_DBL_0057,Double_Disable,Loop,-disable-licm-promotion,GVN,-C llvm-args=-disable-licm-promotion -Z mir-enable-passes=-GVN,Disable LLVM -disable-licm-promotion AND MIR GVN
EXP_Loop_DBL_0058,Double_Disable,Loop,-disable-licm-promotion,ImpossiblePredicates,-C llvm-args=-disable-licm-promotion -Z mir-enable-passes=-ImpossiblePredicates,Disable LLVM -disable-licm-promotion AND MIR ImpossiblePredicates
EXP_Loop_DBL_0059,Double_Disable,Loop,-disable-licm-promotion,Inline,-C llvm-args=-disable-licm-promotion -Z mir-enable-passes=-Inline,Disable LLVM -disable-licm-promotion AND MIR Inline
EXP_Loop_DBL_0060,Double_Disable,Loop,-disable-licm-promotion,InstSimplify-after-simplifycfg,-C llvm-args=-disable-licm-promotion -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-licm-promotion AND MIR InstSimplify-after-simplifycfg
EXP_Loop_DBL_0061,Double_Disable,Loop,-disable-licm-promotion,InstSimplify-before-inline,-C llvm-args=-disable-licm-promotion -Z mir-enable-passes=-InstSimplify-before-inline,Disable LLVM -disable-licm-promotion AND MIR InstSimplify-before-inline
EXP_Loop_DBL_0062,Double_Disable,Loop,-disable-licm-promotion,JumpThreading,-C llvm-args=-disable-licm-promotion -Z mir-enable-passes=-JumpThreading,Disable LLVM -disable-licm-promotion AND MIR JumpThreading
EXP_Loop_DBL_0063,Double_Disable,Loop,-disable-licm-promotion,MatchBranchSimplification,-C llvm-args=-disable-licm-promotion -Z mir-enable-passes=-MatchBranchSimplification,Disable LLVM -disable-licm-promotion AND MIR MatchBranchSimplification
EXP_Loop_DBL_0064,Double_Disable,Loop,-disable-licm-promotion,ReferencePropagation,-C llvm-args=-disable-licm-promotion -Z mir-enable-passes=-ReferencePropagation,Disable LLVM -disable-licm-promotion AND MIR ReferencePropagation
EXP_Loop_DBL_0065,Double_Disable,Loop,-disable-licm-promotion,ScalarReplacementOfAggregates,-C llvm-args=-disable-licm-promotion -Z mir-enable-passes=-ScalarReplacementOfAggregates,Disable LLVM -disable-licm-promotion AND MIR ScalarReplacementOfAggregates
EXP_Loop_DBL_0066,Double_Disable,Loop,-disable-licm-promotion,SingleUseConsts,-C llvm-args=-disable-licm-promotion -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-licm-promotion AND MIR SingleUseConsts
EXP_Loop_DBL_0067,Double_Disable,Loop,-disable-licm-promotion,UnreachableEnumBranching,-C llvm-args=-disable-licm-promotion -Z mir-enable-passes=-UnreachableEnumBranching,Disable LLVM -disable-licm-promotion AND MIR UnreachableEnumBranching
EXP_Loop_DBL_0068,Double_Disable,Loop,-disable-licm-promotion,UnreachablePropagation,-C llvm-args=-disable-licm-promotion -Z mir-enable-passes=-UnreachablePropagation,Disable LLVM -disable-licm-promotion AND MIR UnreachablePropagation
EXP_Loop_DBL_0069,Double_Disable,Loop,-disable-loop-level-heuristics,CopyProp,-C llvm-args=-disable-loop-level-heuristics -Z mir-enable-passes=-CopyProp,Disable LLVM -disable-loop-level-heuristics AND MIR CopyProp
EXP_Loop_DBL_0070,Double_Disable,Loop,-disable-loop-level-heuristics,DataflowConstProp,-C llvm-args=-disable-loop-level-heuristics -Z mir-enable-passes=-DataflowConstProp,Disable LLVM -disable-loop-level-heuristics AND MIR DataflowConstProp
EXP_Loop_DBL_0071,Double_Disable,Loop,-disable-loop-level-heuristics,DeadStoreElimination-final,-C llvm-args=-disable-loop-level-heuristics -Z mir-enable-passes=-DeadStoreElimination-final,Disable LLVM -disable-loop-level-heuristics AND MIR DeadStoreElimination-final
EXP_Loop_DBL_0072,Double_Disable,Loop,-disable-loop-level-heuristics,DeadStoreElimination-initial,-C llvm-args=-disable-loop-level-heuristics -Z mir-enable-passes=-DeadStoreElimination-initial,Disable LLVM -disable-loop-level-heuristics AND MIR DeadStoreElimination-initial
EXP_Loop_DBL_0073,Double_Disable,Loop,-disable-loop-level-heuristics,DestinationPropagation,-C llvm-args=-disable-loop-level-heuristics -Z mir-enable-passes=-DestinationPropagation,Disable LLVM -disable-loop-level-heuristics AND MIR DestinationPropagation
EXP_Loop_DBL_0074,Double_Disable,Loop,-disable-loop-level-heuristics,EarlyOtherwiseBranch,-C llvm-args=-disable-loop-level-heuristics -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-loop-level-heuristics AND MIR EarlyOtherwiseBranch
EXP_Loop_DBL_0075,Double_Disable,Loop,-disable-loop-level-heuristics,EnumSizeOpt,-C llvm-args=-disable-loop-level-heuristics -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-loop-level-heuristics AND MIR EnumSizeOpt
EXP_Loop_DBL_0076,Double_Disable,Loop,-disable-loop-level-heuristics,ForceInline,-C llvm-args=-disable-loop-level-heuristics -Z mir-enable-passes=-ForceInline,Disable LLVM -disable-loop-level-heuristics AND MIR ForceInline
EXP_Loop_DBL_0077,Double_Disable,Loop,-disable-loop-level-heuristics,GVN,-C llvm-args=-disable-loop-level-heuristics -Z mir-enable-passes=-GVN,Disable LLVM -disable-loop-level-heuristics AND MIR GVN
EXP_Loop_DBL_0078,Double_Disable,Loop,-disable-loop-level-heuristics,ImpossiblePredicates,-C llvm-args=-disable-loop-level-heuristics -Z mir-enable-passes=-ImpossiblePredicates,Disable LLVM -disable-loop-level-heuristics AND MIR ImpossiblePredicates
EXP_Loop_DBL_0079,Double_Disable,Loop,-disable-loop-level-heuristics,Inline,-C llvm-args=-disable-loop-level-heuristics -Z mir-enable-passes=-Inline,Disable LLVM -disable-loop-level-heuristics AND MIR Inline
EXP_Loop_DBL_0080,Double_Disable,Loop,-disable-loop-level-heuristics,InstSimplify-after-simplifycfg,-C llvm-args=-disable-loop-level-heuristics -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-loop-level-heuristics AND MIR InstSimplify-after-simplifycfg
EXP_Loop_DBL_0081,Double_Disable,Loop,-disable-loop-level-heuristics,InstSimplify-before-inline,-C llvm-args=-disable-loop-level-heuristics -Z mir-enable-passes=-InstSimplify-before-inline,Disable LLVM -disable-loop-level-heuristics AND MIR InstSimplify-before-inline
EXP_Loop_DBL_0082,Double_Disable,Loop,-disable-loop-level-heuristics,JumpThreading,-C llvm-args=-disable-loop-level-heuristics -Z mir-enable-passes=-JumpThreading,Disable LLVM -disable-loop-level-heuristics AND MIR JumpThreading
EXP_Loop_DBL_0083,Double_Disable,Loop,-disable-loop-level-heuristics,MatchBranchSimplification,-C llvm-args=-disable-loop-level-heuristics -Z mir-enable-passes=-MatchBranchSimplification,Disable LLVM -disable-loop-level-heuristics AND MIR MatchBranchSimplification
EXP_Loop_DBL_0084,Double_Disable,Loop,-disable-loop-level-heuristics,ReferencePropagation,-C llvm-args=-disable-loop-level-heuristics -Z mir-enable-passes=-ReferencePropagation,Disable LLVM -disable-loop-level-heuristics AND MIR ReferencePropagation
EXP_Loop_DBL_0085,Double_Disable,Loop,-disable-loop-level-heuristics,ScalarReplacementOfAggregates,-C llvm-args=-disable-loop-level-heuristics -Z mir-enable-passes=-ScalarReplacementOfAggregates,Disable LLVM -disable-loop-level-heuristics AND MIR ScalarReplacementOfAggregates
EXP_Loop_DBL_0086,Double_Disable,Loop,-disable-loop-level-heuristics,SingleUseConsts,-C llvm-args=-disable-loop-level-heuristics -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-loop-level-heuristics AND MIR SingleUseConsts
EXP_Loop_DBL_0087,Double_Disable,Loop,-disable-loop-level-heuristics,UnreachableEnumBranching,-C llvm-args=-disable-loop-level-heuristics -Z mir-enable-passes=-UnreachableEnumBranching,Disable LLVM -disable-loop-level-heuristics AND MIR UnreachableEnumBranching
EXP_Loop_DBL_0088,Double_Disable,Loop,-disable-loop-level-heuristics,UnreachablePropagation,-C llvm-args=-disable-loop-level-heuristics -Z mir-enable-passes=-UnreachablePropagation,Disable LLVM -disable-loop-level-heuristics AND MIR UnreachablePropagation
EXP_Loop_DBL_0089,Double_Disable,Loop,-disable-lsr,CopyProp,-C llvm-args=-disable-lsr -Z mir-enable-passes=-CopyProp,Disable LLVM -disable-lsr AND MIR CopyProp
EXP_Loop_DBL_0090,Double_Disable,Loop,-disable-lsr,DataflowConstProp,-C llvm-args=-disable-lsr -Z mir-enable-passes=-DataflowConstProp,Disable LLVM -disable-lsr AND MIR DataflowConstProp
EXP_Loop_DBL_0091,Double_Disable,Loop,-disable-lsr,DeadStoreElimination-final,-C llvm-args=-disable-lsr -Z mir-enable-passes=-DeadStoreElimination-final,Disable LLVM -disable-lsr AND MIR DeadStoreElimination-final
EXP_Loop_DBL_0092,Double_Disable,Loop,-disable-lsr,DeadStoreElimination-initial,-C llvm-args=-disable-lsr -Z mir-enable-passes=-DeadStoreElimination-initial,Disable LLVM -disable-lsr AND MIR DeadStoreElimination-initial
EXP_Loop_DBL_0093,Double_Disable,Loop,-disable-lsr,DestinationPropagation,-C llvm-args=-disable-lsr -Z mir-enable-passes=-DestinationPropagation,Disable LLVM -disable-lsr AND MIR DestinationPropagation
EXP_Loop_DBL_0094,Double_Disable,Loop,-disable-lsr,EarlyOtherwiseBranch,-C llvm-args=-disable-lsr -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-lsr AND MIR EarlyOtherwiseBranch
EXP_Loop_DBL_0095,Double_Disable,Loop,-disable-lsr,EnumSizeOpt,-C llvm-args=-disable-lsr -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-lsr AND MIR EnumSizeOpt
EXP_Loop_DBL_0096,Double_Disable,Loop,-disable-lsr,ForceInline,-C llvm-args=-disable-lsr -Z mir-enable-passes=-ForceInline,Disable LLVM -disable-lsr AND MIR ForceInline
EXP_Loop_DBL_0097,Double_Disable,Loop,-disable-lsr,GVN,-C llvm-args=-disable-lsr -Z mir-enable-passes=-GVN,Disable LLVM -disable-lsr AND MIR GVN
EXP_Loop_DBL_0098,Double_Disable,Loop,-disable-lsr,ImpossiblePredicates,-C llvm-args=-disable-lsr -Z mir-enable-passes=-ImpossiblePredicates,Disable LLVM -disable-lsr AND MIR ImpossiblePredicates
EXP_Loop_DBL_0099,Double_Disable,Loop,-disable-lsr,Inline,-C llvm-args=-disable-lsr -Z mir-enable-passes=-Inline,Disable LLVM -disable-lsr AND MIR Inline
EXP_Loop_DBL_0100,Double_Disable,Loop,-disable-lsr,InstSimplify-after-simplifycfg,-C llvm-args=-disable-lsr -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-lsr AND MIR InstSimplify-after-simplifycfg
EXP_Loop_DBL_0101,Double_Disable,Loop,-disable-lsr,InstSimplify-before-inline,-C llvm-args=-disable-lsr -Z mir-enable-passes=-InstSimplify-before-inline,Disable LLVM -disable-lsr AND MIR InstSimplify-before-inline
EXP_Loop_DBL_0102,Double_Disable,Loop,-disable-lsr,JumpThreading,-C llvm-args=-disable-lsr -Z mir-enable-passes=-JumpThreading,Disable LLVM -disable-lsr AND MIR JumpThreading
EXP_Loop_DBL_0103,Double_Disable,Loop,-disable-lsr,MatchBranchSimplification,-C llvm-args=-disable-lsr -Z mir-enable-passes=-MatchBranchSimplification,Disable LLVM -disable-lsr AND MIR MatchBranchSimplification
EXP_Loop_DBL_0104,Double_Disable,Loop,-disable-lsr,ReferencePropagation,-C llvm-args=-disable-lsr -Z mir-enable-passes=-ReferencePropagation,Disable LLVM -disable-lsr AND MIR ReferencePropagation
EXP_Loop_DBL_0105,Double_Disable,Loop,-disable-lsr,ScalarReplacementOfAggregates,-C llvm-args=-disable-lsr -Z mir-enable-passes=-ScalarReplacementOfAggregates,Disable LLVM -disable-lsr AND MIR ScalarReplacementOfAggregates
EXP_Loop_DBL_0106,Double_Disable,Loop,-disable-lsr,SingleUseConsts,-C llvm-args=-disable-lsr -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-lsr AND MIR SingleUseConsts
EXP_Loop_DBL_0107,Double_Disable,Loop,-disable-lsr,UnreachableEnumBranching,-C llvm-args=-disable-lsr -Z mir-enable-passes=-UnreachableEnumBranching,Disable LLVM -disable-lsr AND MIR UnreachableEnumBranching
EXP_Loop_DBL_0108,Double_Disable,Loop,-disable-lsr,UnreachablePropagation,-C llvm-args=-disable-lsr -Z mir-enable-passes=-UnreachablePropagation,Disable LLVM -disable-lsr AND MIR UnreachablePropagation
EXP_Loop_DBL_0109,Double_Disable,Loop,-disable-machine-licm,CopyProp,-C llvm-args=-disable-machine-licm -Z mir-enable-passes=-CopyProp,Disable LLVM -disable-machine-licm AND MIR CopyProp
EXP_Loop_DBL_0110,Double_Disable,Loop,-disable-machine-licm,DataflowConstProp,-C llvm-args=-disable-machine-licm -Z mir-enable-passes=-DataflowConstProp,Disable LLVM -disable-machine-licm AND MIR DataflowConstProp
EXP_Loop_DBL_0111,Double_Disable,Loop,-disable-machine-licm,DeadStoreElimination-final,-C llvm-args=-disable-machine-licm -Z mir-enable-passes=-DeadStoreElimination-final,Disable LLVM -disable-machine-licm AND MIR DeadStoreElimination-final
EXP_Loop_DBL_0112,Double_Disable,Loop,-disable-machine-licm,DeadStoreElimination-initial,-C llvm-args=-disable-machine-licm -Z mir-enable-passes=-DeadStoreElimination-initial,Disable LLVM -disable-machine-licm AND MIR DeadStoreElimination-initial
EXP_Loop_DBL_0113,Double_Disable,Loop,-disable-machine-licm,DestinationPropagation,-C llvm-args=-disable-machine-licm -Z mir-enable-passes=-DestinationPropagation,Disable LLVM -disable-machine-licm AND MIR DestinationPropagation
EXP_Loop_DBL_0114,Double_Disable,Loop,-disable-machine-licm,EarlyOtherwiseBranch,-C llvm-args=-disable-machine-licm -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-machine-licm AND MIR EarlyOtherwiseBranch
EXP_Loop_DBL_0115,Double_Disable,Loop,-disable-machine-licm,EnumSizeOpt,-C llvm-args=-disable-machine-licm -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-machine-licm AND MIR EnumSizeOpt
EXP_Loop_DBL_0116,Double_Disable,Loop,-disable-machine-licm,ForceInline,-C llvm-args=-disable-machine-licm -Z mir-enable-passes=-ForceInline,Disable LLVM -disable-machine-licm AND MIR ForceInline
EXP_Loop_DBL_0117,Double_Disable,Loop,-disable-machine-licm,GVN,-C llvm-args=-disable-machine-licm -Z mir-enable-passes=-GVN,Disable LLVM -disable-machine-licm AND MIR GVN
EXP_Loop_DBL_0118,Double_Disable,Loop,-disable-machine-licm,ImpossiblePredicates,-C llvm-args=-disable-machine-licm -Z mir-enable-passes=-ImpossiblePredicates,Disable LLVM -disable-machine-licm AND MIR ImpossiblePredicates
EXP_Loop_DBL_0119,Double_Disable,Loop,-disable-machine-licm,Inline,-C llvm-args=-disable-machine-licm -Z mir-enable-passes=-Inline,Disable LLVM -disable-machine-licm AND MIR Inline
