ConfigName,MIR_Pass,LLVM_Pass,n,runtime_med,compile_med,size_med,runtime_delta_pct,compile_delta_pct,size_delta_pct
EXP_ABL_003_disable-interleaved-load-combine,None,interleaved-load-combine,3,9.660758,31.5086,3082240.0,-3.4714382806234885,-7.922314541354869,0.46728971962616817
EXP_ABL_004_disable-loop-idiom-vectorize-all,None,loop-idiom-vectorize-all,3,9.558038,31.374854,3082240.0,-4.497798102473319,-8.313160917244378,0.46728971962616817
EXP_ABL_005_disable-loop-idiom-vectorize-bytecmp,None,loop-idiom-vectorize-bytecmp,3,9.548,33.358525,3082240.0,-4.598095998615535,-2.516272626700331,0.46728971962616817
EXP_ABL_006_disable-promote-alloca-to-vector,None,promote-alloca-to-vector,3,9.639205,32.835385,3082240.0,-3.686791992075285,-4.045046370085801,0.46728971962616817
EXP_ABL_007_disable-replace-with-vec-lib,None,replace-with-vec-lib,3,9.622587,32.791784,3082240.0,-3.852836068394421,-4.1724617158543404,0.46728971962616817
EXP_ABL_008_disable-vector-combine,None,vector-combine,3,9.450791,32.586187,3082240.0,-5.569390896612029,-4.77327850546863,0.46728971962616817
EXP_ABL_009_disable-advanced-peeling,None,advanced-peeling,3,9.61038,34.127617,3078656.0,-3.9748062236253503,-0.26875254441294427,0.35046728971962615
EXP_ABL_010_disable-lftr,None,lftr,3,9.345413,33.477698,3078144.0,-6.622308977870711,-2.16801297666311,0.33377837116154874
EXP_ABL_011_disable-licm-promotion,None,licm-promotion,3,9.576724,32.396383,3080192.0,-4.311090940955731,-5.327943359216271,0.4005340453938585
EXP_ABL_012_disable-loop-level-heuristics,None,loop-level-heuristics,3,9.527651,32.294033,3082240.0,-4.801419557949859,-5.62704110099764,0.46728971962616817
EXP_ABL_013_disable-lsr,None,lsr,3,9.638116,32.526768,3076096.0,-3.6976730848127732,-4.946918844686106,0.26702269692923897
EXP_ABL_014_disable-machine-licm,None,machine-licm,3,9.461083,32.171342,3055616.0,-5.466555078013137,-5.985581414010794,-0.4005340453938585
EXP_ABL_015_disable-postra-machine-licm,None,postra-machine-licm,3,9.551098,33.250757,3082240.0,-4.567141338100637,-2.8312034077095563,0.46728971962616817
EXP_ABL_016_disable-preheader-prot,None,preheader-prot,3,9.338233,33.834144,3081728.0,-6.694050250464965,-1.126369657982092,0.4506008010680908
EXP_ABL_017_disable-block-placement,None,block-placement,3,9.470622,33.070886,3022336.0,-5.3712431003980114,-3.356841022872776,-1.485313751668892
EXP_ABL_018_disable-branch-fold,None,branch-fold,3,9.548445,33.388604,3089920.0,-4.593649638406011,-2.4283726660257643,0.7176234979973298
EXP_ABL_019_disable-cgp-branch-opts,None,cgp-branch-opts,3,9.529039,33.393307,3082240.0,-4.78755091082441,-2.4146290736506053,0.46728971962616817
EXP_ABL_020_disable-cgp-select2branch,None,cgp-select2branch,3,9.398146,33.95783,3081728.0,-6.0954102971307655,-0.7649216531948937,0.4506008010680908
EXP_ABL_021_disable-chr,None,chr,3,9.599131,33.683998,3082240.0,-4.0872042146299075,-1.565141807835582,0.46728971962616817
EXP_ABL_022_disable-early-ifcvt,None,early-ifcvt,3,9.529444,33.686885,3082240.0,-4.783504223442694,-1.556705118235963,0.46728971962616817
EXP_ABL_023_disable-early-taildup,None,early-taildup,3,9.458731,32.730935,3081728.0,-5.4900558402891395,-4.350280948777189,0.4506008010680908
EXP_ABL_024_disable-ifcvt-diamond,None,ifcvt-diamond,3,9.524244,33.337367,3082240.0,-4.835461691059706,-2.5781027197204582,0.46728971962616817
EXP_ABL_025_disable-ifcvt-forked-diamond,None,ifcvt-forked-diamond,3,9.398254,34.245274,3082240.0,-6.094331180495652,0.07507689383591234,0.46728971962616817
EXP_ABL_026_disable-ifcvt-simple,None,ifcvt-simple,3,9.516307,35.510751,3082240.0,-4.9147667719205135,3.7731844949717797,0.46728971962616817
EXP_ABL_027_disable-ifcvt-simple-false,None,ifcvt-simple-false,3,9.563259,33.294713,3082240.0,-4.445630806621698,-2.7027506442728964,0.46728971962616817
EXP_ABL_028_disable-ifcvt-triangle,None,ifcvt-triangle,3,9.534658,33.250728,3082240.0,-4.731406870335943,-2.831288154504974,0.46728971962616817
EXP_ABL_029_disable-ifcvt-triangle-false,None,ifcvt-triangle-false,3,9.597511,35.23075,3082240.0,-4.103390964156736,2.9549366513320763,0.46728971962616817
EXP_ABL_030_disable-ifcvt-triangle-rev,None,ifcvt-triangle-rev,3,9.617097,34.746833,3082240.0,-3.907691164013148,1.540784409909385,0.46728971962616817
EXP_ABL_031_disable-tail-calls,None,tail-calls,3,9.27026,33.829729,3082240.0,-7.373224278605532,-1.1392716270095977,0.46728971962616817
EXP_ABL_032_disable-tail-duplicate,None,tail-duplicate,3,9.578631,35.372675,3081728.0,-4.292036538889271,3.369684545834474,0.4506008010680908
EXP_ABL_033_disable-cgp-ext-ld-promotion,None,cgp-ext-ld-promotion,3,9.659366,35.800809,3082240.0,-3.485346895031726,4.620821942803923,0.46728971962616817
EXP_ABL_034_disable-cgp-store-extract,None,cgp-store-extract,3,9.410014,34.244128,3082240.0,-5.976827369115641,0.07172793426501828,0.46728971962616817
EXP_ABL_035_disable-memop-opt,None,memop-opt,3,9.544341,34.019172,3082240.0,-4.6346560705406645,-0.5856617247498386,0.46728971962616817
EXP_ABL_036_disable-separate-const-offset-from-gep,None,separate-const-offset-from-gep,3,9.416078,34.387089,3082240.0,-5.91623696841765,0.4895033349763585,0.46728971962616817
EXP_ABL_037_disable-adv-copy-opt,None,adv-copy-opt,3,9.59784,34.557422,3082240.0,-4.100103655147901,0.9872680213549139,0.46728971962616817
EXP_ABL_038_disable-cgp-delete-phis,None,cgp-delete-phis,3,9.558421,34.31131,3082240.0,-4.493971235146919,0.26805411392651624,0.46728971962616817
EXP_ABL_040_disable-constant-hoisting,None,constant-hoisting,3,9.39784,33.830278,3082240.0,-6.098467794263613,-1.1376672825031218,0.46728971962616817
EXP_ABL_041_disable-copyprop,None,copyprop,3,9.631857,34.716523,3083776.0,-3.7602118905464,1.4522093971747176,0.5173564753004005
EXP_ABL_042_disable-demotion,None,demotion,3,9.592663,35.411174,3068928.0,-4.151831310888909,3.4821903002149455,0.03337783711615487
EXP_ABL_043_disable-gep-const-evaluation,None,gep-const-evaluation,3,9.54571,35.698588,3082240.0,-4.620977268008414,4.32210117814703,0.46728971962616817
EXP_ABL_044_disable-icp,None,icp,3,9.46258,35.125863,3082240.0,-5.4515973224318515,2.6484250261027507,0.46728971962616817
EXP_ABL_045_disable-machine-cse,None,machine-cse,3,9.370203,36.156064,3080192.0,-6.374611742827323,5.658984798265953,0.4005340453938585
EXP_ABL_047_disable-machine-sink,None,machine-sink,3,9.538603,35.503003,3081728.0,-4.691989137691886,3.750542489077086,0.4506008010680908
EXP_ABL_048_disable-mergeicmps,None,mergeicmps,3,9.62361,35.924702,3082240.0,-3.8426144358228442,4.982874864372262,0.46728971962616817
EXP_ABL_049_disable-non-allocatable-phys-copy-opt,None,non-allocatable-phys-copy-opt,3,9.459091,35.149204,3082240.0,-5.486458784838725,2.7166345072059976,0.46728971962616817
EXP_ABL_050_disable-phi-elim-edge-splitting,None,phi-elim-edge-splitting,3,9.667477,36.048477,3079680.0,-3.4043032373698927,5.3445829541523,0.38384512683578104
EXP_ABL_051_disable-postra-machine-sink,None,postra-machine-sink,3,9.512,37.304895,3082240.0,-4.957801543656361,9.016217409779664,0.46728971962616817
EXP_ABL_052_disable-preinline,None,preinline,3,9.546673,36.527856,3082240.0,-4.6113551446785666,6.74547378324277,0.46728971962616817
EXP_ABL_053_disable-select-optimize,None,select-optimize,3,9.531191,36.303455,3082240.0,-4.766048512687519,6.08970600255415,0.46728971962616817
EXP_ABL_054_disable-ssc,None,ssc,3,9.566042,37.54339,3090944.0,-4.417823569625911,9.71317213304441,0.7510013351134847
EXP_ABL_055_disable-type-promotion,None,type-promotion,3,9.427058,35.617463,3082240.0,-5.8065267771801965,4.085029323706255,0.46728971962616817
EXP_ABL_056_disable-auto-upgrade-debug-info,None,auto-upgrade-debug-info,3,9.662166,36.496157,3082240.0,-3.4573697970841177,6.652839691237607,0.46728971962616817
EXP_ABL_057_disable-bitcode-version-upgrade,None,bitcode-version-upgrade,3,9.643594,35.566823,3082240.0,-3.642937891042393,3.937043885075979,0.46728971962616817
EXP_ABL_058_disable-cfi-fixup,None,cfi-fixup,3,9.641085,35.628264,3082240.0,-3.668007369167598,4.11659312154681,0.46728971962616817
EXP_ABL_059_disable-cgdata-for-merging,None,cgdata-for-merging,3,9.352174,35.915306,3082240.0,-6.554754278147914,4.955416902654837,0.46728971962616817
EXP_ABL_060_disable-global-outlining,None,global-outlining,3,9.307984,36.820207,3082240.0,-6.996292834685534,7.599812072520005,0.46728971962616817
EXP_ABL_061_disable-last-run-tracking,None,last-run-tracking,3,9.577576,34.727609,3082240.0,-4.302577909723098,1.4846060514530552,0.46728971962616817
EXP_ABL_062_disable-layout-fsprofile-loader,None,layout-fsprofile-loader,3,9.409518,36.410871,3082240.0,-5.9817833121806485,6.403608132805124,0.46728971962616817
EXP_ABL_063_disable-nofree-inference,None,nofree-inference,3,9.491321,37.073889,3082240.0,-5.164422403820243,8.341147815857374,0.46728971962616817
EXP_ABL_064_disable-nounwind-inference,None,nounwind-inference,3,9.578288,35.357066,3090432.0,-4.295463733387845,3.3240703137732655,0.7343124165554071
EXP_ABL_065_disable-ondemand-mds-loading,None,ondemand-mds-loading,3,9.473709,37.482103,3082240.0,-5.34039834991077,9.53407293128032,0.46728971962616817
EXP_ABL_066_disable-ra-fsprofile-loader,None,ra-fsprofile-loader,3,9.497209,36.520223,3082240.0,-5.105590563564671,6.723167842226485,0.46728971962616817
EXP_ABL_067_disable-sample-loader-inlining,None,sample-loader-inlining,3,9.522124,36.44579,3082240.0,-4.85664435093433,6.5056520414056545,0.46728971962616817
EXP_ABL_068_disable-thinlto-funcattrs,None,thinlto-funcattrs,3,9.512663,36.512605,3082240.0,-4.951176966535198,6.700905735759552,0.46728971962616817
EXP_ABL_069_disable-vp,None,vp,3,9.489895,36.803405,3082240.0,-5.178670740132124,7.550711532633223,0.46728971962616817
EXP_ABL_070_disable-whole-program-visibility,None,whole-program-visibility,3,9.597239,38.116613,3082240.0,-4.10610873938594,11.388303592127352,0.46728971962616817
EXP_ABL_071_disable-2addr-hack,None,2addr-hack,3,9.34979,38.521238,3082240.0,-6.578574778686165,12.570740561040724,0.46728971962616817
EXP_ABL_072_disable-cgp,None,cgp,3,9.497767,37.130635,3132416.0,-5.100015127616539,8.506976838379352,2.102803738317757
EXP_ABL_073_disable-cgp-gc-opts,None,cgp-gc-opts,3,9.528626,36.061638,3082240.0,-4.7916775327716845,5.383043387758413,0.46728971962616817
EXP_ABL_074_disable-complex-addr-modes,None,complex-addr-modes,3,9.458905,36.967804,3081728.0,-5.488317263488114,8.031135271286038,0.4506008010680908
EXP_ABL_075_disable-dfa-sched,None,dfa-sched,3,9.464069,38.264457,3082240.0,-5.43671950141614,11.820348599806142,0.46728971962616817
EXP_ABL_076_disable-i2p-p2i-opt,None,i2p-p2i-opt,3,9.485531,36.555764,3082240.0,-5.222275045647637,6.8270294234736975,0.46728971962616817
EXP_ABL_077_disable-mr-partial-inlining,None,mr-partial-inlining,3,9.439236,36.832134,3082240.0,-5.684846384749454,7.634666383865646,0.46728971962616817
EXP_ABL_078_disable-partial-inlining,None,partial-inlining,3,9.506773,37.036528,3082240.0,-5.0100287904321466,8.231967642621468,0.46728971962616817
EXP_ABL_079_disable-partial-libcall-inlining,None,partial-libcall-inlining,3,9.428307,37.865354,3082240.0,-5.794046993131423,10.654048589662835,0.46728971962616817
EXP_ABL_080_disable-peephole,None,peephole,3,9.4959,38.663135,3120128.0,-5.118669856855174,12.985406631050989,1.7022696929238985
EXP_ABL_081_disable-post-ra,None,post-ra,3,9.445902,38.739399,3082240.0,-5.618240907992718,13.20827316919671,0.46728971962616817
EXP_ABL_082_disable-spill-fusing,None,spill-fusing,3,9.489035,37.798904,3094016.0,-5.1872637059303335,10.459861536009951,0.8511348464619493
EXP_ABL_083_disable-strictnode-mutation,None,strictnode-mutation,3,9.531393,37.119229,3082240.0,-4.764030164907014,8.473645047048052,0.46728971962616817
EXP_DBL_000_BASELINE,None,None,3,9.435068,39.253522,3082240.0,-5.726492293408625,14.710696503811857,0.46728971962616817
EXP_DBL_0001,CopyProp,binop-extract-shuffle,3,9.274168,38.60914,3073536.0,-7.33417624332722,12.827616864881131,0.18357810413885178
EXP_DBL_0002,CopyProp,expand-reductions,3,9.415261,37.44956,3073536.0,-5.924400285925952,9.438972415297982,0.18357810413885178
EXP_DBL_0003,CopyProp,interleaved-load-combine,3,9.643895,38.760012,3073536.0,-3.6399303530130203,13.268510606923536,0.18357810413885178
EXP_DBL_0004,CopyProp,loop-idiom-vectorize-all,3,9.620064,38.431413,3073536.0,-3.8780454320093667,12.308244667972719,0.18357810413885178
EXP_DBL_0005,CopyProp,loop-idiom-vectorize-bytecmp,3,9.542164,37.171731,3073536.0,-4.656408264194936,8.627071814405223,0.18357810413885178
EXP_DBL_0006,CopyProp,promote-alloca-to-vector,3,9.438838,38.480014,3073536.0,-5.688823129386281,12.450271530193682,0.18357810413885178
EXP_DBL_0007,CopyProp,replace-with-vec-lib,3,9.563292,39.564695,3073536.0,-4.445301076538742,15.620038385622642,0.18357810413885178
EXP_DBL_0008,CopyProp,vector-combine,3,9.479961,38.565979,3073536.0,-5.277929486922014,12.701487332560419,0.18357810413885178
EXP_DBL_0009,CopyProp,advanced-peeling,3,9.495813,39.591451,3070464.0,-5.119539145255696,15.698227532462916,0.08344459279038718
EXP_DBL_0010,CopyProp,lftr,3,9.639301,39.093086,3069440.0,-3.6858327772885175,14.24185385309926,0.05006675567423231
EXP_DBL_0011,CopyProp,licm-promotion,3,9.59295,39.924798,3071488.0,-4.148963658349277,16.672368567436962,0.11682242990654204
EXP_DBL_0012,CopyProp,loop-level-heuristics,3,9.562135,38.096334,3073536.0,-4.456861613083536,11.329042203699556,0.18357810413885178
EXP_DBL_0013,CopyProp,lsr,3,9.44276,39.196325,3067392.0,-5.649635208618229,14.543549522505876,-0.016688918558077435
EXP_DBL_0014,CopyProp,machine-licm,3,9.535091,38.866369,3047424.0,-4.7270804119747645,13.579318017989872,-0.6675567423230975
EXP_DBL_0015,CopyProp,postra-machine-licm,3,9.575703,40.114887,3073536.0,-4.321292589885915,17.227866277622386,0.18357810413885178
EXP_DBL_0016,CopyProp,preheader-prot,3,9.448482,39.167613,3073024.0,-5.5924620105981235,14.459644350429409,0.16688918558077437
EXP_DBL_0017,CopyProp,block-placement,3,9.367472,38.823314,3014656.0,-6.401899405146956,13.453498249817958,-1.7356475300400533
EXP_DBL_0018,CopyProp,branch-fold,3,9.624964,39.347745,3080704.0,-3.829085510601021,14.986044686751452,0.41722296395193587
EXP_DBL_0019,CopyProp,cgp-branch-opts,3,9.578346,37.872181,3073536.0,-4.29488420778751,10.673999154226975,0.18357810413885178
EXP_DBL_0020,CopyProp,cgp-select2branch,3,9.452604,38.969969,3073024.0,-5.551275725690961,13.882068638884345,0.16688918558077437
EXP_DBL_0021,CopyProp,chr,3,9.64631,39.197565,3073536.0,-3.615800106033206,14.547173178586068,0.18357810413885178
EXP_DBL_0022,CopyProp,early-ifcvt,3,9.666687,39.223016,3073536.0,-3.4121967757194027,14.621548719632269,0.18357810413885178
EXP_DBL_0023,CopyProp,early-taildup,3,9.478972,41.449727,3073536.0,-5.287811397589929,21.128673601896324,0.18357810413885178
EXP_DBL_0024,CopyProp,ifcvt-diamond,3,9.339896,39.069743,3073536.0,-6.677433852648229,14.173638527389427,0.18357810413885178
EXP_DBL_0025,CopyProp,ifcvt-forked-diamond,3,9.629259,39.199548,3073536.0,-3.7861706407135207,14.552968106011111,0.18357810413885178
EXP_DBL_0026,CopyProp,ifcvt-simple,3,9.565274,39.814057,3073536.0,-4.425497287920106,16.348749778745105,0.18357810413885178
EXP_DBL_0027,CopyProp,ifcvt-simple-false,3,9.601877,40.28475,3073536.0,-4.059766674999848,17.724257481454416,0.18357810413885178
EXP_DBL_0028,CopyProp,ifcvt-triangle,3,9.457614,39.206366,3073536.0,-5.501216704006108,14.572892369845661,0.18357810413885178
EXP_DBL_0029,CopyProp,ifcvt-triangle-false,3,9.259032,38.931697,3073536.0,-7.485412441375497,13.770226247350822,0.18357810413885178
EXP_DBL_0030,CopyProp,ifcvt-triangle-rev,3,9.57443,40.034908,3073536.0,-4.334012177631398,16.994143382752505,0.18357810413885178
EXP_DBL_0031,CopyProp,tail-calls,3,9.4728,38.147231,3073536.0,-5.349480914923052,11.47777867427548,0.18357810413885178
EXP_DBL_0032,CopyProp,tail-duplicate,3,9.444182,38.731247,3073024.0,-5.635426839589119,13.184450552772672,0.16688918558077437
EXP_DBL_0033,CopyProp,cgp-ext-ld-promotion,3,9.618323,40.086501,3073536.0,-3.8954411918403595,17.1449137764186,0.18357810413885178
EXP_DBL_0034,CopyProp,cgp-store-extract,3,9.576396,39.452136,3073536.0,-4.314368258143878,15.291106849548703,0.18357810413885178
EXP_DBL_0035,CopyProp,memop-opt,3,9.529382,40.352112,3073536.0,-4.784123716325818,17.9211096757082,0.18357810413885178
EXP_DBL_0036,CopyProp,separate-const-offset-from-gep,3,9.554244,39.845406,3073536.0,-4.535707070192337,16.440361064598584,0.18357810413885178
EXP_DBL_0037,CopyProp,adv-copy-opt,3,9.432089,39.117408,3073536.0,-5.7562579272607515,14.312930113730484,0.18357810413885178
EXP_DBL_0038,CopyProp,cgp-delete-phis,3,9.463492,39.442736,3073536.0,-5.4424847819574875,15.263637198618103,0.18357810413885178
EXP_DBL_0040,CopyProp,constant-hoisting,3,9.512045,40.787724,3073536.0,-4.957351911725059,19.194100056683908,0.18357810413885178
EXP_DBL_0041,CopyProp,copyprop,3,9.546209,38.467129,3075072.0,-4.615991349481324,12.412617652295763,0.23364485981308408
EXP_DBL_0042,CopyProp,demotion,3,9.637748,40.328298,3060736.0,-3.7013500748287456,17.851517945148533,-0.23364485981308408
EXP_DBL_0043,CopyProp,gep-const-evaluation,3,9.344239,40.427148,3073536.0,-6.634039375367327,18.140387625413208,0.18357810413885178
EXP_DBL_0044,CopyProp,icp,3,9.557063,39.846005,3073536.0,-4.507540127651512,16.442111524269592,0.18357810413885178
EXP_DBL_0045,CopyProp,machine-cse,3,9.41798,39.411288,3072000.0,-5.8972325254546645,15.171736604738866,0.13351134846461948
EXP_DBL_0047,CopyProp,machine-sink,3,9.539189,40.002138,3074048.0,-4.686133930764275,16.89837950392324,0.20026702269692925
EXP_DBL_0048,CopyProp,mergeicmps,3,9.459828,40.847191,3073536.0,-5.479094812986093,19.367880666459325,0.18357810413885178
EXP_DBL_0049,CopyProp,non-allocatable-phys-copy-opt,3,9.607757,40.40045,3073536.0,-4.001014769309851,18.062367972163774,0.18357810413885178
EXP_DBL_0050,CopyProp,phi-elim-edge-splitting,3,9.676197,41.150044,3071488.0,-3.3171745609044443,20.252908984893246,0.11682242990654204
EXP_DBL_0051,CopyProp,postra-machine-sink,3,9.733808,40.869138,3073536.0,-2.7415357788114694,19.432016456775642,0.18357810413885178
EXP_DBL_0052,CopyProp,preinline,3,9.509041,42.908674,3073536.0,-4.9873673410945845,25.392159220642746,0.18357810413885178
EXP_DBL_0053,CopyProp,select-optimize,3,9.522576,40.186831,3073536.0,-4.852128047979918,17.438108465553185,0.18357810413885178
EXP_DBL_0054,CopyProp,ssc,3,9.396844,40.625021,3082752.0,-6.108419647676417,18.71863254441177,0.48397863818424564
EXP_DBL_0055,CopyProp,type-promotion,3,9.69525,42.46597,3073536.0,-3.12680040119159,24.0984438647309,0.18357810413885178
EXP_DBL_0056,CopyProp,auto-upgrade-debug-info,3,9.429747,40.708937,3073536.0,-5.7796587713297845,18.963860547336296,0.18357810413885178
EXP_DBL_0057,CopyProp,bitcode-version-upgrade,3,9.646345,42.64988,3073536.0,-3.615450392308857,24.635884662884415,0.18357810413885178
EXP_DBL_0058,CopyProp,cfi-fixup,3,9.397458,40.874611,3073536.0,-6.102284669769326,19.448010222684484,0.18357810413885178
EXP_DBL_0059,CopyProp,cgdata-for-merging,3,9.487778,40.597865,3073536.0,-5.1998234245446655,18.639274476255302,0.18357810413885178
EXP_DBL_0060,CopyProp,global-outlining,3,9.437284,42.357426,3073536.0,-5.704350418747215,23.78124537636825,0.18357810413885178
EXP_DBL_0061,CopyProp,last-run-tracking,3,9.389131,42.145225,3073536.0,-6.1854865607014045,23.161129695823597,0.18357810413885178
EXP_DBL_0062,CopyProp,layout-fsprofile-loader,3,9.569173,41.302347,3073536.0,-4.386539179028057,20.697984542944305,0.18357810413885178
EXP_DBL_0063,CopyProp,nofree-inference,3,9.567492,41.790504,3073536.0,-4.403335429617321,22.124527350318672,0.18357810413885178
EXP_DBL_0064,CopyProp,nounwind-inference,3,9.673421,40.798554,3083776.0,-3.3449118551553783,19.2257486013199,0.5173564753004005
EXP_DBL_0065,CopyProp,ondemand-mds-loading,3,9.634732,40.343303,3073536.0,-3.731485406046616,17.8953671060223,0.18357810413885178
EXP_DBL_0066,CopyProp,ra-fsprofile-loader,3,9.53182,41.299336,3073536.0,-4.75976365747,20.689185487736648,0.18357810413885178
EXP_DBL_0067,CopyProp,sample-loader-inlining,3,9.490318,41.048377,3073536.0,-5.174444199977898,19.955807176259285,0.18357810413885178
EXP_DBL_0068,CopyProp,thinlto-funcattrs,3,9.45527,40.401096,3073536.0,-5.524637531716534,18.064255780089436,0.18357810413885178
EXP_DBL_0069,CopyProp,vp,3,9.384552,42.440613,3073536.0,-6.2312391076664735,24.02434302019402,0.18357810413885178
EXP_DBL_0070,CopyProp,whole-program-visibility,3,9.533024,41.264965,3073536.0,-4.747733505352528,20.58874300133931,0.18357810413885178
EXP_DBL_0071,CopyProp,2addr-hack,3,9.663262,41.770064,3073536.0,-3.446418761601759,22.06479547106111,0.18357810413885178
EXP_DBL_0072,CopyProp,cgp,3,9.667522,42.674406,3124224.0,-3.4038536054385906,24.70755707338689,1.8357810413885183
EXP_DBL_0073,CopyProp,cgp-gc-opts,3,9.596164,40.526091,3073536.0,-4.116849946633689,18.42952907988388,0.18357810413885178
EXP_DBL_0074,CopyProp,complex-addr-modes,3,9.614415,40.704189,3073024.0,-3.9344892271186906,18.94998545131307,0.16688918558077437
EXP_DBL_0075,CopyProp,dfa-sched,3,9.610577,41.123713,3073536.0,-3.972837834948321,20.17596181695143,0.18357810413885178
EXP_DBL_0076,CopyProp,i2p-p2i-opt,3,9.422733,40.607941,3074048.0,-5.849741401688589,18.668719604210246,0.20026702269692925
EXP_DBL_0077,CopyProp,mr-partial-inlining,3,9.67941,41.269499,3073536.0,-3.2850708410095444,20.6019927244584,0.18357810413885178
EXP_DBL_0078,CopyProp,partial-inlining,3,9.661073,43.180597,3073536.0,-3.4682908571043765,26.186800698301898,0.18357810413885178
EXP_DBL_0079,CopyProp,partial-libcall-inlining,3,9.519818,41.889993,3073536.0,-4.879685489458324,22.415264382385946,0.18357810413885178
EXP_DBL_0080,CopyProp,peephole,3,9.700419,42.07452,3112448.0,-3.07515268001614,22.95450824166969,1.451935914552737
EXP_DBL_0081,CopyProp,post-ra,3,9.549742,40.564581,3073536.0,-4.580690246963836,18.54200853353472,0.18357810413885178
EXP_DBL_0082,CopyProp,spill-fusing,3,9.61851,42.279598,3085312.0,-3.893572721370283,23.553808355876225,0.5674232309746329
EXP_DBL_0083,CopyProp,strictnode-mutation,3,9.582112,43.124685,3073536.0,-4.257255011047954,26.02340887672418,0.18357810413885178
EXP_DBL_0084,DataflowConstProp,binop-extract-shuffle,3,9.526309,43.618359,3082240.0,-4.8148285813233365,27.46607403135216,0.46728971962616817
EXP_DBL_0085,DataflowConstProp,expand-reductions,3,9.555627,42.42982,3082240.0,-4.5218883821703635,23.992802600779793,0.46728971962616817
EXP_DBL_0086,DataflowConstProp,interleaved-load-combine,3,9.516385,42.355505,3082240.0,-4.913987409906256,23.77563163174724,0.46728971962616817
