ConfigName,Mode,LLVM_Pass,MIR_Pass,n,runtime_med,compile_med,size_med,runtime_delta_pct,compile_delta_pct,size_delta_pct,MIR_BB_Last,MIR_BB_Last_delta,MIR_TermBlocks_Last,MIR_TermBlocks_Last_delta,MIR_Goto_Last,MIR_Goto_Last_delta,MIR_SwitchInt_Last,MIR_SwitchInt_Last_delta,MIR_Locals_Last,MIR_Locals_Last_delta,LLVM_BB,LLVM_BB_delta,LLVM_br,LLVM_br_delta,LLVM_switch,LLVM_switch_delta,LICM_Remarks_Passed,LICM_Remarks_Passed_delta,LICM_Remarks_Missed,LICM_Remarks_Missed_delta,HotLoop_SCCSize,HotLoop_SCCSize_delta,HotLoop_Loads,HotLoop_Loads_delta,FactorConst_InHotLoop,FactorConst_InHotLoop_delta,FactorConst_OutHotLoop,FactorConst_OutHotLoop_delta,FactorConst_Total,FactorConst_Total_delta,FactorConst_Hoisted,FactorConst_Hoisted_delta,licm_pass_rate,factor_hoist_rate
EXP_DBL_1657,mir-dependent,peephole,UnreachablePropagation,3,3.893919,14.549047,425960.0,-35.61789833203238,22.05151414610984,2.0586149393341024,9.0,-7.0,7.0,-1.0,4.0,0.0,2.0,0.0,41.0,13.0,10.0,0.0,9.0,0.0,0.0,0.0,247.0,-3.0,1618.0,-14.0,6.0,0.0,9.0,0.0,8.0,0.0,5.0,0.0,13.0,0.0,0.0,0.0,0.1324396782841823,0.0
EXP_DBL_1656,mir-dependent,partial-libcall-inlining,UnreachablePropagation,3,3.90225,14.134606,417160.0,-35.480153481922294,18.574781163239695,-0.04983611584979952,9.0,-7.0,7.0,-1.0,4.0,0.0,2.0,0.0,41.0,13.0,10.0,0.0,9.0,0.0,0.0,0.0,247.0,-3.0,1618.0,-14.0,6.0,0.0,9.0,0.0,8.0,0.0,5.0,0.0,13.0,0.0,0.0,0.0,0.1324396782841823,0.0
EXP_DBL_1658,mir-dependent,post-ra,UnreachablePropagation,3,3.90513,13.976766,417160.0,-35.43253552869734,17.250666189054662,-0.04983611584979952,9.0,-7.0,7.0,-1.0,4.0,0.0,2.0,0.0,41.0,13.0,10.0,0.0,9.0,0.0,0.0,0.0,247.0,-3.0,1618.0,-14.0,6.0,0.0,9.0,0.0,8.0,0.0,5.0,0.0,13.0,0.0,0.0,0.0,0.1324396782841823,0.0
EXP_DBL_1628,mir-dependent,postra-machine-sink,UnreachablePropagation,3,3.922359,15.447151,417208.0,-35.14767104393599,29.585681370992532,-0.03833547373062185,9.0,-7.0,7.0,-1.0,4.0,0.0,2.0,0.0,41.0,13.0,10.0,0.0,9.0,0.0,0.0,0.0,247.0,-3.0,1618.0,-14.0,6.0,0.0,9.0,0.0,8.0,0.0,5.0,0.0,13.0,0.0,0.0,0.0,0.1324396782841823,0.0
EXP_DBL_1625,mir-dependent,mergeicmps,UnreachablePropagation,3,3.924067,15.531405,417160.0,-35.11943095223175,30.292485622354583,-0.04983611584979952,9.0,-7.0,7.0,-1.0,4.0,0.0,2.0,0.0,41.0,13.0,10.0,0.0,9.0,0.0,0.0,0.0,247.0,-3.0,1618.0,-14.0,6.0,0.0,9.0,0.0,8.0,0.0,5.0,0.0,13.0,0.0,0.0,0.0,0.1324396782841823,0.0
EXP_DBL_1627,mir-dependent,phi-elim-edge-splitting,UnreachablePropagation,3,3.925226,16.183511,416184.0,-35.10026803286102,35.76298308406207,-0.28368250560656394,9.0,-7.0,7.0,-1.0,4.0,0.0,2.0,0.0,41.0,13.0,10.0,0.0,9.0,0.0,0.0,0.0,247.0,-3.0,1618.0,-14.0,6.0,0.0,9.0,0.0,8.0,0.0,5.0,0.0,13.0,0.0,0.0,0.0,0.1324396782841823,0.0
EXP_DBL_1648,mir-dependent,2addr-hack,UnreachablePropagation,3,3.926481,14.486514,417160.0,-35.07951784838278,21.526926705152462,-0.04983611584979952,9.0,-7.0,7.0,-1.0,4.0,0.0,2.0,0.0,41.0,13.0,10.0,0.0,9.0,0.0,0.0,0.0,247.0,-3.0,1618.0,-14.0,6.0,0.0,9.0,0.0,8.0,0.0,5.0,0.0,13.0,0.0,0.0,0.0,0.1324396782841823,0.0
EXP_DBL_1612,mir-dependent,memop-opt,UnreachablePropagation,3,3.93999,10.911843,417160.0,-34.856159886537,-8.460879927418642,-0.04983611584979952,9.0,-7.0,7.0,-1.0,4.0,0.0,2.0,0.0,41.0,13.0,10.0,0.0,9.0,0.0,0.0,0.0,247.0,-3.0,1618.0,-14.0,6.0,0.0,9.0,0.0,8.0,0.0,5.0,0.0,13.0,0.0,0.0,0.0,0.1324396782841823,0.0
EXP_DBL_1619,mir-dependent,demotion,UnreachablePropagation,3,3.942175,16.217858,417160.0,-34.82003307132987,36.05111902563793,-0.04983611584979952,9.0,-7.0,7.0,-1.0,4.0,0.0,2.0,0.0,41.0,13.0,10.0,0.0,9.0,0.0,0.0,0.0,247.0,-3.0,1618.0,-14.0,6.0,0.0,9.0,0.0,8.0,0.0,5.0,0.0,13.0,0.0,0.0,0.0,0.1324396782841823,0.0
EXP_DBL_1660,mir-dependent,strictnode-mutation,UnreachablePropagation,3,3.944878,13.914435,417160.0,-34.77534163814687,16.727773319972485,-0.04983611584979952,9.0,-7.0,7.0,-1.0,4.0,0.0,2.0,0.0,41.0,13.0,10.0,0.0,9.0,0.0,0.0,0.0,247.0,-3.0,1618.0,-14.0,6.0,0.0,9.0,0.0,8.0,0.0,5.0,0.0,13.0,0.0,0.0,0.0,0.1324396782841823,0.0
EXP_DBL_1621,mir-dependent,icp,UnreachablePropagation,3,3.957888,17.068149,417160.0,-34.56023414805778,43.18418444324295,-0.04983611584979952,9.0,-7.0,7.0,-1.0,4.0,0.0,2.0,0.0,41.0,13.0,10.0,0.0,9.0,0.0,0.0,0.0,247.0,-3.0,1618.0,-14.0,6.0,0.0,9.0,0.0,8.0,0.0,5.0,0.0,13.0,0.0,0.0,0.0,0.1324396782841823,0.0
EXP_DBL_1646,mir-dependent,vp,UnreachablePropagation,3,3.980751,14.182101,417160.0,-34.18221704230011,18.973215278159362,-0.04983611584979952,9.0,-7.0,7.0,-1.0,4.0,0.0,2.0,0.0,41.0,13.0,10.0,0.0,9.0,0.0,0.0,0.0,247.0,-3.0,1618.0,-14.0,6.0,0.0,9.0,0.0,8.0,0.0,5.0,0.0,13.0,0.0,0.0,0.0,0.1324396782841823,0.0
EXP_DBL_1647,mir-dependent,whole-program-visibility,UnreachablePropagation,3,3.985842,14.719359,417160.0,-34.09804238956809,23.480256350135463,-0.04983611584979952,9.0,-7.0,7.0,-1.0,4.0,0.0,2.0,0.0,41.0,13.0,10.0,0.0,9.0,0.0,0.0,0.0,247.0,-3.0,1618.0,-14.0,6.0,0.0,9.0,0.0,8.0,0.0,5.0,0.0,13.0,0.0,0.0,0.0,0.1324396782841823,0.0
EXP_DBL_1630,mir-dependent,select-optimize,UnreachablePropagation,3,3.990133,15.411228,417160.0,-34.027094946065226,29.284324413202057,-0.04983611584979952,9.0,-7.0,7.0,-1.0,4.0,0.0,2.0,0.0,41.0,13.0,10.0,0.0,9.0,0.0,0.0,0.0,247.0,-3.0,1618.0,-14.0,6.0,0.0,9.0,0.0,8.0,0.0,5.0,0.0,13.0,0.0,0.0,0.0,0.1324396782841823,0.0
EXP_DBL_1637,mir-dependent,global-outlining,UnreachablePropagation,3,3.994735,14.471736,417160.0,-33.951005424974525,21.402954511231354,-0.04983611584979952,9.0,-7.0,7.0,-1.0,4.0,0.0,2.0,0.0,41.0,13.0,10.0,0.0,9.0,0.0,0.0,0.0,247.0,-3.0,1618.0,-14.0,6.0,0.0,9.0,0.0,8.0,0.0,5.0,0.0,13.0,0.0,0.0,0.0,0.1324396782841823,0.0
EXP_DBL_1645,mir-dependent,thinlto-funcattrs,UnreachablePropagation,3,3.995515,15.214188,417160.0,-33.93810889597609,27.631361827587387,-0.04983611584979952,9.0,-7.0,7.0,-1.0,4.0,0.0,2.0,0.0,41.0,13.0,10.0,0.0,9.0,0.0,0.0,0.0,247.0,-3.0,1618.0,-14.0,6.0,0.0,9.0,0.0,8.0,0.0,5.0,0.0,13.0,0.0,0.0,0.0,0.1324396782841823,0.0
EXP_DBL_1641,mir-dependent,nounwind-inference,UnreachablePropagation,3,3.996407,14.727756,417192.0,-33.92336055768559,23.550698528532777,-0.04216902110367737,9.0,-7.0,7.0,-1.0,4.0,0.0,2.0,0.0,41.0,13.0,10.0,0.0,9.0,0.0,0.0,0.0,247.0,-3.0,1618.0,-14.0,6.0,0.0,9.0,0.0,8.0,0.0,5.0,0.0,13.0,0.0,0.0,0.0,0.1324396782841823,0.0
EXP_DBL_1613,mir-dependent,separate-const-offset-from-gep,UnreachablePropagation,3,4.008272,16.161392,417160.0,-33.72718451080572,35.57742746372503,-0.04983611584979952,9.0,-7.0,7.0,-1.0,4.0,0.0,2.0,0.0,41.0,13.0,10.0,0.0,9.0,0.0,0.0,0.0,247.0,-3.0,1618.0,-14.0,6.0,0.0,9.0,0.0,8.0,0.0,5.0,0.0,13.0,0.0,0.0,0.0,0.1324396782841823,0.0
EXP_DBL_1631,mir-dependent,ssc,UnreachablePropagation,3,4.014743,16.181706,418376.0,-33.6201929221534,35.74784099379089,0.24151348450287546,9.0,-7.0,7.0,-1.0,4.0,0.0,2.0,0.0,41.0,13.0,10.0,0.0,9.0,0.0,0.0,0.0,247.0,-3.0,1618.0,-14.0,6.0,0.0,9.0,0.0,8.0,0.0,5.0,0.0,13.0,0.0,0.0,0.0,0.1324396782841823,0.0
EXP_DBL_1643,mir-dependent,ra-fsprofile-loader,UnreachablePropagation,3,4.018043,14.904189,417160.0,-33.56563068408316,25.030789615965567,-0.04983611584979952,9.0,-7.0,7.0,-1.0,4.0,0.0,2.0,0.0,41.0,13.0,10.0,0.0,9.0,0.0,0.0,0.0,247.0,-3.0,1618.0,-14.0,6.0,0.0,9.0,0.0,8.0,0.0,5.0,0.0,13.0,0.0,0.0,0.0,0.1324396782841823,0.0
