ConfigName,Variant,RunID,LLVM_Pass,MIR_Pass,BinarySize(Bytes),TotalRuntime(s),CompileTime(s),Mode,Status
EXP_ABL_014_JumpThreading,rustls,10,None,JumpThreading,4317760,10.818065,70.264674,handshake,Success
EXP_ABL_015_MatchBranchSimplification,rustls,1,None,MatchBranchSimplification,4304624,10.945152,69.893782,handshake,Success
EXP_ABL_015_MatchBranchSimplification,rustls,2,None,MatchBranchSimplification,4304624,10.843624,69.893782,handshake,Success
EXP_ABL_015_MatchBranchSimplification,rustls,3,None,MatchBranchSimplification,4304624,10.867456,69.893782,handshake,Success
EXP_ABL_015_MatchBranchSimplification,rustls,4,None,MatchBranchSimplification,4304624,10.831670,69.893782,handshake,Success
EXP_ABL_015_MatchBranchSimplification,rustls,5,None,MatchBranchSimplification,4304624,10.856039,69.893782,handshake,Success
EXP_ABL_015_MatchBranchSimplification,rustls,6,None,MatchBranchSimplification,4304624,10.911629,69.893782,handshake,Success
EXP_ABL_015_MatchBranchSimplification,rustls,7,None,MatchBranchSimplification,4304624,10.911355,69.893782,handshake,Success
EXP_ABL_015_MatchBranchSimplification,rustls,8,None,MatchBranchSimplification,4304624,10.841919,69.893782,handshake,Success
EXP_ABL_015_MatchBranchSimplification,rustls,9,None,MatchBranchSimplification,4304624,10.828782,69.893782,handshake,Success
EXP_ABL_015_MatchBranchSimplification,rustls,10,None,MatchBranchSimplification,4304624,10.844299,69.893782,handshake,Success
EXP_ABL_016_ReferencePropagation,rustls,1,None,ReferencePropagation,4294408,10.812188,69.884367,handshake,Success
EXP_ABL_016_ReferencePropagation,rustls,2,None,ReferencePropagation,4294408,10.810983,69.884367,handshake,Success
EXP_ABL_016_ReferencePropagation,rustls,3,None,ReferencePropagation,4294408,10.876054,69.884367,handshake,Success
EXP_ABL_016_ReferencePropagation,rustls,4,None,ReferencePropagation,4294408,10.787586,69.884367,handshake,Success
EXP_ABL_016_ReferencePropagation,rustls,5,None,ReferencePropagation,4294408,10.899703,69.884367,handshake,Success
EXP_ABL_016_ReferencePropagation,rustls,6,None,ReferencePropagation,4294408,10.912473,69.884367,handshake,Success
EXP_ABL_016_ReferencePropagation,rustls,7,None,ReferencePropagation,4294408,10.823996,69.884367,handshake,Success
EXP_ABL_016_ReferencePropagation,rustls,8,None,ReferencePropagation,4294408,10.843058,69.884367,handshake,Success
EXP_ABL_016_ReferencePropagation,rustls,9,None,ReferencePropagation,4294408,10.823006,69.884367,handshake,Success
EXP_ABL_016_ReferencePropagation,rustls,10,None,ReferencePropagation,4294408,10.841165,69.884367,handshake,Success
EXP_ABL_017_ScalarReplacementOfAggregates,rustls,1,None,ScalarReplacementOfAggregates,4310856,10.810889,70.325263,handshake,Success
EXP_ABL_017_ScalarReplacementOfAggregates,rustls,2,None,ScalarReplacementOfAggregates,4310856,10.836261,70.325263,handshake,Success
EXP_ABL_017_ScalarReplacementOfAggregates,rustls,3,None,ScalarReplacementOfAggregates,4310856,10.788659,70.325263,handshake,Success
EXP_ABL_017_ScalarReplacementOfAggregates,rustls,4,None,ScalarReplacementOfAggregates,4310856,10.810787,70.325263,handshake,Success
EXP_ABL_017_ScalarReplacementOfAggregates,rustls,5,None,ScalarReplacementOfAggregates,4310856,10.943096,70.325263,handshake,Success
EXP_ABL_017_ScalarReplacementOfAggregates,rustls,6,None,ScalarReplacementOfAggregates,4310856,10.800742,70.325263,handshake,Success
EXP_ABL_017_ScalarReplacementOfAggregates,rustls,7,None,ScalarReplacementOfAggregates,4310856,10.816126,70.325263,handshake,Success
EXP_ABL_017_ScalarReplacementOfAggregates,rustls,8,None,ScalarReplacementOfAggregates,4310856,10.839283,70.325263,handshake,Success
EXP_ABL_017_ScalarReplacementOfAggregates,rustls,9,None,ScalarReplacementOfAggregates,4310856,10.816667,70.325263,handshake,Success
EXP_ABL_017_ScalarReplacementOfAggregates,rustls,10,None,ScalarReplacementOfAggregates,4310856,10.833168,70.325263,handshake,Success
EXP_ABL_018_SingleUseConsts,rustls,1,None,SingleUseConsts,4308232,10.828379,70.696663,handshake,Success
EXP_ABL_018_SingleUseConsts,rustls,2,None,SingleUseConsts,4308232,10.839775,70.696663,handshake,Success
EXP_ABL_018_SingleUseConsts,rustls,3,None,SingleUseConsts,4308232,10.802968,70.696663,handshake,Success
EXP_ABL_018_SingleUseConsts,rustls,4,None,SingleUseConsts,4308232,10.865089,70.696663,handshake,Success
EXP_ABL_018_SingleUseConsts,rustls,5,None,SingleUseConsts,4308232,10.819104,70.696663,handshake,Success
EXP_ABL_018_SingleUseConsts,rustls,6,None,SingleUseConsts,4308232,10.898582,70.696663,handshake,Success
EXP_ABL_018_SingleUseConsts,rustls,7,None,SingleUseConsts,4308232,10.846510,70.696663,handshake,Success
EXP_ABL_018_SingleUseConsts,rustls,8,None,SingleUseConsts,4308232,10.805464,70.696663,handshake,Success
EXP_ABL_018_SingleUseConsts,rustls,9,None,SingleUseConsts,4308232,10.806819,70.696663,handshake,Success
EXP_ABL_018_SingleUseConsts,rustls,10,None,SingleUseConsts,4308232,10.873775,70.696663,handshake,Success
EXP_ABL_019_UnreachableEnumBranching,rustls,1,None,UnreachableEnumBranching,4309192,10.817452,70.594588,handshake,Success
EXP_ABL_019_UnreachableEnumBranching,rustls,2,None,UnreachableEnumBranching,4309192,10.784096,70.594588,handshake,Success
EXP_ABL_019_UnreachableEnumBranching,rustls,3,None,UnreachableEnumBranching,4309192,10.918064,70.594588,handshake,Success
EXP_ABL_019_UnreachableEnumBranching,rustls,4,None,UnreachableEnumBranching,4309192,10.843592,70.594588,handshake,Success
EXP_ABL_019_UnreachableEnumBranching,rustls,5,None,UnreachableEnumBranching,4309192,10.802147,70.594588,handshake,Success
EXP_ABL_019_UnreachableEnumBranching,rustls,6,None,UnreachableEnumBranching,4309192,10.797704,70.594588,handshake,Success
EXP_ABL_019_UnreachableEnumBranching,rustls,7,None,UnreachableEnumBranching,4309192,10.799441,70.594588,handshake,Success
EXP_ABL_019_UnreachableEnumBranching,rustls,8,None,UnreachableEnumBranching,4309192,10.808557,70.594588,handshake,Success
EXP_ABL_019_UnreachableEnumBranching,rustls,9,None,UnreachableEnumBranching,4309192,10.872196,70.594588,handshake,Success
EXP_ABL_019_UnreachableEnumBranching,rustls,10,None,UnreachableEnumBranching,4309192,10.821841,70.594588,handshake,Success
EXP_ABL_020_UnreachablePropagation,rustls,1,None,UnreachablePropagation,4309440,10.819029,70.408809,handshake,Success
EXP_ABL_020_UnreachablePropagation,rustls,2,None,UnreachablePropagation,4309440,10.922090,70.408809,handshake,Success
EXP_ABL_020_UnreachablePropagation,rustls,3,None,UnreachablePropagation,4309440,10.835443,70.408809,handshake,Success
EXP_ABL_020_UnreachablePropagation,rustls,4,None,UnreachablePropagation,4309440,10.822525,70.408809,handshake,Success
EXP_ABL_020_UnreachablePropagation,rustls,5,None,UnreachablePropagation,4309440,10.819025,70.408809,handshake,Success
EXP_ABL_020_UnreachablePropagation,rustls,6,None,UnreachablePropagation,4309440,10.802222,70.408809,handshake,Success
EXP_ABL_020_UnreachablePropagation,rustls,7,None,UnreachablePropagation,4309440,10.803784,70.408809,handshake,Success
EXP_ABL_020_UnreachablePropagation,rustls,8,None,UnreachablePropagation,4309440,10.863933,70.408809,handshake,Success
EXP_ABL_020_UnreachablePropagation,rustls,9,None,UnreachablePropagation,4309440,10.821096,70.408809,handshake,Success
EXP_ABL_020_UnreachablePropagation,rustls,10,None,UnreachablePropagation,4309440,10.850921,70.408809,handshake,Success
EXP_001_DISABLE_ALL,rustls,1,All,N/A,4484984,10.973791,66.959052,handshake,Success
EXP_001_DISABLE_ALL,rustls,2,All,N/A,4484984,11.105674,66.959052,handshake,Success
EXP_001_DISABLE_ALL,rustls,3,All,N/A,4484984,10.972824,66.959052,handshake,Success
EXP_001_DISABLE_ALL,rustls,4,All,N/A,4484984,11.042680,66.959052,handshake,Success
EXP_001_DISABLE_ALL,rustls,5,All,N/A,4484984,10.964556,66.959052,handshake,Success
EXP_001_DISABLE_ALL,rustls,6,All,N/A,4484984,10.990146,66.959052,handshake,Success
EXP_001_DISABLE_ALL,rustls,7,All,N/A,4484984,11.048144,66.959052,handshake,Success
EXP_001_DISABLE_ALL,rustls,8,All,N/A,4484984,10.980070,66.959052,handshake,Success
EXP_001_DISABLE_ALL,rustls,9,All,N/A,4484984,10.973857,66.959052,handshake,Success
EXP_001_DISABLE_ALL,rustls,10,All,N/A,4484984,10.959635,66.959052,handshake,Success
EXP_ABL_001_disable-binop-extract-shuffle,rustls,1,binop-extract-shuffle,N/A,4309504,10.863462,70.018773,handshake,Success
EXP_ABL_001_disable-binop-extract-shuffle,rustls,2,binop-extract-shuffle,N/A,4309504,10.837773,70.018773,handshake,Success
EXP_ABL_001_disable-binop-extract-shuffle,rustls,3,binop-extract-shuffle,N/A,4309504,10.822477,70.018773,handshake,Success
EXP_ABL_001_disable-binop-extract-shuffle,rustls,4,binop-extract-shuffle,N/A,4309504,10.814849,70.018773,handshake,Success
EXP_ABL_001_disable-binop-extract-shuffle,rustls,5,binop-extract-shuffle,N/A,4309504,10.814039,70.018773,handshake,Success
EXP_ABL_001_disable-binop-extract-shuffle,rustls,6,binop-extract-shuffle,N/A,4309504,10.863883,70.018773,handshake,Success
EXP_ABL_001_disable-binop-extract-shuffle,rustls,7,binop-extract-shuffle,N/A,4309504,10.832506,70.018773,handshake,Success
EXP_ABL_001_disable-binop-extract-shuffle,rustls,8,binop-extract-shuffle,N/A,4309504,10.800594,70.018773,handshake,Success
EXP_ABL_001_disable-binop-extract-shuffle,rustls,9,binop-extract-shuffle,N/A,4309504,10.791068,70.018773,handshake,Success
EXP_ABL_001_disable-binop-extract-shuffle,rustls,10,binop-extract-shuffle,N/A,4309504,10.866548,70.018773,handshake,Success
EXP_ABL_002_disable-expand-reductions,rustls,1,expand-reductions,N/A,4309728,10.824849,70.182946,handshake,Success
EXP_ABL_002_disable-expand-reductions,rustls,2,expand-reductions,N/A,4309728,10.841453,70.182946,handshake,Success
EXP_ABL_002_disable-expand-reductions,rustls,3,expand-reductions,N/A,4309728,10.792122,70.182946,handshake,Success
EXP_ABL_002_disable-expand-reductions,rustls,4,expand-reductions,N/A,4309728,10.816590,70.182946,handshake,Success
EXP_ABL_002_disable-expand-reductions,rustls,5,expand-reductions,N/A,4309728,10.880278,70.182946,handshake,Success
EXP_ABL_002_disable-expand-reductions,rustls,6,expand-reductions,N/A,4309728,10.830284,70.182946,handshake,Success
EXP_ABL_002_disable-expand-reductions,rustls,7,expand-reductions,N/A,4309728,10.815452,70.182946,handshake,Success
EXP_ABL_002_disable-expand-reductions,rustls,8,expand-reductions,N/A,4309728,10.824716,70.182946,handshake,Success
