ConfigName,RunID,LLVM_Pass,MIR_Pass,BinarySize(Bytes),TotalRuntime(s),CompileTime(s),Status
EXP_ABL_018_SingleUseConsts,1,None,SingleUseConsts,626904,16.500300,15.056889,Success
EXP_ABL_018_SingleUseConsts,2,None,SingleUseConsts,626904,16.639200,14.173733,Success
EXP_ABL_018_SingleUseConsts,3,None,SingleUseConsts,626904,16.818000,14.531087,Success
EXP_ABL_019_UnreachableEnumBranching,1,None,UnreachableEnumBranching,627256,16.755000,14.636194,Success
EXP_ABL_019_UnreachableEnumBranching,2,None,UnreachableEnumBranching,627256,16.866400,16.505794,Success
EXP_ABL_019_UnreachableEnumBranching,3,None,UnreachableEnumBranching,627256,16.995900,14.760896,Success
EXP_ABL_020_UnreachablePropagation,1,None,UnreachablePropagation,627256,16.849900,13.997155,Success
EXP_ABL_020_UnreachablePropagation,2,None,UnreachablePropagation,627256,16.713900,15.499817,Success
EXP_ABL_020_UnreachablePropagation,3,None,UnreachablePropagation,627256,16.724800,14.682272,Success
EXP_ISO_001_CopyProp,1,None,CopyProp,631536,17.673000,14.653034,Success
EXP_ISO_001_CopyProp,2,None,CopyProp,631536,17.518400,13.185166,Success
EXP_ISO_001_CopyProp,3,None,CopyProp,631536,17.478300,14.312355,Success
EXP_ISO_002_DataflowConstProp,1,None,DataflowConstProp,631280,17.573500,15.548064,Success
EXP_ISO_002_DataflowConstProp,2,None,DataflowConstProp,631280,17.485500,14.316546,Success
EXP_ISO_002_DataflowConstProp,3,None,DataflowConstProp,631280,17.361100,14.872979,Success
EXP_ISO_003_DeadStoreElimination-final,1,None,DeadStoreElimination-final,631320,17.414100,13.991710,Success
EXP_ISO_003_DeadStoreElimination-final,2,None,DeadStoreElimination-final,631320,17.340700,14.253972,Success
EXP_ISO_003_DeadStoreElimination-final,3,None,DeadStoreElimination-final,631320,17.461800,14.583469,Success
EXP_ISO_004_DeadStoreElimination-initial,1,None,DeadStoreElimination-initial,631320,17.229300,13.564396,Success
EXP_ISO_004_DeadStoreElimination-initial,2,None,DeadStoreElimination-initial,631320,17.857100,13.012875,Success
EXP_ISO_004_DeadStoreElimination-initial,3,None,DeadStoreElimination-initial,631320,17.537300,13.457220,Success
EXP_ISO_005_DestinationPropagation,1,None,DestinationPropagation,631776,17.338900,14.323069,Success
EXP_ISO_005_DestinationPropagation,2,None,DestinationPropagation,631776,17.476700,16.493581,Success
EXP_ISO_005_DestinationPropagation,3,None,DestinationPropagation,631776,17.447800,13.613336,Success
EXP_ISO_006_EarlyOtherwiseBranch,1,None,EarlyOtherwiseBranch,631120,17.558800,14.109698,Success
EXP_ISO_006_EarlyOtherwiseBranch,2,None,EarlyOtherwiseBranch,631120,17.433500,14.167102,Success
EXP_ISO_006_EarlyOtherwiseBranch,3,None,EarlyOtherwiseBranch,631120,17.648100,14.447712,Success
EXP_ISO_007_EnumSizeOpt,1,None,EnumSizeOpt,631120,17.444700,14.189653,Success
EXP_ISO_007_EnumSizeOpt,2,None,EnumSizeOpt,631120,17.851800,14.037834,Success
EXP_ISO_007_EnumSizeOpt,3,None,EnumSizeOpt,631120,17.419800,15.252390,Success
EXP_ISO_008_ForceInline,1,None,ForceInline,631120,17.404200,14.652472,Success
EXP_ISO_008_ForceInline,2,None,ForceInline,631120,17.386200,13.960140,Success
EXP_ISO_008_ForceInline,3,None,ForceInline,631120,17.308900,15.585852,Success
EXP_ISO_009_GVN,1,None,GVN,631440,17.178300,14.264899,Success
EXP_ISO_009_GVN,2,None,GVN,631440,17.228900,13.918085,Success
EXP_ISO_009_GVN,3,None,GVN,631440,17.349700,14.283986,Success
EXP_ISO_010_ImpossiblePredicates,1,None,ImpossiblePredicates,631120,17.448900,15.669163,Success
EXP_ISO_010_ImpossiblePredicates,2,None,ImpossiblePredicates,631120,17.459900,14.232378,Success
EXP_ISO_010_ImpossiblePredicates,3,None,ImpossiblePredicates,631120,17.358300,13.773387,Success
EXP_ISO_011_Inline,1,None,Inline,627064,17.361000,15.529728,Success
EXP_ISO_011_Inline,2,None,Inline,627064,17.413200,13.014336,Success
EXP_ISO_011_Inline,3,None,Inline,627064,17.306200,13.707250,Success
EXP_ISO_012_InstSimplify-after-simplifycfg,1,None,InstSimplify-after-simplifycfg,631120,17.316000,14.723684,Success
EXP_ISO_012_InstSimplify-after-simplifycfg,2,None,InstSimplify-after-simplifycfg,631120,17.456100,14.593476,Success
EXP_ISO_012_InstSimplify-after-simplifycfg,3,None,InstSimplify-after-simplifycfg,631120,17.629800,15.167733,Success
EXP_ISO_013_InstSimplify-before-inline,1,None,InstSimplify-before-inline,631120,17.210000,17.279370,Success
EXP_ISO_013_InstSimplify-before-inline,2,None,InstSimplify-before-inline,631120,17.508600,16.962632,Success
EXP_ISO_013_InstSimplify-before-inline,3,None,InstSimplify-before-inline,631120,17.212800,17.242026,Success
EXP_ISO_014_JumpThreading,1,None,JumpThreading,630832,17.117800,15.083508,Success
EXP_ISO_014_JumpThreading,2,None,JumpThreading,630832,17.190200,14.388127,Success
EXP_ISO_014_JumpThreading,3,None,JumpThreading,630832,17.143900,13.353005,Success
EXP_ISO_015_MatchBranchSimplification,1,None,MatchBranchSimplification,631120,17.419100,13.491500,Success
EXP_ISO_015_MatchBranchSimplification,2,None,MatchBranchSimplification,631120,17.412700,13.882076,Success
EXP_ISO_015_MatchBranchSimplification,3,None,MatchBranchSimplification,631120,17.437400,16.381507,Success
EXP_ISO_016_ReferencePropagation,1,None,ReferencePropagation,631264,17.429500,14.936433,Success
EXP_ISO_016_ReferencePropagation,2,None,ReferencePropagation,631264,17.318700,15.115674,Success
EXP_ISO_016_ReferencePropagation,3,None,ReferencePropagation,631264,17.367000,13.857303,Success
EXP_ISO_017_ScalarReplacementOfAggregates,1,None,ScalarReplacementOfAggregates,630720,17.388700,13.714198,Success
EXP_ISO_017_ScalarReplacementOfAggregates,2,None,ScalarReplacementOfAggregates,630720,17.320800,14.141116,Success
EXP_ISO_017_ScalarReplacementOfAggregates,3,None,ScalarReplacementOfAggregates,630720,17.344100,14.528044,Success
EXP_ISO_018_SingleUseConsts,1,None,SingleUseConsts,631120,17.421100,16.230250,Success
EXP_ISO_018_SingleUseConsts,2,None,SingleUseConsts,631120,17.349400,13.415751,Success
EXP_ISO_018_SingleUseConsts,3,None,SingleUseConsts,0,0,0,BuildFailed
EXP_ISO_019_UnreachableEnumBranching,1,None,UnreachableEnumBranching,630864,17.666500,14.759017,Success
EXP_ISO_019_UnreachableEnumBranching,2,None,UnreachableEnumBranching,630864,17.150400,15.027538,Success
EXP_ISO_019_UnreachableEnumBranching,3,None,UnreachableEnumBranching,630864,17.382400,15.411241,Success
EXP_ISO_020_UnreachablePropagation,1,None,UnreachablePropagation,631120,17.383500,15.859584,Success
EXP_ISO_020_UnreachablePropagation,2,None,UnreachablePropagation,631120,17.372300,14.906004,Success
EXP_ISO_020_UnreachablePropagation,3,None,UnreachablePropagation,631120,17.331900,14.571052,Success
