ConfigName,Case,Group,RunCount,LLVM_Pass,MIR_Pass,baseline_config,BinarySize(Bytes)_med,BinarySize(Bytes)_delta,BinarySize(Bytes)_delta_pct,TotalRuntime(s)_med,TotalRuntime(s)_delta,TotalRuntime(s)_delta_pct,CompileTime(s)_med,CompileTime(s)_delta,CompileTime(s)_delta_pct,NsPerIter_med,NsPerIter_delta,NsPerIter_delta_pct,MBps_med,MBps_delta,MBps_delta_pct,VectorizeRemarkCount_med,VectorizeRemarkCount_delta,VectorizeRemarkCount_delta_pct,MIR_BBCount_med,MIR_BBCount_delta,MIR_BBCount_delta_pct,MIR_LocalCount_med,MIR_LocalCount_delta,MIR_LocalCount_delta_pct,LLVMIR_Vectorized_med,LLVMIR_Vectorized_delta,LLVMIR_Vectorized_delta_pct,LLVMIR_VectorWidth_med,LLVMIR_VectorWidth_delta,LLVMIR_VectorWidth_delta_pct
EXP_ABL_002_DataflowConstProp,easy_case,Matrix,3,None,DataflowConstProp,EXP_000_DEFAULT,493536.0,0.0,0.0,4.018454,-0.14550099999999944,-3.4942980891964357,1.262445,-0.12365800000000005,-8.921270641503556,668096.0,-23099.0,-3.3418933875389722,12555.0,419.0,3.452537903757416,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_002_DataflowConstProp,mir_dependent_case,Matrix,3,None,DataflowConstProp,EXP_000_DEFAULT,493536.0,0.0,0.0,4.311333,0.07111400000000057,1.6771303557670152,1.262445,-0.12365800000000005,-8.921270641503556,716181.0,12084.0,1.7162408020485815,11712.0,-201.0,-1.6872324351548729,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_002_disable-expand-reductions,easy_case,Matrix,3,expand-reductions,N/A,EXP_000_DEFAULT,493568.0,32.0,0.006483822861959411,4.589898,0.4259430000000002,10.229289221425308,1.249918,-0.136185,-9.82502743302626,762881.0,71686.0,10.371313449894748,10995.0,-1141.0,-9.401779828609097,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_002_disable-expand-reductions,mir_dependent_case,Matrix,3,expand-reductions,N/A,EXP_000_DEFAULT,493568.0,32.0,0.006483822861959411,4.410127,0.1699080000000004,4.007057182659679,1.249918,-0.136185,-9.82502743302626,731715.0,27618.0,3.9224709095479744,11464.0,-449.0,-3.768991857634517,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_003_DeadStoreElimination-final,easy_case,Matrix,3,None,DeadStoreElimination-final,EXP_000_DEFAULT,493536.0,0.0,0.0,4.187076,0.023121000000000613,0.5552653667006636,1.272584,-0.11351900000000015,-8.189795419243746,695452.0,4257.0,0.6158898718885409,12062.0,-74.0,-0.6097560975609756,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_003_DeadStoreElimination-final,mir_dependent_case,Matrix,3,None,DeadStoreElimination-final,EXP_000_DEFAULT,493536.0,0.0,0.0,4.547602,0.30738300000000063,7.2492246273128975,1.272584,-0.11351900000000015,-8.189795419243746,755475.0,51378.0,7.297005952304867,11103.0,-810.0,-6.799294887937547,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_003_disable-interleaved-load-combine,easy_case,Matrix,3,interleaved-load-combine,N/A,EXP_000_DEFAULT,493536.0,0.0,0.0,4.435605,0.27165000000000017,6.523845718793796,1.339762,-0.04634100000000019,-3.343258040708388,736800.0,45605.0,6.597993330391569,11385.0,-751.0,-6.188200395517469,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_003_disable-interleaved-load-combine,mir_dependent_case,Matrix,3,interleaved-load-combine,N/A,EXP_000_DEFAULT,493536.0,0.0,0.0,4.199879,-0.0403399999999996,-0.9513659553905023,1.339762,-0.04634100000000019,-3.343258040708388,698152.0,-5945.0,-0.8443438901174127,12015.0,102.0,0.8562075044069504,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_004_DeadStoreElimination-initial,easy_case,Matrix,3,None,DeadStoreElimination-initial,EXP_000_DEFAULT,493536.0,0.0,0.0,4.176849,0.012894000000000183,0.3096575251173508,1.39004,0.003936999999999857,0.2840337262093695,693504.0,2309.0,0.3340591294786565,12095.0,-41.0,-0.33783783783783783,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_004_DeadStoreElimination-initial,mir_dependent_case,Matrix,3,None,DeadStoreElimination-initial,EXP_000_DEFAULT,493536.0,0.0,0.0,4.438734,0.19851500000000044,4.681715732135544,1.39004,0.003936999999999857,0.2840337262093695,736853.0,32756.0,4.652199909955589,11384.0,-529.0,-4.440527155208596,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_004_disable-loop-idiom-vectorize-all,easy_case,Matrix,3,loop-idiom-vectorize-all,N/A,EXP_000_DEFAULT,493536.0,0.0,0.0,4.322497,0.15854200000000063,3.8074859118314355,1.483988,0.097885,7.061885011431329,718008.0,26813.0,3.8792236633656203,11683.0,-453.0,-3.732696110744891,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_004_disable-loop-idiom-vectorize-all,mir_dependent_case,Matrix,3,loop-idiom-vectorize-all,N/A,EXP_000_DEFAULT,493536.0,0.0,0.0,4.11701,-0.12320900000000012,-2.9057225581980584,1.483988,0.097885,7.061885011431329,684185.0,-19912.0,-2.828019434822191,12260.0,347.0,2.9127843532275666,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_005_DestinationPropagation,easy_case,Matrix,3,None,DestinationPropagation,EXP_000_DEFAULT,493536.0,0.0,0.0,4.276195,0.11224000000000078,2.695514240667846,1.34802,-0.03808300000000009,-2.747487019362925,710216.0,19021.0,2.751900693726083,11811.0,-325.0,-2.6779828609096903,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_005_DestinationPropagation,mir_dependent_case,Matrix,3,None,DestinationPropagation,EXP_000_DEFAULT,493536.0,0.0,0.0,4.298459,0.058240000000000514,1.3735139623684653,1.34802,-0.03808300000000009,-2.747487019362925,704735.0,638.0,0.09061251503699064,11903.0,-10.0,-0.08394191219675984,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_005_disable-loop-idiom-vectorize-bytecmp,easy_case,Matrix,3,loop-idiom-vectorize-bytecmp,N/A,EXP_000_DEFAULT,493536.0,0.0,0.0,4.216304,0.05234900000000042,1.2571941819736387,1.600271,0.21416799999999991,15.45108841117867,700458.0,9263.0,1.3401427961718473,11975.0,-161.0,-1.3266315095583388,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_005_disable-loop-idiom-vectorize-bytecmp,mir_dependent_case,Matrix,3,loop-idiom-vectorize-bytecmp,N/A,EXP_000_DEFAULT,493536.0,0.0,0.0,4.193844,-0.04637499999999939,-1.0936935096984233,1.600271,0.21416799999999991,15.45108841117867,693641.0,-10456.0,-1.4850226602300536,12093.0,180.0,1.5109544195416773,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_006_EarlyOtherwiseBranch,easy_case,Matrix,3,None,EarlyOtherwiseBranch,EXP_000_DEFAULT,493536.0,0.0,0.0,4.365022,0.2010670000000001,4.828750550858501,1.335087,-0.05101600000000017,-3.6805345634487603,723813.0,32618.0,4.719073488668176,11589.0,-547.0,-4.507251153592617,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_006_EarlyOtherwiseBranch,mir_dependent_case,Matrix,3,None,EarlyOtherwiseBranch,EXP_000_DEFAULT,493536.0,0.0,0.0,4.172313,-0.0679059999999998,-1.601473886136537,1.335087,-0.05101600000000017,-3.6805345634487603,692536.0,-11561.0,-1.641961263859951,12112.0,199.0,1.6704440527155209,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_006_disable-promote-alloca-to-vector,easy_case,Matrix,3,promote-alloca-to-vector,N/A,EXP_000_DEFAULT,493536.0,0.0,0.0,4.344425,0.18047000000000057,4.33410063269177,1.526768,0.14066499999999982,10.148235737171033,721790.0,30595.0,4.426391973321566,11621.0,-515.0,-4.243572841133817,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_006_disable-promote-alloca-to-vector,mir_dependent_case,Matrix,3,promote-alloca-to-vector,N/A,EXP_000_DEFAULT,493536.0,0.0,0.0,4.258142,0.017923000000000577,0.42269043179139043,1.526768,0.14066499999999982,10.148235737171033,707986.0,3889.0,0.5523386692458567,11848.0,-65.0,-0.545622429278939,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_007_EnumSizeOpt,easy_case,Matrix,3,None,EnumSizeOpt,EXP_000_DEFAULT,493536.0,0.0,0.0,4.205629,0.04167400000000043,1.000827338431862,1.446993,0.06088999999999989,4.392891437360707,698143.0,6948.0,1.0052156048582528,12015.0,-121.0,-0.9970336189848386,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_007_EnumSizeOpt,mir_dependent_case,Matrix,3,None,EnumSizeOpt,EXP_000_DEFAULT,493536.0,0.0,0.0,4.828037,0.5878180000000004,13.862916042779878,1.446993,0.06088999999999989,4.392891437360707,801978.0,97881.0,13.901635712124891,10459.0,-1454.0,-12.205154033408881,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_007_disable-replace-with-vec-lib,easy_case,Matrix,3,replace-with-vec-lib,N/A,EXP_000_DEFAULT,493536.0,0.0,0.0,4.414357,0.25040200000000024,6.013561625906146,1.527819,0.14171599999999995,10.224059828165725,731678.0,40483.0,5.856957877299459,11464.0,-672.0,-5.537244561634806,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_007_disable-replace-with-vec-lib,mir_dependent_case,Matrix,3,replace-with-vec-lib,N/A,EXP_000_DEFAULT,493536.0,0.0,0.0,4.193351,-0.04686799999999991,-1.1053202676559846,1.527819,0.14171599999999995,10.224059828165725,696997.0,-7100.0,-1.0083837880292061,12035.0,122.0,1.02409132880047,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_008_ForceInline,easy_case,Matrix,3,None,ForceInline,EXP_000_DEFAULT,493536.0,0.0,0.0,4.357796,0.19384099999999993,4.6552136130193515,1.373624,-0.012479000000000129,-0.9002938454068802,722719.0,31524.0,4.560796880764474,11607.0,-529.0,-4.358932102834542,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_008_ForceInline,mir_dependent_case,Matrix,3,None,ForceInline,EXP_000_DEFAULT,493536.0,0.0,0.0,4.415127,0.17490800000000029,4.124975620363012,1.373624,-0.012479000000000129,-0.9002938454068802,733593.0,29496.0,4.189195522775981,11434.0,-479.0,-4.020817594224797,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_008_disable-vector-combine,easy_case,Matrix,3,vector-combine,N/A,EXP_000_DEFAULT,493536.0,0.0,0.0,4.45042,0.28646500000000064,6.879637267933987,1.397192,0.011088999999999904,0.8000126974690845,735783.0,44588.0,6.45085684936957,11400.0,-736.0,-6.064601186552406,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_008_disable-vector-combine,mir_dependent_case,Matrix,3,vector-combine,N/A,EXP_000_DEFAULT,493536.0,0.0,0.0,4.396786,0.1565669999999999,3.692427207179627,1.397192,0.011088999999999904,0.8000126974690845,730349.0,26252.0,3.728463549766581,11485.0,-428.0,-3.5927138420213214,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_009_GVN,easy_case,Matrix,3,None,GVN,EXP_000_DEFAULT,493536.0,0.0,0.0,4.422228,0.258273,6.202588644689964,1.438859,0.052756000000000025,3.8060663601478404,734513.0,43318.0,6.267117094307685,11420.0,-716.0,-5.899802241265656,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_009_GVN,mir_dependent_case,Matrix,3,None,GVN,EXP_000_DEFAULT,493536.0,0.0,0.0,4.369443,0.12922400000000067,3.047578438755184,1.438859,0.052756000000000025,3.8060663601478404,717748.0,13651.0,1.9387953648431964,11687.0,-226.0,-1.8970872156467724,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_009_disable-advanced-peeling,easy_case,Matrix,3,advanced-peeling,N/A,EXP_000_DEFAULT,493536.0,0.0,0.0,4.470786,0.30683100000000074,7.368739575715895,1.3565,-0.029603000000000046,-2.1356998722317204,742678.0,51483.0,7.44840457468587,11295.0,-841.0,-6.929795649307844,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_009_disable-advanced-peeling,mir_dependent_case,Matrix,3,advanced-peeling,N/A,EXP_000_DEFAULT,493536.0,0.0,0.0,4.592556,0.35233700000000034,8.30940571701604,1.3565,-0.029603000000000046,-2.1356998722317204,763108.0,59011.0,8.381089537379083,10992.0,-921.0,-7.731050113321582,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_010_ImpossiblePredicates,easy_case,Matrix,3,None,ImpossiblePredicates,EXP_000_DEFAULT,493536.0,0.0,0.0,4.415479,0.25152400000000075,6.040507162061088,1.466139,0.080036,5.774174069315195,733373.0,42178.0,6.102185345669456,11438.0,-698.0,-5.751483190507581,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_010_ImpossiblePredicates,mir_dependent_case,Matrix,3,None,ImpossiblePredicates,EXP_000_DEFAULT,493536.0,0.0,0.0,4.382425,0.14220599999999983,3.353741870408105,1.466139,0.080036,5.774174069315195,728311.0,24214.0,3.439014794836507,11517.0,-396.0,-3.32409972299169,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_010_disable-lftr,easy_case,Matrix,3,lftr,N/A,EXP_000_DEFAULT,493536.0,0.0,0.0,4.203722,0.03976700000000033,0.9550295332202277,1.281643,-0.10446,-7.53623648459025,695438.0,4243.0,0.6138643942736854,12062.0,-74.0,-0.6097560975609756,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_010_disable-lftr,mir_dependent_case,Matrix,3,lftr,N/A,EXP_000_DEFAULT,493536.0,0.0,0.0,4.249194,0.0089750000000004,0.21166359567749682,1.281643,-0.10446,-7.53623648459025,705534.0,1437.0,0.2040911976616858,11889.0,-24.0,-0.2014605892722236,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_011_Inline,easy_case,Matrix,3,None,Inline,EXP_000_DEFAULT,493568.0,32.0,0.006483822861959411,4.140419,-0.023536,-0.5652318528898608,1.464463,0.07835999999999999,5.653259534103886,687045.0,-4150.0,-0.6004094358321458,12209.0,73.0,0.6015161502966381,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_011_Inline,mir_dependent_case,Matrix,3,None,Inline,EXP_000_DEFAULT,493568.0,32.0,0.006483822861959411,4.35078,0.11056100000000058,2.6074360781837114,1.464463,0.07835999999999999,5.653259534103886,722808.0,18711.0,2.657446346171053,11605.0,-308.0,-2.585410895660203,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_011_disable-licm-promotion,easy_case,Matrix,3,licm-promotion,N/A,EXP_000_DEFAULT,493536.0,0.0,0.0,4.4117,0.2477450000000001,5.949752098665815,1.429465,0.0433619999999999,3.128338947394234,730408.0,39213.0,5.673218122237574,11484.0,-652.0,-5.372445616348055,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_011_disable-licm-promotion,mir_dependent_case,Matrix,3,licm-promotion,N/A,EXP_000_DEFAULT,493536.0,0.0,0.0,4.236608,-0.0036109999999993647,-0.085160695709334,1.429465,0.0433619999999999,3.128338947394234,701610.0,-2487.0,-0.353218377581498,11956.0,43.0,0.36095022244606734,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_012_InstSimplify-after-simplifycfg,easy_case,Matrix,3,None,InstSimplify-after-simplifycfg,EXP_000_DEFAULT,493536.0,0.0,0.0,4.517198,0.353243,8.483352966110344,1.45201,0.06590699999999994,4.754841451176423,750554.0,59359.0,8.58788041001454,11176.0,-960.0,-7.910349373764008,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_012_InstSimplify-after-simplifycfg,mir_dependent_case,Matrix,3,None,InstSimplify-after-simplifycfg,EXP_000_DEFAULT,493536.0,0.0,0.0,4.055497,-0.18472199999999983,-4.356425929887108,1.45201,0.06590699999999994,4.754841451176423,674068.0,-30029.0,-4.26489531982099,12444.0,531.0,4.457315537647948,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_012_disable-loop-level-heuristics,easy_case,Matrix,3,loop-level-heuristics,N/A,EXP_000_DEFAULT,493536.0,0.0,0.0,4.5188,0.3548450000000001,8.521826004363643,1.308551,-0.07755200000000007,-5.594966607820635,749172.0,57977.0,8.38793683403381,11197.0,-939.0,-7.737310481212921,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_012_disable-loop-level-heuristics,mir_dependent_case,Matrix,3,loop-level-heuristics,N/A,EXP_000_DEFAULT,493536.0,0.0,0.0,4.258479,0.01826000000000061,0.43063813449259597,1.308551,-0.07755200000000007,-5.594966607820635,707248.0,3151.0,0.44752356564507445,11860.0,-53.0,-0.4448921346428271,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_013_InstSimplify-before-inline,easy_case,Matrix,3,None,InstSimplify-before-inline,EXP_000_DEFAULT,493536.0,0.0,0.0,4.288457,0.12450200000000056,2.9899938880223385,1.462273,0.07616999999999985,5.495262617568812,709272.0,18077.0,2.615325631695831,11827.0,-309.0,-2.5461437046802904,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_013_InstSimplify-before-inline,mir_dependent_case,Matrix,3,None,InstSimplify-before-inline,EXP_000_DEFAULT,493536.0,0.0,0.0,4.053571,-0.18664799999999993,-4.401848112090436,1.462273,0.07616999999999985,5.495262617568812,673265.0,-30832.0,-4.378942105988237,12459.0,546.0,4.583228405943087,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_013_disable-lsr,easy_case,Matrix,3,lsr,N/A,EXP_000_DEFAULT,493408.0,-128.0,-0.025935291447837645,4.43254,0.26858500000000074,6.45023781476987,1.356203,-0.029900000000000038,-2.1571268513234614,736194.0,44999.0,6.510319085062825,11394.0,-742.0,-6.114040870138431,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_013_disable-lsr,mir_dependent_case,Matrix,3,lsr,N/A,EXP_000_DEFAULT,493408.0,-128.0,-0.025935291447837645,4.166779,-0.07343999999999973,-1.7319860129865872,1.356203,-0.029900000000000038,-2.1571268513234614,688141.0,-15956.0,-2.2661650312385935,12190.0,277.0,2.3251909678502476,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_014_JumpThreading,easy_case,Matrix,3,None,JumpThreading,EXP_000_DEFAULT,493504.0,-32.0,-0.006483822861959411,4.55596,0.39200500000000016,9.414246791812115,1.468862,0.0827589999999998,5.9706241166781835,755072.0,63877.0,9.241530971722886,11109.0,-1027.0,-8.462425840474621,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_014_JumpThreading,mir_dependent_case,Matrix,3,None,JumpThreading,EXP_000_DEFAULT,493504.0,-32.0,-0.006483822861959411,4.190518,-0.04970099999999977,-1.1721328544586913,1.468862,0.0827589999999998,5.9706241166781835,696120.0,-7977.0,-1.1329404897336588,12050.0,137.0,1.1500041970956099,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_014_disable-machine-licm,easy_case,Matrix,3,machine-licm,N/A,EXP_000_DEFAULT,493504.0,-32.0,-0.006483822861959411,4.700602,0.5366470000000003,12.887915455378367,1.544469,0.158366,11.425269262096684,780887.0,89692.0,12.976367016543811,10742.0,-1394.0,-11.486486486486488,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_014_disable-machine-licm,mir_dependent_case,Matrix,3,machine-licm,N/A,EXP_000_DEFAULT,493504.0,-32.0,-0.006483822861959411,4.883741,0.6435219999999999,15.176621773545188,1.544469,0.158366,11.425269262096684,810903.0,106806.0,15.169216741443295,10344.0,-1569.0,-13.170486023671618,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_015_MatchBranchSimplification,easy_case,Matrix,3,None,MatchBranchSimplification,EXP_000_DEFAULT,493536.0,0.0,0.0,4.273714,0.10975900000000038,2.6359314641969087,1.384889,-0.0012140000000000484,-0.0875836788463807,709901.0,18706.0,2.706327447391836,11816.0,-320.0,-2.6367831245880025,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_015_MatchBranchSimplification,mir_dependent_case,Matrix,3,None,MatchBranchSimplification,EXP_000_DEFAULT,493536.0,0.0,0.0,4.28918,0.048961000000000254,1.154680925678609,1.384889,-0.0012140000000000484,-0.0875836788463807,712751.0,8654.0,1.2290920143105284,11769.0,-144.0,-1.2087635356333417,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_015_disable-postra-machine-licm,easy_case,Matrix,3,postra-machine-licm,N/A,EXP_000_DEFAULT,493536.0,0.0,0.0,4.26357,0.09961500000000001,2.3923169198514396,1.535425,0.14932199999999995,10.772792498104394,708180.0,16985.0,2.4573383777371074,11845.0,-291.0,-2.397824653922215,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_015_disable-postra-machine-licm,mir_dependent_case,Matrix,3,postra-machine-licm,N/A,EXP_000_DEFAULT,493536.0,0.0,0.0,4.364968,0.12474900000000044,2.9420414370106935,1.535425,0.14932199999999995,10.772792498104394,725348.0,21251.0,3.018192095691361,11564.0,-349.0,-2.9295727356669183,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_016_ReferencePropagation,easy_case,Matrix,3,None,ReferencePropagation,EXP_000_DEFAULT,493536.0,0.0,0.0,4.261261,0.09730600000000056,2.33686483163244,1.500619,0.11451599999999984,8.261723695858088,705617.0,14422.0,2.086531297246074,11888.0,-248.0,-2.0435069215557022,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
