ConfigName,Case,Group,RunCount,LLVM_Pass,MIR_Pass,baseline_config,BinarySize(Bytes)_med,BinarySize(Bytes)_delta,BinarySize(Bytes)_delta_pct,TotalRuntime(s)_med,TotalRuntime(s)_delta,TotalRuntime(s)_delta_pct,CompileTime(s)_med,CompileTime(s)_delta,CompileTime(s)_delta_pct,NsPerIter_med,NsPerIter_delta,NsPerIter_delta_pct,MBps_med,MBps_delta,MBps_delta_pct,VectorizeRemarkCount_med,VectorizeRemarkCount_delta,VectorizeRemarkCount_delta_pct,MIR_BBCount_med,MIR_BBCount_delta,MIR_BBCount_delta_pct,MIR_LocalCount_med,MIR_LocalCount_delta,MIR_LocalCount_delta_pct,LLVMIR_Vectorized_med,LLVMIR_Vectorized_delta,LLVMIR_Vectorized_delta_pct,LLVMIR_VectorWidth_med,LLVMIR_VectorWidth_delta,LLVMIR_VectorWidth_delta_pct
EXP_DBL_0288,mir_dependent_case,Matrix,3,cleanups,DeadStoreElimination-initial,EXP_000_DEFAULT,493536.0,0.0,0.0,5.249893,1.0096740000000004,23.811836133935547,1.408877,0.02277399999999985,1.643023642543148,873011.0,168914.0,23.990160446643007,9608.0,-2305.0,-19.348610761353143,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_DBL_0294,mir_dependent_case,Matrix,3,machine-cse,DeadStoreElimination-initial,EXP_000_DEFAULT,493568.0,32.0,0.006483822861959411,5.109728,0.8695089999999999,20.506228569797926,1.608701,0.22259799999999985,16.05926832277254,849236.0,145139.0,20.613495015601544,9877.0,-2036.0,-17.090573323260305,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_DBL_0295,mir_dependent_case,Matrix,3,machine-dce,DeadStoreElimination-initial,EXP_000_DEFAULT,493504.0,-32.0,-0.006483822861959411,5.076704,0.8364850000000006,19.727400872454954,1.214856,-0.17124700000000015,-12.3545652812237,839502.0,135405.0,19.231015044802067,9992.0,-1921.0,-16.125241332997568,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_001_DISABLE_ALL,mir_dependent_case,Matrix,3,All,N/A,EXP_000_DEFAULT,493792.0,256.0,0.05187058289567529,5.071422,0.8312030000000004,19.602831834865142,1.419659,0.03355599999999992,2.420887913813037,843156.0,139059.0,19.749977630923013,9949.0,-1964.0,-16.486191555443632,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_DBL_0292,mir_dependent_case,Matrix,3,gep-const-evaluation,DeadStoreElimination-initial,EXP_000_DEFAULT,493536.0,0.0,0.0,5.036045,0.7958259999999999,18.76851172073895,1.469507,0.08340399999999981,6.017157455109744,836699.0,132602.0,18.832916487358986,10025.0,-1888.0,-15.848233022748259,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_DBL_0296,mir_dependent_case,Matrix,3,machine-sink,DeadStoreElimination-initial,EXP_000_DEFAULT,493424.0,-112.0,-0.022693380016857938,5.00824,0.7680210000000001,18.112767288670707,1.422266,0.036162999999999945,2.6089691747294355,816385.0,112288.0,15.947802646510354,10275.0,-1638.0,-13.749685217829263,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_ABL_054_disable-ssc,mir_dependent_case,Matrix,3,ssc,N/A,EXP_000_DEFAULT,493520.0,-16.0,-0.0032419114309797056,4.989025,0.7488060000000001,17.659606732576787,1.457361,0.07125799999999982,5.140887798381493,828001.0,123904.0,17.59757533408039,10131.0,-1782.0,-14.958448753462603,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_DBL_0283,mir_dependent_case,Matrix,3,cgp-store-extract,DeadStoreElimination-initial,EXP_000_DEFAULT,493536.0,0.0,0.0,4.988922,0.7487029999999999,17.657177612760094,1.592478,0.20637499999999998,14.888864680330391,827083.0,122986.0,17.467195571064785,10142.0,-1771.0,-14.866112650046167,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_DBL_1508,mir_dependent_case,Matrix,3,machine-licm,UnreachableEnumBranching,EXP_000_DEFAULT,493504.0,-32.0,-0.006483822861959411,4.98296,0.7427410000000005,17.51657166764265,1.42724,0.04113699999999998,2.967816965983046,827900.0,123803.0,17.58323071963096,10132.0,-1781.0,-14.95005456224293,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
EXP_DBL_0512,mir_dependent_case,Matrix,3,machine-licm,EnumSizeOpt,EXP_000_DEFAULT,493504.0,-32.0,-0.006483822861959411,4.95615,0.7159310000000003,16.88429300467736,1.177535,-0.2085680000000001,-15.047078030997701,823257.0,119160.0,16.923804532614113,10189.0,-1724.0,-14.471585662721399,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,
