ConfigName,Variant,RunID,LLVM_Pass,MIR_Pass,BinarySize(Bytes),TotalRuntime(s),CompileTime(s),RunRepeats,Warmup,ListPath,Status
EXP_ABL_006_EarlyOtherwiseBranch,eza,1,None,EarlyOtherwiseBranch,2474688,8.440364,133.029441,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_006_EarlyOtherwiseBranch,eza,2,None,EarlyOtherwiseBranch,2474688,8.447326,133.029441,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_006_EarlyOtherwiseBranch,eza,3,None,EarlyOtherwiseBranch,2474688,8.479950,133.029441,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_006_EarlyOtherwiseBranch,eza,4,None,EarlyOtherwiseBranch,2474688,8.534706,133.029441,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_006_EarlyOtherwiseBranch,eza,5,None,EarlyOtherwiseBranch,2474688,8.386698,133.029441,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_006_EarlyOtherwiseBranch,eza,6,None,EarlyOtherwiseBranch,2474688,8.491885,133.029441,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_006_EarlyOtherwiseBranch,eza,7,None,EarlyOtherwiseBranch,2474688,8.332808,133.029441,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_006_EarlyOtherwiseBranch,eza,8,None,EarlyOtherwiseBranch,2474688,8.530732,133.029441,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_006_EarlyOtherwiseBranch,eza,9,None,EarlyOtherwiseBranch,2474688,8.518431,133.029441,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_006_EarlyOtherwiseBranch,eza,10,None,EarlyOtherwiseBranch,2474688,8.486747,133.029441,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_007_EnumSizeOpt,eza,1,None,EnumSizeOpt,2475680,8.290239,133.267249,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_007_EnumSizeOpt,eza,2,None,EnumSizeOpt,2475680,8.609167,133.267249,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_007_EnumSizeOpt,eza,3,None,EnumSizeOpt,2475680,8.519791,133.267249,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_007_EnumSizeOpt,eza,4,None,EnumSizeOpt,2475680,8.115957,133.267249,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_007_EnumSizeOpt,eza,5,None,EnumSizeOpt,2475680,8.487266,133.267249,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_007_EnumSizeOpt,eza,6,None,EnumSizeOpt,2475680,8.559849,133.267249,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_007_EnumSizeOpt,eza,7,None,EnumSizeOpt,2475680,8.593082,133.267249,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_007_EnumSizeOpt,eza,8,None,EnumSizeOpt,2475680,8.480018,133.267249,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_007_EnumSizeOpt,eza,9,None,EnumSizeOpt,2475680,8.310025,133.267249,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_007_EnumSizeOpt,eza,10,None,EnumSizeOpt,2475680,8.457074,133.267249,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_008_ForceInline,eza,1,None,ForceInline,2475680,8.405844,133.391538,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_008_ForceInline,eza,2,None,ForceInline,2475680,8.157388,133.391538,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_008_ForceInline,eza,3,None,ForceInline,2475680,8.559828,133.391538,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_008_ForceInline,eza,4,None,ForceInline,2475680,8.423933,133.391538,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_008_ForceInline,eza,5,None,ForceInline,2475680,8.272267,133.391538,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_008_ForceInline,eza,6,None,ForceInline,2475680,8.538664,133.391538,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_008_ForceInline,eza,7,None,ForceInline,2475680,8.498043,133.391538,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_008_ForceInline,eza,8,None,ForceInline,2475680,8.589870,133.391538,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_008_ForceInline,eza,9,None,ForceInline,2475680,8.406717,133.391538,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_008_ForceInline,eza,10,None,ForceInline,2475680,8.494269,133.391538,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_009_GVN,eza,1,None,GVN,2466048,8.539139,133.224038,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_009_GVN,eza,2,None,GVN,2466048,8.589955,133.224038,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_009_GVN,eza,3,None,GVN,2466048,8.607482,133.224038,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_009_GVN,eza,4,None,GVN,2466048,8.105964,133.224038,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_009_GVN,eza,5,None,GVN,2466048,8.340503,133.224038,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_009_GVN,eza,6,None,GVN,2466048,8.285116,133.224038,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_009_GVN,eza,7,None,GVN,2466048,8.389970,133.224038,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_009_GVN,eza,8,None,GVN,2466048,8.660285,133.224038,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_009_GVN,eza,9,None,GVN,2466048,8.399628,133.224038,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_009_GVN,eza,10,None,GVN,2466048,8.334206,133.224038,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_010_ImpossiblePredicates,eza,1,None,ImpossiblePredicates,2475680,8.843008,134.099823,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_010_ImpossiblePredicates,eza,2,None,ImpossiblePredicates,2475680,8.989403,134.099823,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_010_ImpossiblePredicates,eza,3,None,ImpossiblePredicates,2475680,8.813882,134.099823,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_010_ImpossiblePredicates,eza,4,None,ImpossiblePredicates,2475680,8.697248,134.099823,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_010_ImpossiblePredicates,eza,5,None,ImpossiblePredicates,2475680,9.032320,134.099823,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_010_ImpossiblePredicates,eza,6,None,ImpossiblePredicates,2475680,8.860893,134.099823,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_010_ImpossiblePredicates,eza,7,None,ImpossiblePredicates,2475680,8.628294,134.099823,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_010_ImpossiblePredicates,eza,8,None,ImpossiblePredicates,2475680,8.470436,134.099823,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_010_ImpossiblePredicates,eza,9,None,ImpossiblePredicates,2475680,8.615933,134.099823,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_010_ImpossiblePredicates,eza,10,None,ImpossiblePredicates,2475680,8.571832,134.099823,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_011_Inline,eza,1,None,Inline,2491392,8.246210,140.181170,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_011_Inline,eza,2,None,Inline,2491392,8.311637,140.181170,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_011_Inline,eza,3,None,Inline,2491392,8.472151,140.181170,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_011_Inline,eza,4,None,Inline,2491392,8.232603,140.181170,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_011_Inline,eza,5,None,Inline,2491392,8.489338,140.181170,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_011_Inline,eza,6,None,Inline,2491392,8.514037,140.181170,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_011_Inline,eza,7,None,Inline,2491392,8.619033,140.181170,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_011_Inline,eza,8,None,Inline,2491392,8.243011,140.181170,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_011_Inline,eza,9,None,Inline,2491392,8.467813,140.181170,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_011_Inline,eza,10,None,Inline,2491392,8.183072,140.181170,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_012_InstSimplify-after-simplifycfg,eza,1,None,InstSimplify-after-simplifycfg,2475744,8.367078,133.337073,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_012_InstSimplify-after-simplifycfg,eza,2,None,InstSimplify-after-simplifycfg,2475744,8.511934,133.337073,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_012_InstSimplify-after-simplifycfg,eza,3,None,InstSimplify-after-simplifycfg,2475744,8.612898,133.337073,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_012_InstSimplify-after-simplifycfg,eza,4,None,InstSimplify-after-simplifycfg,2475744,8.563601,133.337073,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_012_InstSimplify-after-simplifycfg,eza,5,None,InstSimplify-after-simplifycfg,2475744,8.197608,133.337073,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_012_InstSimplify-after-simplifycfg,eza,6,None,InstSimplify-after-simplifycfg,2475744,8.531007,133.337073,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_012_InstSimplify-after-simplifycfg,eza,7,None,InstSimplify-after-simplifycfg,2475744,8.358415,133.337073,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_012_InstSimplify-after-simplifycfg,eza,8,None,InstSimplify-after-simplifycfg,2475744,8.486825,133.337073,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_012_InstSimplify-after-simplifycfg,eza,9,None,InstSimplify-after-simplifycfg,2475744,8.564072,133.337073,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_012_InstSimplify-after-simplifycfg,eza,10,None,InstSimplify-after-simplifycfg,2475744,8.409493,133.337073,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_013_InstSimplify-before-inline,eza,1,None,InstSimplify-before-inline,2475872,8.518582,134.001656,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_013_InstSimplify-before-inline,eza,2,None,InstSimplify-before-inline,2475872,8.223750,134.001656,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_013_InstSimplify-before-inline,eza,3,None,InstSimplify-before-inline,2475872,8.385746,134.001656,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_013_InstSimplify-before-inline,eza,4,None,InstSimplify-before-inline,2475872,8.434951,134.001656,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_013_InstSimplify-before-inline,eza,5,None,InstSimplify-before-inline,2475872,8.956286,134.001656,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_013_InstSimplify-before-inline,eza,6,None,InstSimplify-before-inline,2475872,9.051460,134.001656,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_013_InstSimplify-before-inline,eza,7,None,InstSimplify-before-inline,2475872,8.915901,134.001656,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_013_InstSimplify-before-inline,eza,8,None,InstSimplify-before-inline,2475872,8.242408,134.001656,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_013_InstSimplify-before-inline,eza,9,None,InstSimplify-before-inline,2475872,8.666798,134.001656,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_013_InstSimplify-before-inline,eza,10,None,InstSimplify-before-inline,2475872,8.532231,134.001656,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_014_JumpThreading,eza,1,None,JumpThreading,2477344,8.422065,135.523320,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_014_JumpThreading,eza,2,None,JumpThreading,2477344,8.387418,135.523320,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_014_JumpThreading,eza,3,None,JumpThreading,2477344,8.461487,135.523320,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_014_JumpThreading,eza,4,None,JumpThreading,2477344,8.398575,135.523320,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_014_JumpThreading,eza,5,None,JumpThreading,2477344,8.394581,135.523320,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_014_JumpThreading,eza,6,None,JumpThreading,2477344,7.958821,135.523320,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_014_JumpThreading,eza,7,None,JumpThreading,2477344,8.350399,135.523320,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_014_JumpThreading,eza,8,None,JumpThreading,2477344,8.436390,135.523320,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_014_JumpThreading,eza,9,None,JumpThreading,2477344,8.432589,135.523320,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_014_JumpThreading,eza,10,None,JumpThreading,2477344,8.357049,135.523320,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_015_MatchBranchSimplification,eza,1,None,MatchBranchSimplification,2476352,8.434691,133.918942,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_015_MatchBranchSimplification,eza,2,None,MatchBranchSimplification,2476352,8.352678,133.918942,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_015_MatchBranchSimplification,eza,3,None,MatchBranchSimplification,2476352,8.557574,133.918942,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_015_MatchBranchSimplification,eza,4,None,MatchBranchSimplification,2476352,8.485128,133.918942,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_015_MatchBranchSimplification,eza,5,None,MatchBranchSimplification,2476352,8.658158,133.918942,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_015_MatchBranchSimplification,eza,6,None,MatchBranchSimplification,2476352,8.353375,133.918942,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_015_MatchBranchSimplification,eza,7,None,MatchBranchSimplification,2476352,8.499711,133.918942,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_015_MatchBranchSimplification,eza,8,None,MatchBranchSimplification,2476352,8.111839,133.918942,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_015_MatchBranchSimplification,eza,9,None,MatchBranchSimplification,2476352,8.532495,133.918942,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_015_MatchBranchSimplification,eza,10,None,MatchBranchSimplification,2476352,8.936946,133.918942,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_016_ReferencePropagation,eza,1,None,ReferencePropagation,2476512,9.049889,137.853932,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_016_ReferencePropagation,eza,2,None,ReferencePropagation,2476512,9.075700,137.853932,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_016_ReferencePropagation,eza,3,None,ReferencePropagation,2476512,9.147499,137.853932,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_016_ReferencePropagation,eza,4,None,ReferencePropagation,2476512,8.996690,137.853932,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_016_ReferencePropagation,eza,5,None,ReferencePropagation,2476512,9.200080,137.853932,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_016_ReferencePropagation,eza,6,None,ReferencePropagation,2476512,8.877242,137.853932,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_016_ReferencePropagation,eza,7,None,ReferencePropagation,2476512,8.557254,137.853932,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_016_ReferencePropagation,eza,8,None,ReferencePropagation,2476512,8.359575,137.853932,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_016_ReferencePropagation,eza,9,None,ReferencePropagation,2476512,7.905046,137.853932,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_016_ReferencePropagation,eza,10,None,ReferencePropagation,2476512,8.337304,137.853932,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_017_ScalarReplacementOfAggregates,eza,1,None,ScalarReplacementOfAggregates,2475808,9.160788,135.598658,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_017_ScalarReplacementOfAggregates,eza,2,None,ScalarReplacementOfAggregates,2475808,9.166585,135.598658,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_017_ScalarReplacementOfAggregates,eza,3,None,ScalarReplacementOfAggregates,2475808,8.868983,135.598658,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_017_ScalarReplacementOfAggregates,eza,4,None,ScalarReplacementOfAggregates,2475808,9.115768,135.598658,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_017_ScalarReplacementOfAggregates,eza,5,None,ScalarReplacementOfAggregates,2475808,9.276234,135.598658,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_017_ScalarReplacementOfAggregates,eza,6,None,ScalarReplacementOfAggregates,2475808,9.098449,135.598658,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_017_ScalarReplacementOfAggregates,eza,7,None,ScalarReplacementOfAggregates,2475808,9.090047,135.598658,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_017_ScalarReplacementOfAggregates,eza,8,None,ScalarReplacementOfAggregates,2475808,9.138089,135.598658,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_017_ScalarReplacementOfAggregates,eza,9,None,ScalarReplacementOfAggregates,2475808,9.181016,135.598658,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_017_ScalarReplacementOfAggregates,eza,10,None,ScalarReplacementOfAggregates,2475808,9.053999,135.598658,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_018_SingleUseConsts,eza,1,None,SingleUseConsts,2475680,9.069402,136.443182,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_018_SingleUseConsts,eza,2,None,SingleUseConsts,2475680,9.051008,136.443182,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_018_SingleUseConsts,eza,3,None,SingleUseConsts,2475680,9.071063,136.443182,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_018_SingleUseConsts,eza,4,None,SingleUseConsts,2475680,8.603512,136.443182,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_018_SingleUseConsts,eza,5,None,SingleUseConsts,2475680,9.075865,136.443182,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_018_SingleUseConsts,eza,6,None,SingleUseConsts,2475680,9.273054,136.443182,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_018_SingleUseConsts,eza,7,None,SingleUseConsts,2475680,9.063952,136.443182,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_018_SingleUseConsts,eza,8,None,SingleUseConsts,2475680,8.947551,136.443182,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_018_SingleUseConsts,eza,9,None,SingleUseConsts,2475680,8.758020,136.443182,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_018_SingleUseConsts,eza,10,None,SingleUseConsts,2475680,8.961873,136.443182,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_019_UnreachableEnumBranching,eza,1,None,UnreachableEnumBranching,2478400,8.888677,136.972897,500,1,/root/MIR_LLVM/bat,Success
EXP_ABL_019_UnreachableEnumBranching,eza,2,None,UnreachableEnumBranching,2478400,9.188152,136.972897,500,1,/root/MIR_LLVM/bat,Success
