mir_pass,llvm_pass,y00_mean,y10_mean,y01_mean,y11_mean,y_pred_mean,ratio_y11_over_pred,ratio_y11_over_base,ratio_pred_over_base,delta,ci_low,ci_high,p_value,p_adj,significant,pattern,pattern_cn
DeadStoreElimination-initial,loop-level-heuristics,13.91093302922557,8.58137778244591,9.395879850213671,41.817433434332855,5.796131317989927,7.214714632938123,3.006084016541402,0.4166601410425021,-1.9761226395293088,-2.3924197635078985,-1.5598255155507188,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
ForceInline,loop-idiom-vectorize-all,13.91093302922557,8.581936297626852,9.316961119385192,41.31716707606352,5.74782199339516,7.188317091855176,2.97012191700298,0.41318738155949164,-1.972457082007189,-2.3665066988550705,-1.5784074651593072,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
ForceInline,interleaved-load-combine,13.91093302922557,8.581936297626852,9.225008993777664,40.633475346027524,5.691094864974851,7.1398344800226905,2.9209741187496476,0.409109500636542,-1.9656895940131336,-2.3595622652493216,-1.5718169227769456,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
ForceInline,2addr-hack,13.91093302922557,8.581936297626852,8.94395966643485,39.313910002413195,5.517709843374961,7.125041207017595,2.8261159707848744,0.3966455615725249,-1.9636155095790562,-2.3567497647603806,-1.5704812543977318,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DeadStoreElimination-initial,machine-licm,13.91093302922557,8.58137778244591,8.811063987470952,38.637073888326114,5.435370049078714,7.108453249632015,2.7774609946833353,0.3907264910024015,-1.9612846743866146,-2.35003933651613,-1.5725300122570993,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
ForceInline,global-outlining,13.91093302922557,8.581936297626852,9.022093565686275,39.5344975443612,5.5659122281217055,7.102968197129236,2.8419731057077855,0.40011063358785814,-1.9605127526199304,-2.3656709747124487,-1.5553545305274121,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
ForceInline,nofree-inference,13.91093302922557,8.581936297626852,8.89841079921425,38.90296656889615,5.4896098247712475,7.086654208710951,2.7965749304640206,0.3946255663252846,-1.9582133263011956,-2.3544335020262204,-1.5619931505761706,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
ForceInline,binop-extract-shuffle,13.91093302922557,8.581936297626852,9.124812719838268,39.08892655824645,5.6292817544954215,6.943856829875479,2.8099428324559015,0.404666009294188,-1.9378573593280275,-2.3575227957325144,-1.5181919229235403,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DeadStoreElimination-initial,vp,13.91093302922557,8.58137778244591,8.960885344451901,38.308026970573174,5.527791863016797,6.93007767294381,2.7538071594544804,0.3973703166713134,-1.9358710213560002,-2.3291000430861266,-1.5426419996258738,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,advanced-peeling,13.91093302922557,8.834091821461794,8.882646671192484,39.02444009255244,5.64089526892682,6.918128813261381,2.805307164556521,0.405500857280804,-1.9341453303562814,-2.333067316184086,-1.5352233445284769,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
ForceInline,sample-loader-inlining,13.91093302922557,8.581936297626852,9.28524412724834,39.43956328252817,5.728255138641497,6.885091939511896,2.835148670450022,0.41178080051186855,-1.9293584856879589,-2.3424144602423693,-1.5163025111335484,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
ForceInline,layout-fsprofile-loader,13.91093302922557,8.581936297626852,9.300157576444928,39.38318352612471,5.7374555474648385,6.864224602755594,2.8310957606786205,0.41244218021975815,-1.9263230834969907,-2.32057662515967,-1.5320695418343115,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,interleaved-load-combine,13.91093302922557,8.834091821461794,9.225008993777664,39.9659803931597,5.858311324885992,6.822099095926328,2.872990640469256,0.42113000706553816,-1.920167209825625,-2.3281827077635735,-1.5121517118876766,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
ForceInline,ondemand-mds-loading,13.91093302922557,8.581936297626852,9.590613233339896,40.13527071641142,5.91664352425411,6.783452569330029,2.8851602284398155,0.4253232699649833,-1.9144862008542174,-2.310153130100015,-1.51881927160842,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DeadStoreElimination-initial,cgp,13.91093302922557,8.58137778244591,9.091295648435162,38.03108355485374,5.6082393846066765,6.781287485559245,2.7338988315847677,0.4031533595068203,-1.9141669785498596,-2.3205463732011498,-1.5077875838985695,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
ForceInline,expand-reductions,13.91093302922557,8.581936297626852,9.339921442449477,38.99941560989292,5.761986681665649,6.768397388697044,2.803508256991734,0.4142056229844722,-1.912264336404247,-2.3118654111238364,-1.5126632616846578,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,loop-idiom-vectorize-bytecmp,13.91093302922557,8.834091821461794,8.868978008398697,38.111282695607144,5.632215030013785,6.76665974088597,2.739664019339242,0.4048768704572891,-1.9120075738647198,-2.361660408227486,-1.4623547395019534,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
ForceInline,loop-idiom-vectorize-bytecmp,13.91093302922557,8.581936297626852,8.868978008398697,36.80128280360325,5.4714521400703156,6.726054045888136,2.645493492513205,0.3933202847411677,-1.905988648654236,-2.303943958192828,-1.5080333391156437,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
ForceInline,whole-program-visibility,13.91093302922557,8.581936297626852,8.783684574489987,36.41835873243208,5.418832893404937,6.7207015696600525,2.6179666493915623,0.3895377026127921,-1.9051925493327633,-2.3131079550104583,-1.4972771436550683,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
ForceInline,lftr,13.91093302922557,8.581936297626852,8.67654948427037,35.948291580281555,5.352739086643475,6.715868455083533,2.5841754470931284,0.384786489547313,-1.904473152228285,-2.3060451416988723,-1.5029011627576974,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
ForceInline,vp,13.91093302922557,8.581936297626852,8.960885344451901,36.68200215153524,5.528151636907523,6.635491310809147,2.636918894977769,0.3973961793427798,-1.8924327133937666,-2.2945005722568594,-1.490364854530674,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,nofree-inference,13.91093302922557,8.834091821461794,8.89841079921425,37.42375792873338,5.6509062260737615,6.622611742530248,2.690240679766739,0.4062205039878875,-1.8904898151859877,-2.3306621719472496,-1.4503174584247258,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
ForceInline,thinlto-funcattrs,13.91093302922557,8.581936297626852,9.313572270759593,38.040211460803654,5.745731344050066,6.620603920194739,2.734554999358039,0.41303709334081484,-1.8901865924035417,-2.2962737710792123,-1.4840994137278714,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,global-outlining,13.91093302922557,8.834091821461794,9.022093565686275,37.93007958726788,5.729450556166559,6.62019494110898,2.7266380700403294,0.4118667341816339,-1.8901248168127829,-2.2921293253884065,-1.4881203082371592,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,machine-licm,13.91093302922557,8.834091821461794,8.811063987470952,36.94819907856589,5.595436923358329,6.603273271533893,2.656054701790396,0.40223304300314283,-1.8875654763221186,-2.3053339829956943,-1.469796969648543,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
ForceInline,advanced-peeling,13.91093302922557,8.581936297626852,8.882646671192484,36.033647632401106,5.479884614953458,6.575621598687101,2.5903113440843817,0.39392646082334903,-1.883369113319504,-2.2823529708531005,-1.4843852557859074,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
ForceInline,cgp,13.91093302922557,8.581936297626852,9.091295648435162,36.753006802512786,5.608604394388796,6.552968299793586,2.6420231285204347,0.4031795985650741,-1.879918122535143,-2.285471621942538,-1.4743646231277476,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,expand-reductions,13.91093302922557,8.834091821461794,9.339921442449477,38.564510855681746,5.931286093786329,6.501880072195858,2.7722447354653577,0.4263758643165956,-1.87209137695551,-2.3042068808723464,-1.4399758730386738,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DeadStoreElimination-initial,ra-fsprofile-loader,13.91093302922557,8.58137778244591,9.162723724123492,36.73398233104961,5.65230194320479,6.498941970927665,2.6406555371861073,0.4063208363759521,-1.8716393899490784,-2.264737217513878,-1.478541562384279,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DeadStoreElimination-initial,thinlto-funcattrs,13.91093302922557,8.58137778244591,9.313572270759593,37.295061287869004,5.745357410001856,6.491338767357374,2.680989205362111,0.41301021275362315,-1.870468791007963,-2.299875093552202,-1.4410624884637238,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
ForceInline,vector-combine,13.91093302922557,8.581936297626852,9.225304258055099,36.86008838233115,5.691277019487031,6.476593610910446,2.6497207847159894,0.4091225949783663,-1.868194694818781,-2.2619425311818393,-1.4744468584557229,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DeadStoreElimination-initial,2addr-hack,13.91093302922557,8.58137778244591,8.94395966643485,35.422400015867375,5.517350749039524,6.420182733902463,2.5463712564389622,0.39661974775150494,-1.8594465805214826,-2.2600300276163168,-1.4588631334266484,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DeadStoreElimination-initial,licm-promotion,13.91093302922557,8.58137778244591,9.734917921966778,38.52526569395215,6.00527715818864,6.415235247122624,2.769423561526331,0.43169477888881463,-1.8586756688095027,-2.2490078937900186,-1.4683434438289868,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DeadStoreElimination-initial,whole-program-visibility,13.91093302922557,8.58137778244591,8.783684574489987,34.7540105415063,5.4184802340132805,6.413977543619312,2.4983234746721426,0.3895123513735247,-1.8584796001141188,-2.2614717018070727,-1.4554874984211652,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DeadStoreElimination-initial,ondemand-mds-loading,13.91093302922557,8.58137778244591,9.590613233339896,37.935424604229645,5.916258467186111,6.412063437497598,2.727022301417947,0.4252955897894559,-1.858181128256943,-2.251983517988614,-1.464378738525272,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,loop-idiom-vectorize-all,13.91093302922557,8.834091821461794,9.316961119385192,37.92347537035351,5.916705216876478,6.409559709377224,2.7261633199354662,0.4253277047949288,-1.8577905804887678,-2.251433257117615,-1.4641479038599203,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DeadStoreElimination-initial,sample-loader-inlining,13.91093302922557,8.58137778244591,9.28524412724834,36.23757719595691,5.727882341950368,6.326522619111248,2.604971005167313,0.411754001684619,-1.8447507359369646,-2.2359977035523064,-1.4535037683216225,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,nounwind-inference,13.91093302922557,8.834091821461794,8.955219789010709,35.83372666754494,5.686982586379146,6.3010086848815146,2.575939844743816,0.4088138857710929,-1.840709729292807,-2.249233504467777,-1.4321859541178366,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,layout-fsprofile-loader,13.91093302922557,8.834091821461794,9.300157576444928,37.13228165929784,5.906034182737482,6.287176895763716,2.6692876445660683,0.4245606078563858,-1.8385121457577123,-2.2383054238242215,-1.4387188676912028,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,promote-alloca-to-vector,13.91093302922557,8.834091821461794,8.57309355787084,33.99489573584472,5.4443145923498,6.244109365688274,2.4437538204248863,0.3913694775836965,-1.8316385178246297,-2.2650822992871618,-1.3981947363620977,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,vector-combine,13.91093302922557,8.834091821461794,9.225304258055099,35.94885355292712,5.858498831484792,6.1361885675781815,2.584215845004928,0.42114348614694885,-1.8142037949451333,-2.220992598692634,-1.4074149911976324,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,last-run-tracking,13.91093302922557,8.834091821461794,8.829790563863092,34.28755360811721,5.607329173504471,6.114774529401875,2.464791796213975,0.4030879281586646,-1.8107078967343977,-2.2067733507877345,-1.4146424426810609,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
ForceInline,lsr,13.91093302922557,8.581936297626852,9.026266901171999,34.03127400155777,5.568486843297544,6.111404221511125,2.4463689049513246,0.40029571212791215,-1.8101565702660412,-2.207687549135561,-1.4126255913965216,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,lftr,13.91093302922557,8.834091821461794,8.67654948427037,33.621923855332184,5.510013934828679,6.101967118959306,2.4169423995281742,0.39609233422752127,-1.808611197712163,-2.209250821875851,-1.4079715735484752,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
ForceInline,machine-licm,13.91093302922557,8.581936297626852,8.811063987470952,32.925426810524755,5.435723807736521,6.0572295383483015,2.366874079643077,0.3907519212634101,-1.801252523656574,-2.198801288263064,-1.4037037590500838,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
ForceInline,loop-level-heuristics,13.91093302922557,8.581936297626852,9.395879850213671,33.852566872454396,5.796508556635503,5.840165082427414,2.433522381376815,0.4166872591836637,-1.7647590639795574,-2.1665567833877946,-1.36296134457132,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,ra-fsprofile-loader,13.91093302922557,8.834091821461794,9.162723724123492,33.61245854770553,5.818757271243905,5.776569975485509,2.4162619773302696,0.4182866281520614,-1.7538100766883051,-2.1443045702193078,-1.3633155831573025,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,lsr,13.91093302922557,8.834091821461794,9.026266901171999,33.05909930127458,5.732100819006958,5.767361800695231,2.3764832475162163,0.4120572507224606,-1.752214749044004,-2.1421742053072617,-1.3622552927807468,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,thinlto-funcattrs,13.91093302922557,8.834091821461794,9.313572270759593,34.065641118817496,5.914553139811289,5.759630577924675,2.4488394162525813,0.425173000789046,-1.7508733368740468,-2.1399454690903954,-1.3618012046576982,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,vp,13.91093302922557,8.834091821461794,8.960885344451901,32.77077579551621,5.690580478546545,5.758775562363425,2.355756851583418,0.40907252350300066,-1.750724876131752,-2.1504946289266185,-1.3509551233368855,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
ForceInline,licm-promotion,13.91093302922557,8.581936297626852,9.734917921966778,33.49463567498497,6.005668008998806,5.57717070354157,2.4077921735814467,0.43172287555273675,-1.7186816054277028,-2.1134700973024003,-1.3238931135530054,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,whole-program-visibility,13.91093302922557,8.834091821461794,8.783684574489987,30.49711931717873,5.578049718072859,5.467344476756487,2.192312999646187,0.40098314802852536,-1.6987930281265387,-2.0900097475407566,-1.3075763087123207,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,licm-promotion,13.91093302922557,8.834091821461794,9.734917921966778,32.64074734478632,6.182127296305169,5.279856881027749,2.3464096388222964,0.4444078109870199,-1.6638989914848428,-2.054575410845177,-1.2732225721245087,0.0,0.0,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,loop-level-heuristics,13.91093302922557,8.834091821461794,9.395879850213671,34.27615857039017,5.966822294796939,5.744457749358303,2.4639726536228137,0.4289304162604481,-1.7482355203113569,-2.175419080922079,-1.3210519597006345,8.881784197001252e-16,2.26827104108032e-14,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,sample-loader-inlining,13.91093302922557,8.834091821461794,9.28524412724834,30.707724409596235,5.896563446353331,5.2077323832726865,2.207452537157801,0.4238797954073391,-1.6501445178856486,-2.055392580312999,-1.2448964554582984,1.3322676295501878e-15,3.3508549470504724e-14,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
EarlyOtherwiseBranch,last-run-tracking,13.91093302922557,8.759305448202015,8.829790563863092,27.212056050346966,5.559859459465347,4.894378400882054,1.956163256136521,0.3996755248396784,-1.5880872813780509,-1.9806865191153404,-1.1954880436407613,2.220446049250313e-15,5.5014036444112234e-14,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
ForceInline,replace-with-vec-lib,13.91093302922557,8.581936297626852,10.331772188354677,39.11293694492533,6.37387949289759,6.1364412346529065,2.811668840814107,0.4581920910342006,-1.8142449706472985,-2.2633962873578652,-1.3650936539367318,2.4424906541753444e-15,5.962550714604517e-14,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,cfi-fixup,13.91093302922557,8.834091821461794,11.250761798310172,34.21159897637589,7.144758915800761,4.788348967341128,2.459331728828003,0.513607455430221,-1.5661856687785844,-1.9546699330734782,-1.1777014044836907,2.6645352591003757e-15,6.410331203053078e-14,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,ondemand-mds-loading,13.91093302922557,8.834091821461794,9.590613233339896,33.31232380081365,6.090487083034134,5.469566447913433,2.394686519648076,0.4378201713888342,-1.699199353313389,-2.1212100882803724,-1.2771886183464054,3.1086244689504383e-15,7.37188088351104e-14,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,cgdata-for-merging,13.91093302922557,8.834091821461794,11.813194377530806,36.50086650122985,7.5019298573744235,4.865530229578109,2.6238977949606217,0.5392830115430483,-1.5821756983071804,-1.978253849888795,-1.1860975467255659,4.884981308350689e-15,1.1262595794252977e-13,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
EarlyOtherwiseBranch,global-outlining,13.91093302922557,8.759305448202015,9.022093565686275,27.044385652130746,5.680947004638382,4.760541795241099,1.9441101179419829,0.40838001251988226,-1.5603614842956786,-1.9508556235063095,-1.1698673450850476,4.884981308350689e-15,1.1262595794252977e-13,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,2addr-hack,13.91093302922557,8.834091821461794,8.94395966643485,26.945365124491676,5.679831882932651,4.744042725183453,1.9369919377716782,0.40829985098769833,-1.5568896678065247,-1.9507083598128168,-1.1630709758002327,9.325873406851315e-15,2.120678062379888e-13,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
ForceInline,cgdata-for-merging,13.91093302922557,8.581936297626852,11.813194377530806,37.959821894904685,7.287798841850722,5.20868134791504,2.728776122719781,0.5238900098605707,-1.6503267235217667,-2.09061303910147,-1.2100404079420632,2.0317081350640365e-13,4.496847338941734e-12,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
GVN,binop-extract-shuffle,13.91093302922557,8.57076201274343,9.124812719838268,24.117896852336784,5.621952033575543,4.2899506627412265,1.7337368242422948,0.40413910567783967,-1.4562752323472732,-1.844711427078496,-1.0678390376160505,2.0095036745715333e-13,4.496847338941734e-12,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,replace-with-vec-lib,13.91093302922557,8.834091821461794,10.331772188354677,34.50692927762506,6.561157615998646,5.259274551412054,2.48056181459067,0.4716547482626987,-1.6599930992555598,-2.10416791685874,-1.2158182816523797,2.389199948993337e-13,5.218515678064393e-12,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
CopyProp,vp,13.91093302922557,8.74390137673359,8.960885344451901,24.938476753255657,5.632483280272595,4.42761665011968,1.7927249524429634,0.40489615386971345,-1.4878614370515955,-1.886815402471744,-1.0889074716314469,2.6778579353958776e-13,5.7730443802041e-12,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
DestinationPropagation,cgp,13.91093302922557,8.834091821461794,9.091295648435162,25.214406401926066,5.773397108993439,4.367343164849795,1.8125604047516408,0.41502587187100043,-1.4741548527876738,-1.8713050135306035,-1.077004692044744,3.459454944731988e-13,7.362429754173205e-12,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
EarlyOtherwiseBranch,layout-fsprofile-loader,13.91093302922557,8.759305448202015,9.300157576444928,25.07721990412602,5.856035735154884,4.282286010241152,1.8026986293040967,0.4209664242399773,-1.4544869815476287,-1.8471779831643476,-1.0617959799309098,3.8813396940895473e-13,8.155726445808417e-12,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
EarlyOtherwiseBranch,cfi-fixup,13.91093302922557,8.759305448202015,11.250761798310172,30.544918530707967,7.084273852035623,4.31165129534498,2.1957490893339755,0.5092594319268324,-1.4613209619101797,-1.8583794692274043,-1.064262454592955,5.453415496958769e-13,1.1315837156189446e-11,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
EarlyOtherwiseBranch,machine-sink,13.91093302922557,8.759305448202015,13.37364279453216,38.25741975821324,8.4209895875672,4.543102608118257,2.7501692142315672,0.605350451323106,-1.513610172504654,-1.9250594970757269,-1.1021608479335812,5.582201367815287e-13,1.1440067000707872e-11,True,benefit_suppressed,收益被抑制（单独改进，联合削弱或反转）
EarlyOtherwiseBranch,mergeicmps,13.91093302922557,8.759305448202015,13.252935700717732,41.42317277578761,8.344983880238724,4.963840957665532,2.9777422325850753,0.5998867123223649,-1.6021798276803314,-2.044160983784094,-1.1601986715765689,1.2032597140887447e-12,2.435867226082093e-11,True,benefit_suppressed,收益被抑制（单独改进，联合削弱或反转）
DestinationPropagation,bitcode-version-upgrade,13.91093302922557,8.834091821461794,12.40712826317772,37.803552406855744,7.879105598977036,4.79794970786581,2.7175425492620815,0.5663966307956319,-1.568188682467155,-2.0016819085234308,-1.134695456410879,1.3371526108585385e-12,2.674305221717077e-11,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
CopyProp,cgp,13.91093302922557,8.74390137673359,9.091295648435162,23.34588269312777,5.714454405727936,4.08540886593247,1.6782398883008245,0.41078872234683333,-1.4074218128828906,-1.7981859875685802,-1.016657638197201,1.6726620089002608e-12,3.305498731874325e-11,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
EarlyOtherwiseBranch,nounwind-inference,13.91093302922557,8.759305448202015,8.955219789010709,23.49279699474341,5.63883855403011,4.166247493990226,1.6888009557221821,0.4053530084706351,-1.4270157491371354,-1.824023674347356,-1.0300078239269148,1.8536283619141614e-12,3.6200271538558914e-11,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
EarlyOtherwiseBranch,ondemand-mds-loading,13.91093302922557,8.759305448202015,9.590613233339896,26.676883277417275,6.038927120840954,4.4174872032074415,1.9176918774155292,0.4341137368826184,-1.4855710283670978,-1.8997873003331638,-1.0713547564010317,2.0732304761850173e-12,4.001816965659452e-11,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
EarlyOtherwiseBranch,ra-fsprofile-loader,13.91093302922557,8.759305448202015,9.162723724123492,23.624648639986845,5.769497679880128,4.0947496560008485,1.6982792304695642,0.41474555788306594,-1.4097055813705426,-1.8059181866873342,-1.013492976053751,3.0895286329268856e-12,5.894962678917966e-11,True,collapse_interference,崩塌型负交互（单独改进，联合反而更差）
EarlyOtherwiseBranch,demotion,13.91093302922557,8.759305448202015,13.839135089720394,35.92363321183463,8.714096397065322,4.1224736995028834,2.5824028579795786,0.6264206993706188,-1.4164533956866654,-1.814701656096411,-1.0182051352769197,3.1437075165285933e-12,5.930175542542574e-11,True,benefit_suppressed,收益被抑制（单独改进，联合削弱或反转）
