ConfigName,MIR_Pass,LLVM_Pass,n,runtime_med,compile_med,size_med,runtime_delta_pct,compile_delta_pct,size_delta_pct
EXP_ABL_016_disable-preheader-prot,None,preheader-prot,3,22.38523,56.021742,43867568.0,153.75504869303603,13.556669776303767,1.6447010493039582
EXP_ABL_017_disable-block-placement,None,block-placement,3,25.19312,53.864536,43239376.0,185.58479820531218,9.183990158782033,0.1891294059987184
EXP_ABL_018_disable-branch-fold,None,branch-fold,3,25.649405,57.749349,44289128.0,190.7571650915538,17.058547629409993,2.6214896457072183
EXP_ABL_019_disable-cgp-branch-opts,None,cgp-branch-opts,3,21.628164,57.910727,43870192.0,145.1730810432133,17.385662560165986,1.6507810694125127
EXP_ABL_020_disable-cgp-select2branch,None,cgp-select2branch,3,22.155752,57.433181,43858624.0,151.15372625569765,16.417671714308405,1.6239770783241907
EXP_ABL_021_disable-chr,None,chr,3,22.375518,57.144252,43870920.0,153.6449551611444,15.832009543328482,1.6524679042597028
EXP_ABL_022_disable-early-ifcvt,None,early-ifcvt,3,21.718266,57.542084,43870920.0,146.19446154264705,16.63841925922854,1.6524679042597028
EXP_ABL_023_disable-early-taildup,None,early-taildup,3,21.167074,56.417837,43872120.0,139.9462455180982,14.359558574639324,1.6552484012605662
EXP_ABL_024_disable-ifcvt-diamond,None,ifcvt-diamond,3,22.663991,57.390954,43870920.0,156.9150345912698,16.33207713399986,1.6524679042597028
EXP_ABL_025_disable-ifcvt-forked-diamond,None,ifcvt-forked-diamond,3,24.694261,61.033847,43870920.0,179.92981990774905,23.71626017906491,1.6524679042597028
EXP_ABL_026_disable-ifcvt-simple,None,ifcvt-simple,3,21.072403,56.502311,43870920.0,138.8730716344786,14.530788275470183,1.6524679042597028
EXP_ABL_027_disable-ifcvt-simple-false,None,ifcvt-simple-false,3,20.812187,55.460581,43870920.0,135.92330860989912,12.419190431796041,1.6524679042597028
EXP_ABL_028_disable-ifcvt-triangle,None,ifcvt-triangle,3,24.008703,57.39004,43870920.0,172.15845442828333,16.33022444623132,1.6524679042597028
EXP_ABL_029_disable-ifcvt-triangle-false,None,ifcvt-triangle-false,3,21.921274,56.487857,43870920.0,148.49572469362099,14.501489862990491,1.6524679042597028
EXP_ABL_030_disable-ifcvt-triangle-rev,None,ifcvt-triangle-rev,3,20.149419,56.786831,43870920.0,128.41028658099052,15.107513356328145,1.6524679042597028
EXP_ABL_031_disable-tail-calls,None,tail-calls,3,24.526687,56.467514,43870920.0,178.03023037797038,14.460254384571078,1.6524679042597028
EXP_ABL_032_disable-tail-duplicate,None,tail-duplicate,3,23.038857,55.275839,43862528.0,161.16444994609813,12.044716423333151,1.6330229619003327
EXP_ABL_033_disable-cgp-ext-ld-promotion,None,cgp-ext-ld-promotion,3,19.721271,56.175997,43882296.0,123.55687580130112,13.869346309931437,1.6788270158278864
EXP_ABL_034_disable-cgp-store-extract,None,cgp-store-extract,3,18.097317,57.55512,43870920.0,105.14801753425402,16.664843370553108,1.6524679042597028
EXP_ABL_035_disable-memop-opt,None,memop-opt,3,20.671782,57.250324,43870920.0,134.33170210812335,16.04701862099179,1.6524679042597028
EXP_ABL_036_disable-separate-const-offset-from-gep,None,separate-const-offset-from-gep,3,18.24947,54.980434,43870920.0,106.87279730751482,11.445927331139828,1.6524679042597028
EXP_ABL_037_disable-adv-copy-opt,None,adv-copy-opt,3,20.221589,55.967037,43870840.0,129.2283930674629,13.445782156634367,1.6522825377929786
EXP_ABL_038_disable-cgp-delete-phis,None,cgp-delete-phis,3,20.404228,57.529419,43871008.0,131.29875680007797,16.6127471688691,1.6526718073730997
EXP_ABL_039_disable-cleanups,None,cleanups,3,21.012918,59.651596,43870920.0,138.1987600874672,20.91442262901218,1.6524679042597028
EXP_ABL_040_disable-constant-hoisting,None,constant-hoisting,3,13.781213,55.66178,43860744.0,56.221418134372584,12.827022955146045,1.6288892896923826
EXP_ABL_041_disable-copyprop,None,copyprop,3,14.718361,55.074516,43868480.0,66.84476381241929,11.636632550657891,1.6468142270246142
EXP_ABL_042_disable-demotion,None,demotion,3,14.250821,56.131613,43870920.0,61.54481221639182,13.779379467569564,1.6524679042597028
EXP_ABL_043_disable-gep-const-evaluation,None,gep-const-evaluation,3,14.483252,54.649739,43870920.0,64.17960934480065,10.775605031778351,1.6524679042597028
EXP_ABL_044_disable-icp,None,icp,3,13.394195,55.032564,43870920.0,51.834249834780344,11.551595398288447,1.6524679042597028
EXP_ABL_045_disable-machine-cse,None,machine-cse,3,13.60525,54.314325,44013872.0,54.226732369108056,10.095717268981737,1.9836992436492058
EXP_ABL_046_disable-machine-dce,None,machine-dce,3,13.426305,55.015812,43873408.0,52.19824317384959,11.517638915248467,1.658232801374826
EXP_ABL_047_disable-machine-sink,None,machine-sink,3,14.240457,54.645516,44119608.0,61.427327726634296,10.767044965644299,2.228698102718603
EXP_ABL_048_disable-mergeicmps,None,mergeicmps,3,14.658778,58.582634,43870920.0,66.16934135456306,18.747625230291217,1.6524679042597028
EXP_ABL_049_disable-non-allocatable-phys-copy-opt,None,non-allocatable-phys-copy-opt,3,13.498253,55.40755,43870920.0,53.013833107183615,12.311696028017828,1.6524679042597028
EXP_ABL_050_disable-phi-elim-edge-splitting,None,phi-elim-edge-splitting,3,14.368019,57.115906,43823152.0,62.873348228607306,15.77455189837558,1.541785586978673
EXP_ABL_051_disable-postra-machine-sink,None,postra-machine-sink,3,13.893604,56.657619,43852656.0,57.49546283606469,14.845599251351974,1.6101487399065644
EXP_ABL_052_disable-preinline,None,preinline,3,14.450346,54.824022,43870920.0,63.80659268907305,11.128878535458831,1.6524679042597028
EXP_ABL_053_disable-select-optimize,None,select-optimize,3,14.39928,55.116859,43870920.0,63.227717452296,11.722462264206204,1.6524679042597028
EXP_ABL_054_disable-ssc,None,ssc,3,14.070036,55.973974,43891928.0,59.495465103229684,13.459843529774787,1.7011451384214824
EXP_ABL_055_disable-type-promotion,None,type-promotion,3,15.88529,55.691448,43870920.0,80.07286668276352,12.887160308228058,1.6524679042597028
EXP_ABL_056_disable-auto-upgrade-debug-info,None,auto-upgrade-debug-info,3,12.339995,54.034567,43870920.0,39.88402317496052,9.528644813018506,1.6524679042597028
EXP_ABL_057_disable-bitcode-version-upgrade,None,bitcode-version-upgrade,3,11.376205,54.842236,43870920.0,28.958668448658347,11.165798508124187,1.6524679042597028
EXP_ABL_058_disable-cfi-fixup,None,cfi-fixup,3,11.308127,54.999701,43870920.0,28.186948157871765,11.484981746059306,1.6524679042597028
EXP_ABL_059_disable-cgdata-for-merging,None,cgdata-for-merging,3,11.458052,55.264289,43870920.0,29.886471713149216,12.021304449890478,1.6524679042597028
EXP_ABL_060_disable-global-outlining,None,global-outlining,3,9.001609,53.844557,43870920.0,2.040663871252231,9.143492512252928,1.6524679042597028
EXP_ABL_061_disable-last-run-tracking,None,last-run-tracking,3,8.781679,53.129608,43870920.0,-0.45242410948593204,7.694283248108677,1.6524679042597028
EXP_ABL_062_disable-layout-fsprofile-loader,None,layout-fsprofile-loader,3,9.434285,52.641822,43870920.0,6.945403266304585,6.705535812809288,1.6524679042597028
EXP_ABL_063_disable-nofree-inference,None,nofree-inference,3,9.059983,53.842072,43873872.0,2.7023813167467576,9.13845539069405,1.6593079268818263
EXP_ABL_064_disable-nounwind-inference,None,nounwind-inference,3,8.981778,53.303226,43920840.0,1.8158631267152492,8.046208789681856,1.768136579495614
EXP_ABL_065_disable-ondemand-mds-loading,None,ondemand-mds-loading,3,9.65073,54.960653,43870920.0,9.39898589710017,11.40583103272688,1.6524679042597028
EXP_ABL_066_disable-ra-fsprofile-loader,None,ra-fsprofile-loader,3,9.246085,51.425217,43870920.0,4.812001011155588,4.2394644751275825,1.6524679042597028
EXP_ABL_067_disable-sample-loader-inlining,None,sample-loader-inlining,3,9.253564,53.377637,43870920.0,4.8967816459391145,8.19704068196261,1.6524679042597028
EXP_ABL_068_disable-thinlto-funcattrs,None,thinlto-funcattrs,3,9.395883,52.504855,43870920.0,6.510084916664671,6.4279022399501855,1.6524679042597028
EXP_ABL_069_disable-vp,None,vp,3,8.986794,53.564747,43870920.0,1.8727236246526902,8.576314651733915,1.6524679042597028
EXP_ABL_070_disable-whole-program-visibility,None,whole-program-visibility,3,8.746961,54.128025,43870920.0,-0.8459812800186796,9.718085177867453,1.6524679042597028
EXP_ABL_071_disable-2addr-hack,None,2addr-hack,3,8.986628,52.625821,43870920.0,1.8708418777113778,6.673101614795771,1.6524679042597028
EXP_ABL_072_disable-cgp,None,cgp,3,9.024119,51.904505,44039768.0,2.295833290823992,5.210986373603084,2.0437023689278346
EXP_ABL_073_disable-cgp-gc-opts,None,cgp-gc-opts,3,20.689085,55.872409,43870920.0,134.52784588719265,13.253970189280833,1.6524679042597028
EXP_ABL_074_disable-complex-addr-modes,None,complex-addr-modes,3,25.660632,59.579923,43892808.0,190.8844323982411,20.769140691994288,1.7031841695554484
EXP_ABL_075_disable-dfa-sched,None,dfa-sched,3,25.376332,56.391902,43870920.0,187.6616573656223,14.306988052454416,1.6524679042597028
EXP_ABL_076_disable-i2p-p2i-opt,None,i2p-p2i-opt,3,26.903406,55.854627,43914560.0,204.97230091174038,13.217925885232562,1.7535853118577631
EXP_ABL_077_disable-mr-partial-inlining,None,mr-partial-inlining,3,22.858005,58.236613,43870920.0,159.1143433326645,18.046236965130404,1.6524679042597028
EXP_ABL_078_disable-partial-inlining,None,partial-inlining,3,20.761768,56.292667,43870920.0,135.3517676518632,14.105837646862755,1.6524679042597028
EXP_ABL_079_disable-partial-libcall-inlining,None,partial-libcall-inlining,3,22.28813,57.622401,43870920.0,152.65434009061855,16.80122267663073,1.6524679042597028
EXP_ABL_080_disable-peephole,None,peephole,3,21.246147,56.684138,44002232.0,140.84260320418426,14.89935354777849,1.9567284227408321
EXP_ABL_081_disable-post-ra,None,post-ra,3,24.48499,56.721443,43870920.0,177.55756048512794,14.974971181482303,1.6524679042597028
EXP_ABL_082_disable-spill-fusing,None,spill-fusing,3,21.055575,58.30047,43996424.0,138.68231237225942,18.175675786613414,1.9432708172566542
EXP_ABL_083_disable-strictnode-mutation,None,strictnode-mutation,3,21.865893,56.663913,43870920.0,147.8679353721948,14.858357256620222,1.6524679042597028
EXP_DBL_000_BASELINE,None,None,3,22.618637,54.834522,43870920.0,156.4009095865938,11.150162147679444,1.6524679042597028
EXP_DBL_0001,CopyProp,binop-extract-shuffle,3,18.133528,56.586181,43598328.0,105.5584990914336,14.70079366184569,1.0208502055436066
EXP_DBL_0002,CopyProp,expand-reductions,3,22.102135,55.781426,43596688.0,150.54593332947914,13.069546675883895,1.0170501929757603
EXP_DBL_0003,CopyProp,interleaved-load-combine,3,20.631295,55.416486,43598328.0,133.87274856346758,12.32980939552291,1.0208502055436066
EXP_DBL_0004,CopyProp,loop-idiom-vectorize-all,3,20.550908,56.468722,43598328.0,132.96149560340027,14.46270301348179,1.0208502055436066
EXP_DBL_0005,CopyProp,loop-idiom-vectorize-bytecmp,3,19.990839,54.193825,43598328.0,126.61265146079108,9.851462481116615,1.0208502055436066
EXP_DBL_0006,CopyProp,promote-alloca-to-vector,3,20.230993,54.93135,43598328.0,129.33499516527067,11.346433538545872,1.0208502055436066
EXP_DBL_0007,CopyProp,replace-with-vec-lib,3,19.899418,56.714693,43598328.0,125.57631900825135,14.96128885934047,1.0208502055436066
EXP_DBL_0008,CopyProp,vector-combine,3,20.477578,55.697262,43599072.0,132.1302395599886,12.898945348366217,1.0225741136841418
EXP_DBL_0009,CopyProp,advanced-peeling,3,21.519277,55.534973,43475304.0,143.93875707213778,12.569983810873742,0.7357936530151061
EXP_DBL_0010,CopyProp,lftr,3,18.590421,56.904735,43597928.0,110.73775815924338,15.346506024448065,1.0199233732099855
EXP_DBL_0011,CopyProp,licm-promotion,3,19.269187,54.842469,43614656.0,118.43213071566461,11.166270801614418,1.0586835014020193
EXP_DBL_0012,CopyProp,loop-level-heuristics,3,18.439185,55.195924,43598328.0,109.02337333745955,11.882727864227414,1.0208502055436066
EXP_DBL_0013,CopyProp,lsr,3,19.753487,54.486991,43814216.0,123.92207073781482,10.44571309638025,1.521080152645578
EXP_DBL_0014,CopyProp,machine-licm,3,18.17459,56.056496,43649760.0,106.02397073543428,13.627116505743306,1.1400223070006055
EXP_DBL_0015,CopyProp,postra-machine-licm,3,16.477325,55.432046,43598224.0,86.78407180564955,12.361349681823173,1.0206092291368651
EXP_DBL_0016,CopyProp,preheader-prot,3,14.856423,54.931474,43595768.0,68.40981047634268,11.346684887871143,1.0149184786084318
EXP_DBL_0017,CopyProp,block-placement,3,14.407947,56.397924,42963680.0,63.32596504711735,14.319194710815614,-0.4496805116262775
EXP_DBL_0018,CopyProp,branch-fold,3,13.443518,54.288058,44002520.0,52.393366728673605,10.042473779248521,1.9573957420210393
EXP_DBL_0019,CopyProp,cgp-branch-opts,3,15.106001,54.331472,43599688.0,71.23898299512898,10.130474421243344,1.0240014354779183
EXP_DBL_0020,CopyProp,cgp-select2branch,3,15.690361,55.345545,43585840.0,77.86318566154172,12.186011230328395,0.9919145000879565
EXP_DBL_0021,CopyProp,chr,3,14.520954,55.194623,43598328.0,64.6069926169772,11.88009072332275,1.0208502055436066
EXP_DBL_0022,CopyProp,early-ifcvt,3,13.954409,53.977559,43598328.0,58.18473767200697,9.413088987735389,1.0208502055436066
EXP_DBL_0023,CopyProp,early-taildup,3,14.131741,55.664462,43596976.0,60.194942181624846,12.832459397810394,1.0177175122559674
EXP_DBL_0024,CopyProp,ifcvt-diamond,3,13.09002,55.687392,43598328.0,48.386175281326835,12.87893875287884,1.0208502055436066
EXP_DBL_0025,CopyProp,ifcvt-forked-diamond,3,14.108398,55.289687,43598328.0,59.93033001987168,12.072786467336112,1.0208502055436066
EXP_DBL_0026,CopyProp,ifcvt-simple,3,10.923394,54.702754,43598328.0,23.825682218284904,10.883067003385571,1.0208502055436066
EXP_DBL_0027,CopyProp,ifcvt-simple-false,3,11.153238,53.527481,43598328.0,26.431153567554137,8.500776071446941,1.0208502055436066
EXP_DBL_0028,CopyProp,ifcvt-triangle,3,9.121805,55.42396,43598328.0,3.403184686660791,12.344959273402615,1.0208502055436066
EXP_DBL_0029,CopyProp,ifcvt-triangle-false,3,9.200847,53.858668,43598328.0,4.2991909621734745,9.172095660066743,1.0208502055436066
EXP_DBL_0030,CopyProp,ifcvt-triangle-rev,3,9.380339,55.101509,43598328.0,6.333880853678292,11.69134765015036,1.0208502055436066
EXP_DBL_0031,CopyProp,tail-calls,3,8.858763,54.381545,43598328.0,0.4213866207792386,10.231972927407421,1.0208502055436066
EXP_DBL_0032,CopyProp,tail-duplicate,3,9.228445,53.294919,43589704.0,4.612037059078921,8.029370411899315,1.000867700430736
EXP_DBL_0033,CopyProp,cgp-ext-ld-promotion,3,9.293254,54.113595,43610896.0,5.3467005381115955,9.68883541364426,1.049971277465981
EXP_DBL_0034,CopyProp,cgp-store-extract,3,8.931077,54.630142,43598328.0,1.2411254660440993,10.735881703331945,1.0208502055436066
EXP_DBL_0035,CopyProp,memop-opt,3,8.903994,52.81794,43598328.0,0.9341173189867173,7.062528881101654,1.0208502055436066
EXP_DBL_0036,CopyProp,separate-const-offset-from-gep,3,8.900386,54.044641,43598328.0,0.8932176625755532,9.54906491868616,1.0208502055436066
EXP_DBL_0037,CopyProp,adv-copy-opt,3,8.842854,52.819061,43598256.0,0.24104498168697924,7.064801160082536,1.020683375723555
EXP_DBL_0038,CopyProp,cgp-delete-phis,3,8.662074,53.844053,43598416.0,-1.8082454523504266,9.142470898866339,1.0210541086570033
EXP_DBL_0039,CopyProp,cleanups,3,9.052138,53.004884,43598328.0,2.6134517700323734,7.441466367098805,1.0208502055436066
EXP_DBL_0040,CopyProp,constant-hoisting,3,8.76316,52.289652,43595296.0,-0.6623522516916033,5.991683458929948,1.0138248164547587
EXP_DBL_0041,CopyProp,copyprop,3,9.396108,54.010099,43595016.0,6.512635477277899,9.479047915512403,1.0131760338212241
EXP_DBL_0042,CopyProp,demotion,3,8.821503,53.975434,43598328.0,-0.0009862167704531083,9.408781590024075,1.0208502055436066
EXP_DBL_0043,CopyProp,gep-const-evaluation,3,9.129958,58.388328,43598328.0,3.4956056674590377,18.353764891611384,1.0208502055436066
EXP_DBL_0044,CopyProp,icp,3,8.713001,52.887242,43598328.0,-1.2309458952411103,7.203004775779072,1.0208502055436066
EXP_DBL_0045,CopyProp,machine-cse,3,9.074222,52.688964,43751904.0,2.8637921281764416,6.801093150647776,1.3766982117140856
EXP_DBL_0046,CopyProp,machine-dce,3,9.486147,52.493224,43604656.0,7.533301819739982,6.404326078641807,1.0355126930614922
EXP_DBL_0047,CopyProp,machine-sink,3,9.516993,52.160739,43856936.0,7.882966676075388,5.730375430149403,1.6200658458763098
EXP_DBL_0048,CopyProp,mergeicmps,3,8.993041,52.675523,43598328.0,1.9435385231007036,6.773848099994703,1.0208502055436066
EXP_DBL_0049,CopyProp,non-allocatable-phys-copy-opt,3,9.407023,52.847901,43598328.0,6.63636600658158,7.123260148315155,1.0208502055436066
EXP_DBL_0050,CopyProp,phi-elim-edge-splitting,3,22.371306,53.89539,43567088.0,153.5972086664649,9.246531546539625,0.9484646002877999
EXP_DBL_0051,CopyProp,postra-machine-sink,3,25.907485,57.788783,43578720.0,193.68271479404507,17.13848076886786,0.9754168845495012
EXP_DBL_0052,CopyProp,preinline,3,23.039444,55.011344,43598328.0,161.1711040753424,11.508582231495932,1.0208502055436066
EXP_DBL_0053,CopyProp,select-optimize,3,27.042603,57.541769,43598328.0,206.55021373697937,16.637780750861925,1.0208502055436066
EXP_DBL_0054,CopyProp,ssc,3,21.860907,55.082733,43616808.0,147.81141494900578,11.653288497478526,1.0636698593569007
EXP_DBL_0055,CopyProp,type-promotion,3,21.762913,55.072336,43598328.0,146.7005721190851,11.632213667358748,1.0208502055436066
EXP_DBL_0056,CopyProp,auto-upgrade-debug-info,3,21.939406,56.552267,43598328.0,148.7012658715719,14.632049621383796,1.0208502055436066
EXP_DBL_0057,CopyProp,bitcode-version-upgrade,3,21.782012,55.330376,43598328.0,146.91707503976042,12.155263505207017,1.0208502055436066
EXP_DBL_0058,CopyProp,cfi-fixup,3,21.4481,56.539781,43598328.0,143.1319070598384,14.606740365937451,1.0208502055436066
EXP_DBL_0059,CopyProp,cgdata-for-merging,3,23.012324,55.547418,43598328.0,160.86367650276196,12.595209958881886,1.0208502055436066
EXP_DBL_0060,CopyProp,global-outlining,3,22.164492,56.115562,43598328.0,151.25280136574017,13.746843919021645,1.0208502055436066
EXP_DBL_0061,CopyProp,last-run-tracking,3,21.91681,57.078839,43598328.0,148.44512157105464,15.699416693215444,1.0208502055436066
EXP_DBL_0062,CopyProp,layout-fsprofile-loader,3,25.011132,54.565249,43598328.0,183.521814094738,10.604342898776501,1.0208502055436066
EXP_DBL_0063,CopyProp,nofree-inference,3,21.831309,56.395829,43598416.0,147.47589720220503,14.314948123424923,1.0210541086570033
EXP_DBL_0064,CopyProp,nounwind-inference,3,21.940631,55.773955,43639728.0,148.71515225713276,13.054402879036253,1.1167773520733888
EXP_DBL_0065,CopyProp,ondemand-mds-loading,3,22.317012,57.945903,43598328.0,152.98174138675677,17.456964688115725,1.0208502055436066
EXP_DBL_0066,CopyProp,ra-fsprofile-loader,3,22.817717,56.194196,43598328.0,158.65764561717327,13.90623587743647,1.0208502055436066
EXP_DBL_0067,CopyProp,sample-loader-inlining,3,21.442002,54.961191,43598328.0,143.06278119930758,11.406921564476846,1.0208502055436066
EXP_DBL_0068,CopyProp,thinlto-funcattrs,3,22.350669,56.276387,43598328.0,153.36327124702007,14.072837912867364,1.0208502055436066
EXP_DBL_0069,CopyProp,vp,3,25.444429,54.237201,43598328.0,188.43359303708286,9.939386096705311,1.0208502055436066
EXP_DBL_0070,CopyProp,whole-program-visibility,3,19.892965,57.507347,43598328.0,125.5031689298641,16.568006988970694,1.0208502055436066
EXP_DBL_0071,CopyProp,2addr-hack,3,18.959147,55.704769,43598328.0,114.91757154889312,12.914162117598604,1.0208502055436066
EXP_DBL_0072,CopyProp,cgp,3,23.049051,57.243027,43767320.0,161.28000734561454,16.032227524003805,1.4124183298518422
EXP_DBL_0073,CopyProp,cgp-gc-opts,3,21.383232,55.994983,43598328.0,142.39657476713379,13.5024289973122,1.0208502055436066
EXP_DBL_0074,CopyProp,complex-addr-modes,3,20.562746,51.059558,43620120.0,133.09568909913065,3.498269774082164,1.0713440310792834
EXP_DBL_0075,CopyProp,dfa-sched,3,22.149783,51.910409,43598328.0,151.0860627165851,5.222953844703133,1.0208502055436066
EXP_DBL_0076,CopyProp,i2p-p2i-opt,3,19.880902,52.844476,43641688.0,125.3664248735205,7.116317636709861,1.1213188305081323
EXP_DBL_0077,CopyProp,mr-partial-inlining,3,18.724904,52.238817,43598328.0,112.26223390567911,5.8886403706218715,1.0208502055436066
EXP_DBL_0078,CopyProp,partial-inlining,3,19.47506,53.353146,43598328.0,120.76587100511358,8.147397163210709,1.0208502055436066
EXP_DBL_0079,CopyProp,partial-libcall-inlining,3,16.359888,52.291125,43598328.0,85.45282653127158,5.994669245672906,1.0208502055436066
EXP_DBL_0080,CopyProp,peephole,3,16.555524,53.937946,43735264.0,87.67052198073134,9.332793013364418,1.3381419866354485
EXP_DBL_0081,CopyProp,post-ra,3,16.433696,53.602906,43598328.0,86.28950109900823,8.653663352564998,1.0208502055436066
EXP_DBL_0082,CopyProp,spill-fusing,3,16.105872,53.785878,43726800.0,82.5733456213676,9.024549552110697,1.3185302144560265
EXP_DBL_0083,CopyProp,strictnode-mutation,3,14.450843,54.068309,43598328.0,63.812226594072044,9.597040207642108,1.0208502055436066
EXP_DBL_0084,DataflowConstProp,binop-extract-shuffle,3,16.230469,53.079999,43870920.0,83.98575540237076,7.593725274903697,1.6524679042597028
EXP_DBL_0085,DataflowConstProp,expand-reductions,3,15.824985,53.839978,43869432.0,79.38925975929509,9.134210830314055,1.6490200879786323
