ConfigName,Variant,RunID,LLVM_Pass,MIR_Pass,BinarySize(Bytes),TotalRuntime(s),CompileTime(s),Status
EXP_ABL_003_DeadStoreElimination-final,serde,7,None,DeadStoreElimination-final,628152,11.642300,17.835443,Success
EXP_ABL_003_DeadStoreElimination-final,serde,8,None,DeadStoreElimination-final,628152,11.700400,17.835443,Success
EXP_ABL_003_DeadStoreElimination-final,serde,9,None,DeadStoreElimination-final,628152,11.666600,17.835443,Success
EXP_ABL_003_DeadStoreElimination-final,serde,10,None,DeadStoreElimination-final,628152,11.753800,17.835443,Success
EXP_ABL_004_DeadStoreElimination-initial,serde,1,None,DeadStoreElimination-initial,627824,11.744400,17.621559,Success
EXP_ABL_004_DeadStoreElimination-initial,serde,2,None,DeadStoreElimination-initial,627824,11.683600,17.621559,Success
EXP_ABL_004_DeadStoreElimination-initial,serde,3,None,DeadStoreElimination-initial,627824,11.835800,17.621559,Success
EXP_ABL_004_DeadStoreElimination-initial,serde,4,None,DeadStoreElimination-initial,627824,11.788000,17.621559,Success
EXP_ABL_004_DeadStoreElimination-initial,serde,5,None,DeadStoreElimination-initial,627824,11.794600,17.621559,Success
EXP_ABL_004_DeadStoreElimination-initial,serde,6,None,DeadStoreElimination-initial,627824,11.694700,17.621559,Success
EXP_ABL_004_DeadStoreElimination-initial,serde,7,None,DeadStoreElimination-initial,627824,11.873500,17.621559,Success
EXP_ABL_004_DeadStoreElimination-initial,serde,8,None,DeadStoreElimination-initial,627824,11.820800,17.621559,Success
EXP_ABL_004_DeadStoreElimination-initial,serde,9,None,DeadStoreElimination-initial,627824,11.786000,17.621559,Success
EXP_ABL_004_DeadStoreElimination-initial,serde,10,None,DeadStoreElimination-initial,627824,11.794100,17.621559,Success
EXP_ABL_005_DestinationPropagation,serde,1,None,DestinationPropagation,627888,11.624900,18.202584,Success
EXP_ABL_005_DestinationPropagation,serde,2,None,DestinationPropagation,627888,11.657600,18.202584,Success
EXP_ABL_005_DestinationPropagation,serde,3,None,DestinationPropagation,627888,11.689400,18.202584,Success
EXP_ABL_005_DestinationPropagation,serde,4,None,DestinationPropagation,627888,11.605000,18.202584,Success
EXP_ABL_005_DestinationPropagation,serde,5,None,DestinationPropagation,627888,11.732400,18.202584,Success
EXP_ABL_005_DestinationPropagation,serde,6,None,DestinationPropagation,627888,11.573500,18.202584,Success
EXP_ABL_005_DestinationPropagation,serde,7,None,DestinationPropagation,627888,11.564400,18.202584,Success
EXP_ABL_005_DestinationPropagation,serde,8,None,DestinationPropagation,627888,11.605000,18.202584,Success
EXP_ABL_005_DestinationPropagation,serde,9,None,DestinationPropagation,627888,11.648700,18.202584,Success
EXP_ABL_005_DestinationPropagation,serde,10,None,DestinationPropagation,627888,11.774900,18.202584,Success
EXP_ABL_006_EarlyOtherwiseBranch,serde,1,None,EarlyOtherwiseBranch,627824,11.790100,18.303927,Success
EXP_ABL_006_EarlyOtherwiseBranch,serde,2,None,EarlyOtherwiseBranch,627824,11.868800,18.303927,Success
EXP_ABL_006_EarlyOtherwiseBranch,serde,3,None,EarlyOtherwiseBranch,627824,11.735800,18.303927,Success
EXP_ABL_006_EarlyOtherwiseBranch,serde,4,None,EarlyOtherwiseBranch,627824,11.735400,18.303927,Success
EXP_ABL_006_EarlyOtherwiseBranch,serde,5,None,EarlyOtherwiseBranch,627824,11.720900,18.303927,Success
EXP_ABL_006_EarlyOtherwiseBranch,serde,6,None,EarlyOtherwiseBranch,627824,11.618100,18.303927,Success
EXP_ABL_006_EarlyOtherwiseBranch,serde,7,None,EarlyOtherwiseBranch,627824,11.771200,18.303927,Success
EXP_ABL_006_EarlyOtherwiseBranch,serde,8,None,EarlyOtherwiseBranch,627824,11.652600,18.303927,Success
EXP_ABL_006_EarlyOtherwiseBranch,serde,9,None,EarlyOtherwiseBranch,627824,11.679800,18.303927,Success
EXP_ABL_006_EarlyOtherwiseBranch,serde,10,None,EarlyOtherwiseBranch,627824,11.805800,18.303927,Success
EXP_ABL_007_EnumSizeOpt,serde,1,None,EnumSizeOpt,627824,11.632000,17.205719,Success
EXP_ABL_007_EnumSizeOpt,serde,2,None,EnumSizeOpt,627824,11.643400,17.205719,Success
EXP_ABL_007_EnumSizeOpt,serde,3,None,EnumSizeOpt,627824,11.675800,17.205719,Success
EXP_ABL_007_EnumSizeOpt,serde,4,None,EnumSizeOpt,627824,11.832400,17.205719,Success
EXP_ABL_007_EnumSizeOpt,serde,5,None,EnumSizeOpt,627824,11.670800,17.205719,Success
EXP_ABL_007_EnumSizeOpt,serde,6,None,EnumSizeOpt,627824,11.842700,17.205719,Success
EXP_ABL_007_EnumSizeOpt,serde,7,None,EnumSizeOpt,627824,11.644600,17.205719,Success
EXP_ABL_007_EnumSizeOpt,serde,8,None,EnumSizeOpt,627824,11.620700,17.205719,Success
EXP_ABL_007_EnumSizeOpt,serde,9,None,EnumSizeOpt,627824,11.799100,17.205719,Success
EXP_ABL_007_EnumSizeOpt,serde,10,None,EnumSizeOpt,627824,11.775700,17.205719,Success
EXP_ABL_008_ForceInline,serde,1,None,ForceInline,627824,11.750000,17.253648,Success
EXP_ABL_008_ForceInline,serde,2,None,ForceInline,627824,11.630900,17.253648,Success
EXP_ABL_008_ForceInline,serde,3,None,ForceInline,627824,11.648700,17.253648,Success
EXP_ABL_008_ForceInline,serde,4,None,ForceInline,627824,11.727900,17.253648,Success
EXP_ABL_008_ForceInline,serde,5,None,ForceInline,627824,11.619100,17.253648,Success
EXP_ABL_008_ForceInline,serde,6,None,ForceInline,627824,11.829500,17.253648,Success
EXP_ABL_008_ForceInline,serde,7,None,ForceInline,627824,11.625200,17.253648,Success
EXP_ABL_008_ForceInline,serde,8,None,ForceInline,627824,11.610500,17.253648,Success
EXP_ABL_008_ForceInline,serde,9,None,ForceInline,627824,11.645000,17.253648,Success
EXP_ABL_008_ForceInline,serde,10,None,ForceInline,627824,11.617600,17.253648,Success
EXP_ABL_009_GVN,serde,1,None,GVN,622320,12.896700,16.932044,Success
EXP_ABL_009_GVN,serde,2,None,GVN,622320,12.945000,16.932044,Success
EXP_ABL_009_GVN,serde,3,None,GVN,622320,13.188700,16.932044,Success
EXP_ABL_009_GVN,serde,4,None,GVN,622320,12.942500,16.932044,Success
EXP_ABL_009_GVN,serde,5,None,GVN,622320,13.115800,16.932044,Success
EXP_ABL_009_GVN,serde,6,None,GVN,622320,12.970200,16.932044,Success
EXP_ABL_009_GVN,serde,7,None,GVN,622320,12.922600,16.932044,Success
EXP_ABL_009_GVN,serde,8,None,GVN,622320,12.936900,16.932044,Success
EXP_ABL_009_GVN,serde,9,None,GVN,622320,13.010500,16.932044,Success
EXP_ABL_009_GVN,serde,10,None,GVN,622320,12.968000,16.932044,Success
EXP_ABL_010_ImpossiblePredicates,serde,1,None,ImpossiblePredicates,627824,11.600300,16.635665,Success
EXP_ABL_010_ImpossiblePredicates,serde,2,None,ImpossiblePredicates,627824,11.672300,16.635665,Success
EXP_ABL_010_ImpossiblePredicates,serde,3,None,ImpossiblePredicates,627824,11.724000,16.635665,Success
EXP_ABL_010_ImpossiblePredicates,serde,4,None,ImpossiblePredicates,627824,11.812700,16.635665,Success
EXP_ABL_010_ImpossiblePredicates,serde,5,None,ImpossiblePredicates,627824,11.619500,16.635665,Success
EXP_ABL_010_ImpossiblePredicates,serde,6,None,ImpossiblePredicates,627824,11.614300,16.635665,Success
EXP_ABL_010_ImpossiblePredicates,serde,7,None,ImpossiblePredicates,627824,11.584100,16.635665,Success
EXP_ABL_010_ImpossiblePredicates,serde,8,None,ImpossiblePredicates,627824,11.670000,16.635665,Success
EXP_ABL_010_ImpossiblePredicates,serde,9,None,ImpossiblePredicates,627824,11.712000,16.635665,Success
EXP_ABL_010_ImpossiblePredicates,serde,10,None,ImpossiblePredicates,627824,11.656400,16.635665,Success
EXP_ABL_011_Inline,serde,1,None,Inline,628736,13.622900,16.240777,Success
EXP_ABL_011_Inline,serde,2,None,Inline,628736,13.418400,16.240777,Success
EXP_ABL_011_Inline,serde,3,None,Inline,628736,13.670600,16.240777,Success
EXP_ABL_011_Inline,serde,4,None,Inline,628736,13.484500,16.240777,Success
EXP_ABL_011_Inline,serde,5,None,Inline,628736,13.411200,16.240777,Success
EXP_ABL_011_Inline,serde,6,None,Inline,628736,13.354100,16.240777,Success
EXP_ABL_011_Inline,serde,7,None,Inline,628736,13.403700,16.240777,Success
EXP_ABL_011_Inline,serde,8,None,Inline,628736,13.387700,16.240777,Success
EXP_ABL_011_Inline,serde,9,None,Inline,628736,13.449300,16.240777,Success
EXP_ABL_011_Inline,serde,10,None,Inline,628736,13.621100,16.240777,Success
EXP_ABL_012_InstSimplify-after-simplifycfg,serde,1,None,InstSimplify-after-simplifycfg,616856,12.202600,15.719841,Success
EXP_ABL_012_InstSimplify-after-simplifycfg,serde,2,None,InstSimplify-after-simplifycfg,616856,12.157700,15.719841,Success
EXP_ABL_012_InstSimplify-after-simplifycfg,serde,3,None,InstSimplify-after-simplifycfg,616856,12.153100,15.719841,Success
EXP_ABL_012_InstSimplify-after-simplifycfg,serde,4,None,InstSimplify-after-simplifycfg,616856,12.418800,15.719841,Success
EXP_ABL_012_InstSimplify-after-simplifycfg,serde,5,None,InstSimplify-after-simplifycfg,616856,12.177200,15.719841,Success
EXP_ABL_012_InstSimplify-after-simplifycfg,serde,6,None,InstSimplify-after-simplifycfg,616856,12.268200,15.719841,Success
EXP_ABL_012_InstSimplify-after-simplifycfg,serde,7,None,InstSimplify-after-simplifycfg,616856,12.213600,15.719841,Success
EXP_ABL_012_InstSimplify-after-simplifycfg,serde,8,None,InstSimplify-after-simplifycfg,616856,12.198500,15.719841,Success
EXP_ABL_012_InstSimplify-after-simplifycfg,serde,9,None,InstSimplify-after-simplifycfg,616856,12.428200,15.719841,Success
EXP_ABL_012_InstSimplify-after-simplifycfg,serde,10,None,InstSimplify-after-simplifycfg,616856,12.160100,15.719841,Success
EXP_ABL_013_InstSimplify-before-inline,serde,1,None,InstSimplify-before-inline,627824,11.725700,15.906608,Success
EXP_ABL_013_InstSimplify-before-inline,serde,2,None,InstSimplify-before-inline,627824,11.653200,15.906608,Success
EXP_ABL_013_InstSimplify-before-inline,serde,3,None,InstSimplify-before-inline,627824,11.666800,15.906608,Success
EXP_ABL_013_InstSimplify-before-inline,serde,4,None,InstSimplify-before-inline,627824,11.618100,15.906608,Success
EXP_ABL_013_InstSimplify-before-inline,serde,5,None,InstSimplify-before-inline,627824,11.613100,15.906608,Success
EXP_ABL_013_InstSimplify-before-inline,serde,6,None,InstSimplify-before-inline,627824,11.717300,15.906608,Success
EXP_ABL_013_InstSimplify-before-inline,serde,7,None,InstSimplify-before-inline,627824,11.595200,15.906608,Success
EXP_ABL_013_InstSimplify-before-inline,serde,8,None,InstSimplify-before-inline,627824,11.586300,15.906608,Success
EXP_ABL_013_InstSimplify-before-inline,serde,9,None,InstSimplify-before-inline,627824,11.637300,15.906608,Success
EXP_ABL_013_InstSimplify-before-inline,serde,10,None,InstSimplify-before-inline,627824,11.654400,15.906608,Success
EXP_ABL_014_JumpThreading,serde,1,None,JumpThreading,622280,13.139800,15.863528,Success
EXP_ABL_014_JumpThreading,serde,2,None,JumpThreading,622280,13.208300,15.863528,Success
EXP_ABL_014_JumpThreading,serde,3,None,JumpThreading,622280,13.247500,15.863528,Success
EXP_ABL_014_JumpThreading,serde,4,None,JumpThreading,622280,13.283200,15.863528,Success
EXP_ABL_014_JumpThreading,serde,5,None,JumpThreading,622280,13.276200,15.863528,Success
EXP_ABL_014_JumpThreading,serde,6,None,JumpThreading,622280,13.224900,15.863528,Success
EXP_ABL_014_JumpThreading,serde,7,None,JumpThreading,622280,13.293500,15.863528,Success
EXP_ABL_014_JumpThreading,serde,8,None,JumpThreading,622280,13.158900,15.863528,Success
EXP_ABL_014_JumpThreading,serde,9,None,JumpThreading,622280,13.192800,15.863528,Success
EXP_ABL_014_JumpThreading,serde,10,None,JumpThreading,622280,13.194400,15.863528,Success
EXP_ABL_015_MatchBranchSimplification,serde,1,None,MatchBranchSimplification,627832,11.760000,16.001817,Success
EXP_ABL_015_MatchBranchSimplification,serde,2,None,MatchBranchSimplification,627832,11.638600,16.001817,Success
EXP_ABL_015_MatchBranchSimplification,serde,3,None,MatchBranchSimplification,627832,11.532900,16.001817,Success
EXP_ABL_015_MatchBranchSimplification,serde,4,None,MatchBranchSimplification,627832,11.654000,16.001817,Success
EXP_ABL_015_MatchBranchSimplification,serde,5,None,MatchBranchSimplification,627832,11.638700,16.001817,Success
EXP_ABL_015_MatchBranchSimplification,serde,6,None,MatchBranchSimplification,627832,11.570700,16.001817,Success
EXP_ABL_015_MatchBranchSimplification,serde,7,None,MatchBranchSimplification,627832,11.544400,16.001817,Success
EXP_ABL_015_MatchBranchSimplification,serde,8,None,MatchBranchSimplification,627832,11.638000,16.001817,Success
EXP_ABL_015_MatchBranchSimplification,serde,9,None,MatchBranchSimplification,627832,11.751300,16.001817,Success
EXP_ABL_015_MatchBranchSimplification,serde,10,None,MatchBranchSimplification,627832,11.653800,16.001817,Success
EXP_ABL_016_ReferencePropagation,serde,1,None,ReferencePropagation,628016,11.594600,15.481661,Success
EXP_ABL_016_ReferencePropagation,serde,2,None,ReferencePropagation,628016,11.668100,15.481661,Success
EXP_ABL_016_ReferencePropagation,serde,3,None,ReferencePropagation,628016,11.631000,15.481661,Success
EXP_ABL_016_ReferencePropagation,serde,4,None,ReferencePropagation,628016,11.500600,15.481661,Success
EXP_ABL_016_ReferencePropagation,serde,5,None,ReferencePropagation,628016,11.954200,15.481661,Success
EXP_ABL_016_ReferencePropagation,serde,6,None,ReferencePropagation,628016,11.749800,15.481661,Success
EXP_ABL_016_ReferencePropagation,serde,7,None,ReferencePropagation,628016,11.496100,15.481661,Success
EXP_ABL_016_ReferencePropagation,serde,8,None,ReferencePropagation,628016,11.480700,15.481661,Success
EXP_ABL_016_ReferencePropagation,serde,9,None,ReferencePropagation,628016,11.521600,15.481661,Success
EXP_ABL_016_ReferencePropagation,serde,10,None,ReferencePropagation,628016,11.558900,15.481661,Success
EXP_ABL_017_ScalarReplacementOfAggregates,serde,1,None,ScalarReplacementOfAggregates,628088,11.614300,15.907949,Success
EXP_ABL_017_ScalarReplacementOfAggregates,serde,2,None,ScalarReplacementOfAggregates,628088,11.645700,15.907949,Success
EXP_ABL_017_ScalarReplacementOfAggregates,serde,3,None,ScalarReplacementOfAggregates,628088,11.750800,15.907949,Success
EXP_ABL_017_ScalarReplacementOfAggregates,serde,4,None,ScalarReplacementOfAggregates,628088,11.713600,15.907949,Success
EXP_ABL_017_ScalarReplacementOfAggregates,serde,5,None,ScalarReplacementOfAggregates,628088,11.629300,15.907949,Success
EXP_ABL_017_ScalarReplacementOfAggregates,serde,6,None,ScalarReplacementOfAggregates,628088,11.730200,15.907949,Success
EXP_ABL_017_ScalarReplacementOfAggregates,serde,7,None,ScalarReplacementOfAggregates,628088,11.607000,15.907949,Success
EXP_ABL_017_ScalarReplacementOfAggregates,serde,8,None,ScalarReplacementOfAggregates,628088,11.721600,15.907949,Success
EXP_ABL_017_ScalarReplacementOfAggregates,serde,9,None,ScalarReplacementOfAggregates,628088,11.607400,15.907949,Success
EXP_ABL_017_ScalarReplacementOfAggregates,serde,10,None,ScalarReplacementOfAggregates,628088,11.614600,15.907949,Success
EXP_ABL_018_SingleUseConsts,serde,1,None,SingleUseConsts,627824,11.591500,16.052431,Success
EXP_ABL_018_SingleUseConsts,serde,2,None,SingleUseConsts,627824,11.603600,16.052431,Success
EXP_ABL_018_SingleUseConsts,serde,3,None,SingleUseConsts,627824,11.634900,16.052431,Success
EXP_ABL_018_SingleUseConsts,serde,4,None,SingleUseConsts,627824,11.634300,16.052431,Success
EXP_ABL_018_SingleUseConsts,serde,5,None,SingleUseConsts,627824,11.711600,16.052431,Success
EXP_ABL_018_SingleUseConsts,serde,6,None,SingleUseConsts,627824,11.595100,16.052431,Success
EXP_ABL_018_SingleUseConsts,serde,7,None,SingleUseConsts,627824,11.625700,16.052431,Success
EXP_ABL_018_SingleUseConsts,serde,8,None,SingleUseConsts,627824,11.777500,16.052431,Success
EXP_ABL_018_SingleUseConsts,serde,9,None,SingleUseConsts,627824,11.699400,16.052431,Success
EXP_ABL_018_SingleUseConsts,serde,10,None,SingleUseConsts,627824,11.643900,16.052431,Success
EXP_ABL_019_UnreachableEnumBranching,serde,1,None,UnreachableEnumBranching,627816,11.617000,16.214369,Success
EXP_ABL_019_UnreachableEnumBranching,serde,2,None,UnreachableEnumBranching,627816,11.682400,16.214369,Success
EXP_ABL_019_UnreachableEnumBranching,serde,3,None,UnreachableEnumBranching,627816,11.606700,16.214369,Success
EXP_ABL_019_UnreachableEnumBranching,serde,4,None,UnreachableEnumBranching,627816,11.591300,16.214369,Success
EXP_ABL_019_UnreachableEnumBranching,serde,5,None,UnreachableEnumBranching,627816,11.748100,16.214369,Success
EXP_ABL_019_UnreachableEnumBranching,serde,6,None,UnreachableEnumBranching,627816,11.756400,16.214369,Success
EXP_ABL_019_UnreachableEnumBranching,serde,7,None,UnreachableEnumBranching,627816,11.599600,16.214369,Success
EXP_ABL_019_UnreachableEnumBranching,serde,8,None,UnreachableEnumBranching,627816,12.219000,16.214369,Success
EXP_ABL_019_UnreachableEnumBranching,serde,9,None,UnreachableEnumBranching,627816,11.600000,16.214369,Success
EXP_ABL_019_UnreachableEnumBranching,serde,10,None,UnreachableEnumBranching,627816,11.801700,16.214369,Success
EXP_ABL_020_UnreachablePropagation,serde,1,None,UnreachablePropagation,627824,11.613800,15.945543,Success
EXP_ABL_020_UnreachablePropagation,serde,2,None,UnreachablePropagation,627824,11.746000,15.945543,Success
EXP_ABL_020_UnreachablePropagation,serde,3,None,UnreachablePropagation,627824,11.585800,15.945543,Success
EXP_ABL_020_UnreachablePropagation,serde,4,None,UnreachablePropagation,627824,11.619100,15.945543,Success
EXP_ABL_020_UnreachablePropagation,serde,5,None,UnreachablePropagation,627824,11.689000,15.945543,Success
EXP_ABL_020_UnreachablePropagation,serde,6,None,UnreachablePropagation,627824,11.590000,15.945543,Success
EXP_ABL_020_UnreachablePropagation,serde,7,None,UnreachablePropagation,627824,11.733600,15.945543,Success
EXP_ABL_020_UnreachablePropagation,serde,8,None,UnreachablePropagation,627824,11.769400,15.945543,Success
EXP_ABL_020_UnreachablePropagation,serde,9,None,UnreachablePropagation,627824,11.592400,15.945543,Success
EXP_ABL_020_UnreachablePropagation,serde,10,None,UnreachablePropagation,627824,11.655400,15.945543,Success
EXP_001_DISABLE_ALL,serde,1,All,None,634224,12.984500,14.562923,Success
EXP_001_DISABLE_ALL,serde,2,All,None,634224,13.012200,14.562923,Success
EXP_001_DISABLE_ALL,serde,3,All,None,634224,13.016100,14.562923,Success
EXP_001_DISABLE_ALL,serde,4,All,None,634224,13.091000,14.562923,Success
EXP_001_DISABLE_ALL,serde,5,All,None,634224,13.040200,14.562923,Success
EXP_001_DISABLE_ALL,serde,6,All,None,634224,13.104000,14.562923,Success
EXP_001_DISABLE_ALL,serde,7,All,None,634224,13.014500,14.562923,Success
EXP_001_DISABLE_ALL,serde,8,All,None,634224,13.072300,14.562923,Success
EXP_001_DISABLE_ALL,serde,9,All,None,634224,13.029200,14.562923,Success
EXP_001_DISABLE_ALL,serde,10,All,None,634224,13.004900,14.562923,Success
EXP_ABL_001_disable-binop-extract-shuffle,serde,1,binop-extract-shuffle,None,627824,11.615000,16.118277,Success
EXP_ABL_001_disable-binop-extract-shuffle,serde,2,binop-extract-shuffle,None,627824,11.686400,16.118277,Success
EXP_ABL_001_disable-binop-extract-shuffle,serde,3,binop-extract-shuffle,None,627824,11.578500,16.118277,Success
EXP_ABL_001_disable-binop-extract-shuffle,serde,4,binop-extract-shuffle,None,627824,11.604600,16.118277,Success
EXP_ABL_001_disable-binop-extract-shuffle,serde,5,binop-extract-shuffle,None,627824,11.780700,16.118277,Success
EXP_ABL_001_disable-binop-extract-shuffle,serde,6,binop-extract-shuffle,None,627824,11.698800,16.118277,Success
EXP_ABL_001_disable-binop-extract-shuffle,serde,7,binop-extract-shuffle,None,627824,11.639400,16.118277,Success
EXP_ABL_001_disable-binop-extract-shuffle,serde,8,binop-extract-shuffle,None,627824,11.589200,16.118277,Success
EXP_ABL_001_disable-binop-extract-shuffle,serde,9,binop-extract-shuffle,None,627824,11.657100,16.118277,Success
EXP_ABL_001_disable-binop-extract-shuffle,serde,10,binop-extract-shuffle,None,627824,11.795200,16.118277,Success
EXP_ABL_002_disable-expand-reductions,serde,1,expand-reductions,None,627856,11.607000,15.858434,Success
EXP_ABL_002_disable-expand-reductions,serde,2,expand-reductions,None,627856,11.764700,15.858434,Success
EXP_ABL_002_disable-expand-reductions,serde,3,expand-reductions,None,627856,11.734000,15.858434,Success
EXP_ABL_002_disable-expand-reductions,serde,4,expand-reductions,None,627856,11.588700,15.858434,Success
EXP_ABL_002_disable-expand-reductions,serde,5,expand-reductions,None,627856,11.624400,15.858434,Success
EXP_ABL_002_disable-expand-reductions,serde,6,expand-reductions,None,627856,11.728800,15.858434,Success
EXP_ABL_002_disable-expand-reductions,serde,7,expand-reductions,None,627856,11.678300,15.858434,Success
EXP_ABL_002_disable-expand-reductions,serde,8,expand-reductions,None,627856,11.599700,15.858434,Success
EXP_ABL_002_disable-expand-reductions,serde,9,expand-reductions,None,627856,11.623200,15.858434,Success
EXP_ABL_002_disable-expand-reductions,serde,10,expand-reductions,None,627856,11.790000,15.858434,Success
EXP_ABL_003_disable-interleaved-load-combine,serde,1,interleaved-load-combine,None,627824,11.571400,15.870141,Success
EXP_ABL_003_disable-interleaved-load-combine,serde,2,interleaved-load-combine,None,627824,11.651800,15.870141,Success
EXP_ABL_003_disable-interleaved-load-combine,serde,3,interleaved-load-combine,None,627824,11.619900,15.870141,Success
EXP_ABL_003_disable-interleaved-load-combine,serde,4,interleaved-load-combine,None,627824,11.798400,15.870141,Success
EXP_ABL_003_disable-interleaved-load-combine,serde,5,interleaved-load-combine,None,627824,11.595800,15.870141,Success
EXP_ABL_003_disable-interleaved-load-combine,serde,6,interleaved-load-combine,None,627824,11.680900,15.870141,Success
EXP_ABL_003_disable-interleaved-load-combine,serde,7,interleaved-load-combine,None,627824,11.910600,15.870141,Success
EXP_ABL_003_disable-interleaved-load-combine,serde,8,interleaved-load-combine,None,627824,11.612500,15.870141,Success
EXP_ABL_003_disable-interleaved-load-combine,serde,9,interleaved-load-combine,None,627824,11.594400,15.870141,Success
EXP_ABL_003_disable-interleaved-load-combine,serde,10,interleaved-load-combine,None,627824,11.841000,15.870141,Success
EXP_ABL_004_disable-loop-idiom-vectorize-all,serde,1,loop-idiom-vectorize-all,None,627824,11.602900,15.716952,Success
EXP_ABL_004_disable-loop-idiom-vectorize-all,serde,2,loop-idiom-vectorize-all,None,627824,11.662900,15.716952,Success
EXP_ABL_004_disable-loop-idiom-vectorize-all,serde,3,loop-idiom-vectorize-all,None,627824,12.073400,15.716952,Success
EXP_ABL_004_disable-loop-idiom-vectorize-all,serde,4,loop-idiom-vectorize-all,None,627824,11.733200,15.716952,Success
EXP_ABL_004_disable-loop-idiom-vectorize-all,serde,5,loop-idiom-vectorize-all,None,627824,11.613300,15.716952,Success
EXP_ABL_004_disable-loop-idiom-vectorize-all,serde,6,loop-idiom-vectorize-all,None,627824,11.649700,15.716952,Success
EXP_ABL_004_disable-loop-idiom-vectorize-all,serde,7,loop-idiom-vectorize-all,None,627824,11.680600,15.716952,Success
EXP_ABL_004_disable-loop-idiom-vectorize-all,serde,8,loop-idiom-vectorize-all,None,627824,11.592100,15.716952,Success
EXP_ABL_004_disable-loop-idiom-vectorize-all,serde,9,loop-idiom-vectorize-all,None,627824,11.727000,15.716952,Success
EXP_ABL_004_disable-loop-idiom-vectorize-all,serde,10,loop-idiom-vectorize-all,None,627824,11.639700,15.716952,Success
EXP_ABL_005_disable-loop-idiom-vectorize-bytecmp,serde,1,loop-idiom-vectorize-bytecmp,None,627824,11.682900,15.896785,Success
EXP_ABL_005_disable-loop-idiom-vectorize-bytecmp,serde,2,loop-idiom-vectorize-bytecmp,None,627824,11.679700,15.896785,Success
