ConfigName,Mode,LLVM_Pass,MIR_Pass,n,runtime_med,compile_med,size_med,runtime_delta_pct,compile_delta_pct,size_delta_pct,MIR_BB_Last,MIR_BB_Last_delta,MIR_TermBlocks_Last,MIR_TermBlocks_Last_delta,MIR_Goto_Last,MIR_Goto_Last_delta,MIR_SwitchInt_Last,MIR_SwitchInt_Last_delta,MIR_Locals_Last,MIR_Locals_Last_delta,LLVM_BB,LLVM_BB_delta,LLVM_br,LLVM_br_delta,LLVM_switch,LLVM_switch_delta,LICM_Remarks_Passed,LICM_Remarks_Passed_delta,LICM_Remarks_Missed,LICM_Remarks_Missed_delta,HotLoop_SCCSize,HotLoop_SCCSize_delta,HotLoop_Loads,HotLoop_Loads_delta,FactorConst_InHotLoop,FactorConst_InHotLoop_delta,FactorConst_OutHotLoop,FactorConst_OutHotLoop_delta,FactorConst_Total,FactorConst_Total_delta,FactorConst_Hoisted,FactorConst_Hoisted_delta,licm_pass_rate,factor_hoist_rate
EXP_DBL_1619,easy,demotion,UnreachablePropagation,3,3.900663,15.639233,417160.0,-31.687473927439203,7797.924420630552,0.0,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1654,easy,mr-partial-inlining,UnreachablePropagation,3,3.909698,13.808214,417160.0,-31.529243474548096,6873.246741441391,0.0,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1647,easy,whole-program-visibility,UnreachablePropagation,3,3.919159,15.675369,417160.0,-31.36355246018144,7816.173358853028,0.0,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1652,easy,dfa-sched,UnreachablePropagation,3,3.920403,14.756392,417160.0,-31.34176621962842,7352.0834069802095,0.0,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1656,easy,partial-libcall-inlining,UnreachablePropagation,3,3.920912,14.982417,417160.0,-31.332852074578998,7466.227647121206,0.0,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1641,easy,nounwind-inference,UnreachablePropagation,3,3.925621,16.398211,417192.0,-31.25038309808046,8181.213734174338,0.007670917633517682,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1627,easy,phi-elim-edge-splitting,UnreachablePropagation,3,3.928733,17.1582,416184.0,-31.195882470587698,8565.01360994258,-0.23396298782242253,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1626,easy,non-allocatable-phys-copy-opt,UnreachablePropagation,3,3.930602,15.885121,417160.0,-31.163150570592848,7922.099617709591,0.0,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1623,easy,machine-dce,UnreachablePropagation,3,3.933056,16.492006,417160.0,-31.12017353336044,8228.580879419444,0.0,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1651,easy,complex-addr-modes,UnreachablePropagation,3,3.940674,14.126435,417144.0,-30.98675907955586,7033.95062040128,-0.003835458816758841,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1628,easy,postra-machine-sink,UnreachablePropagation,3,3.945969,15.194447,417208.0,-30.89402745276467,7573.304312256019,0.011506376450287625,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1653,easy,i2p-p2i-opt,UnreachablePropagation,3,3.955033,14.281831,417160.0,-30.735289121275457,7112.426710837958,0.0,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,246.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.13197424892703863,0.0
EXP_DBL_1642,easy,ondemand-mds-loading,UnreachablePropagation,3,3.956533,14.810058,417160.0,-30.709019538615067,7379.185120469455,0.0,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1610,easy,cgp-ext-ld-promotion,UnreachablePropagation,3,3.965362,10.689823,417240.0,-30.554396775075986,5298.437002883591,0.019177294083805307,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1618,easy,copyprop,UnreachablePropagation,3,3.98104,16.112608,417528.0,-30.279827097109536,8036.982178297823,0.08821555278550886,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1660,easy,strictnode-mutation,UnreachablePropagation,3,3.981508,14.373537,417160.0,-30.271630987319497,7158.738896155382,0.0,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1629,easy,preinline,UnreachablePropagation,3,3.993585,15.802122,417160.0,-30.060125820793115,7880.184529611094,0.0,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1620,easy,gep-const-evaluation,UnreachablePropagation,3,3.99891,16.366536,417160.0,-29.966868802348714,8165.2176328295045,0.0,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1644,easy,sample-loader-inlining,UnreachablePropagation,3,4.018377,14.58408,417160.0,-29.62594215858212,7265.064615664312,0.0,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1638,easy,last-run-tracking,UnreachablePropagation,3,4.018505,14.628432,417160.0,-29.623700487528424,7287.4626925971,0.0,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1645,easy,thinlto-funcattrs,UnreachablePropagation,3,4.022321,14.032364,417160.0,-29.556870669240386,6986.444093183918,0.0,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1643,easy,ra-fsprofile-loader,UnreachablePropagation,3,4.041027,14.840895,417160.0,-29.229271460410168,7394.758025826066,0.0,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1636,easy,cgdata-for-merging,UnreachablePropagation,3,4.047251,15.243824,417160.0,-29.120270205424635,7598.240050096709,0.0,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1650,easy,cgp-gc-opts,UnreachablePropagation,3,4.061647,15.44179,417160.0,-28.868152264105284,7698.21429473227,0.0,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1622,easy,machine-cse,UnreachablePropagation,3,4.068479,15.683851,418056.0,-28.74850307161474,7820.456829464138,0.21478569373860612,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1637,easy,global-outlining,UnreachablePropagation,3,4.108844,14.768776,417160.0,-28.04158860222352,7358.337415474429,0.0,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1621,easy,icp,UnreachablePropagation,3,4.120763,17.926438,417160.0,-27.83285049840404,8952.979289656949,0.0,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1630,easy,select-optimize,UnreachablePropagation,3,4.178966,16.297665,417160.0,-26.813538152015425,8130.437285687592,0.0,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1631,easy,ssc,UnreachablePropagation,3,4.203891,15.785332,418376.0,-26.377025253475207,7871.705459632254,0.29149487007382735,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1639,easy,layout-fsprofile-loader,UnreachablePropagation,3,4.220042,14.801022,417160.0,-26.094171900443186,7374.621875899544,0.0,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1634,easy,bitcode-version-upgrade,UnreachablePropagation,3,4.231108,14.187486,417160.0,-25.900372432629904,7064.781811662635,0.0,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1624,easy,machine-sink,UnreachablePropagation,3,4.281972,15.623974,417704.0,-25.009588397671045,7790.21851659201,0.1304055997698672,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1632,easy,type-promotion,UnreachablePropagation,3,4.360422,15.316721,417160.0,-23.63568922453243,7635.053556007817,0.0,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1633,easy,auto-upgrade-debug-info,UnreachablePropagation,3,4.554875,15.332973,417160.0,-20.230223119824675,7643.2609321421905,0.0,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1635,easy,cfi-fixup,UnreachablePropagation,3,4.564027,14.253151,417160.0,-20.069943639486056,7097.9431058949485,0.0,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1593,easy,preheader-prot,UnreachablePropagation,3,4.580038,15.920874,417208.0,-19.789542114169013,7940.155138195205,0.011506376450287625,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1595,easy,branch-fold,UnreachablePropagation,3,4.602841,11.375041,419032.0,-19.3901919185657,5644.476989349399,0.44874868156103975,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1604,easy,ifcvt-simple-false,UnreachablePropagation,3,4.640693,11.49093,417160.0,-18.727287756658207,5703.001762474939,0.0,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1579,easy,expand-reductions,UnreachablePropagation,3,4.667501,11.576151,417208.0,-18.257797775351648,5746.038976451517,0.011506376450287625,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1592,easy,postra-machine-licm,UnreachablePropagation,3,4.674304,11.424424,417176.0,-18.138656461459192,5669.415757232965,0.0038354588167699433,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1590,easy,lsr,UnreachablePropagation,3,4.688603,10.823352,415944.0,-17.88823728648522,5365.870102061944,-0.29149487007382735,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1605,easy,ifcvt-triangle,UnreachablePropagation,3,4.697894,11.421724,417160.0,-17.725523491486726,5668.052237939167,0.0,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1589,easy,loop-level-heuristics,UnreachablePropagation,3,4.700282,11.495464,417160.0,-17.68370231589139,5705.291464874228,0.0,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1598,easy,chr,UnreachablePropagation,3,4.703126,11.508612,417160.0,-17.63389518716727,5711.931298827878,0.0,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1599,easy,early-ifcvt,UnreachablePropagation,3,4.708509,11.66632,417160.0,-17.53962241152667,5791.574965785766,0.0,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1581,easy,loop-idiom-vectorize-all,UnreachablePropagation,3,4.708769,11.710086,417160.0,-17.535069017198868,5813.677108531087,0.0,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1602,easy,ifcvt-forked-diamond,UnreachablePropagation,3,4.709064,11.565716,417160.0,-17.52990266594233,5740.76922688456,0.0,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1591,easy,machine-licm,UnreachablePropagation,3,4.712395,11.044859,414904.0,-17.471566679381144,5477.732719917987,-0.5407996931632963,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1596,easy,cgp-branch-opts,UnreachablePropagation,3,4.712964,11.440629,417160.0,-17.46160175102529,5677.599398031482,0.0,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1608,easy,tail-calls,UnreachablePropagation,3,4.713038,11.157011,417160.0,-17.460305784947394,5534.370281339481,0.0,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1601,easy,ifcvt-diamond,UnreachablePropagation,3,4.713404,11.637235,417160.0,-17.45389600677826,5776.886832948687,0.0,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1585,easy,vector-combine,UnreachablePropagation,3,4.717427,11.363352,417192.0,-17.383440986083077,5638.573960821546,0.007670917633517682,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,243.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1305749596990865,0.0
EXP_DBL_1382,easy,ssc,ScalarReplacementOfAggregates,3,4.719038,12.316524,418376.0,-17.355227454305812,6119.9326320467435,0.29149487007382735,8.0,,7.0,,4.0,,2.0,,36.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1389,easy,last-run-tracking,ScalarReplacementOfAggregates,3,4.722283,12.475561,417160.0,-17.298397590483827,6200.247453501468,0.0,8.0,,7.0,,4.0,,2.0,,36.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1597,easy,cgp-select2branch,UnreachablePropagation,3,4.72351,11.332355,417096.0,-17.276909071867617,5622.920254321598,-0.015341835267046466,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_0212,easy,machine-dce,DeadStoreElimination-final,3,4.725792,12.479956,417160.0,-17.236944280113608,6202.466959907482,0.0,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1600,easy,early-taildup,UnreachablePropagation,3,4.725825,11.733241,417256.0,-17.236366349295075,5825.370548993268,0.02301275290057525,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1365,easy,adv-copy-opt,ScalarReplacementOfAggregates,3,4.727929,12.064651,417128.0,-17.199518881350105,5992.734967199786,-0.007670917633517682,8.0,,7.0,,4.0,,2.0,,36.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1387,easy,cgdata-for-merging,ScalarReplacementOfAggregates,3,4.729852,11.392553,417160.0,-17.165841276379478,5653.320674487543,0.0,8.0,,7.0,,4.0,,2.0,,36.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
EXP_DBL_1321,easy,i2p-p2i-opt,ReferencePropagation,3,4.731158,11.877674,417160.0,-17.142969226409832,5898.310246089983,0.0,8.0,,7.0,,4.0,,2.0,,42.0,,10.0,,9.0,,0.0,,246.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.13197424892703863,0.0
EXP_DBL_1531,easy,adv-copy-opt,UnreachableEnumBranching,3,4.731661,12.210681,417128.0,-17.13416015969105,6066.481160708424,-0.007670917633517682,8.0,,7.0,,4.0,,2.0,,34.0,,10.0,,9.0,,0.0,,247.0,,1618.0,,6.0,,9.0,,5.0,,2.0,,7.0,,0.0,,0.1324396782841823,0.0
