Experiment_ID,Type,Category,LLVM_Arg,MIR_Pass,RUSTFLAGS,Description
EXP_CodeGen_DBL_0017,Double_Disable,CodeGen,-disable-2addr-hack,DeadStoreElimination-initial,-C llvm-args=-disable-2addr-hack -Z mir-enable-passes=-DeadStoreElimination-initial,Disable LLVM -disable-2addr-hack AND MIR DeadStoreElimination-initial
EXP_CodeGen_DBL_0018,Double_Disable,CodeGen,-disable-2addr-hack,DestinationPropagation,-C llvm-args=-disable-2addr-hack -Z mir-enable-passes=-DestinationPropagation,Disable LLVM -disable-2addr-hack AND MIR DestinationPropagation
EXP_CodeGen_DBL_0019,Double_Disable,CodeGen,-disable-2addr-hack,EarlyOtherwiseBranch,-C llvm-args=-disable-2addr-hack -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-2addr-hack AND MIR EarlyOtherwiseBranch
EXP_CodeGen_DBL_0020,Double_Disable,CodeGen,-disable-2addr-hack,EnumSizeOpt,-C llvm-args=-disable-2addr-hack -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-2addr-hack AND MIR EnumSizeOpt
EXP_CodeGen_DBL_0021,Double_Disable,CodeGen,-disable-2addr-hack,ForceInline,-C llvm-args=-disable-2addr-hack -Z mir-enable-passes=-ForceInline,Disable LLVM -disable-2addr-hack AND MIR ForceInline
EXP_CodeGen_DBL_0022,Double_Disable,CodeGen,-disable-2addr-hack,GVN,-C llvm-args=-disable-2addr-hack -Z mir-enable-passes=-GVN,Disable LLVM -disable-2addr-hack AND MIR GVN
EXP_CodeGen_DBL_0023,Double_Disable,CodeGen,-disable-2addr-hack,ImpossiblePredicates,-C llvm-args=-disable-2addr-hack -Z mir-enable-passes=-ImpossiblePredicates,Disable LLVM -disable-2addr-hack AND MIR ImpossiblePredicates
EXP_CodeGen_DBL_0024,Double_Disable,CodeGen,-disable-2addr-hack,Inline,-C llvm-args=-disable-2addr-hack -Z mir-enable-passes=-Inline,Disable LLVM -disable-2addr-hack AND MIR Inline
EXP_CodeGen_DBL_0025,Double_Disable,CodeGen,-disable-2addr-hack,InstSimplify-after-simplifycfg,-C llvm-args=-disable-2addr-hack -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-2addr-hack AND MIR InstSimplify-after-simplifycfg
EXP_CodeGen_DBL_0026,Double_Disable,CodeGen,-disable-2addr-hack,InstSimplify-before-inline,-C llvm-args=-disable-2addr-hack -Z mir-enable-passes=-InstSimplify-before-inline,Disable LLVM -disable-2addr-hack AND MIR InstSimplify-before-inline
EXP_CodeGen_DBL_0027,Double_Disable,CodeGen,-disable-2addr-hack,JumpThreading,-C llvm-args=-disable-2addr-hack -Z mir-enable-passes=-JumpThreading,Disable LLVM -disable-2addr-hack AND MIR JumpThreading
EXP_CodeGen_DBL_0028,Double_Disable,CodeGen,-disable-2addr-hack,MatchBranchSimplification,-C llvm-args=-disable-2addr-hack -Z mir-enable-passes=-MatchBranchSimplification,Disable LLVM -disable-2addr-hack AND MIR MatchBranchSimplification
EXP_CodeGen_DBL_0029,Double_Disable,CodeGen,-disable-2addr-hack,ReferencePropagation,-C llvm-args=-disable-2addr-hack -Z mir-enable-passes=-ReferencePropagation,Disable LLVM -disable-2addr-hack AND MIR ReferencePropagation
EXP_CodeGen_DBL_0030,Double_Disable,CodeGen,-disable-2addr-hack,ScalarReplacementOfAggregates,-C llvm-args=-disable-2addr-hack -Z mir-enable-passes=-ScalarReplacementOfAggregates,Disable LLVM -disable-2addr-hack AND MIR ScalarReplacementOfAggregates
EXP_CodeGen_DBL_0031,Double_Disable,CodeGen,-disable-2addr-hack,SingleUseConsts,-C llvm-args=-disable-2addr-hack -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-2addr-hack AND MIR SingleUseConsts
EXP_CodeGen_DBL_0032,Double_Disable,CodeGen,-disable-2addr-hack,UnreachableEnumBranching,-C llvm-args=-disable-2addr-hack -Z mir-enable-passes=-UnreachableEnumBranching,Disable LLVM -disable-2addr-hack AND MIR UnreachableEnumBranching
EXP_CodeGen_DBL_0033,Double_Disable,CodeGen,-disable-2addr-hack,UnreachablePropagation,-C llvm-args=-disable-2addr-hack -Z mir-enable-passes=-UnreachablePropagation,Disable LLVM -disable-2addr-hack AND MIR UnreachablePropagation
EXP_CodeGen_DBL_0034,Double_Disable,CodeGen,-disable-cgp,CopyProp,-C llvm-args=-disable-cgp -Z mir-enable-passes=-CopyProp,Disable LLVM -disable-cgp AND MIR CopyProp
EXP_CodeGen_DBL_0035,Double_Disable,CodeGen,-disable-cgp,DataflowConstProp,-C llvm-args=-disable-cgp -Z mir-enable-passes=-DataflowConstProp,Disable LLVM -disable-cgp AND MIR DataflowConstProp
EXP_CodeGen_DBL_0036,Double_Disable,CodeGen,-disable-cgp,DeadStoreElimination-final,-C llvm-args=-disable-cgp -Z mir-enable-passes=-DeadStoreElimination-final,Disable LLVM -disable-cgp AND MIR DeadStoreElimination-final
EXP_CodeGen_DBL_0037,Double_Disable,CodeGen,-disable-cgp,DeadStoreElimination-initial,-C llvm-args=-disable-cgp -Z mir-enable-passes=-DeadStoreElimination-initial,Disable LLVM -disable-cgp AND MIR DeadStoreElimination-initial
EXP_CodeGen_DBL_0038,Double_Disable,CodeGen,-disable-cgp,DestinationPropagation,-C llvm-args=-disable-cgp -Z mir-enable-passes=-DestinationPropagation,Disable LLVM -disable-cgp AND MIR DestinationPropagation
EXP_CodeGen_DBL_0039,Double_Disable,CodeGen,-disable-cgp,EarlyOtherwiseBranch,-C llvm-args=-disable-cgp -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-cgp AND MIR EarlyOtherwiseBranch
EXP_CodeGen_DBL_0040,Double_Disable,CodeGen,-disable-cgp,EnumSizeOpt,-C llvm-args=-disable-cgp -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-cgp AND MIR EnumSizeOpt
EXP_CodeGen_DBL_0041,Double_Disable,CodeGen,-disable-cgp,ForceInline,-C llvm-args=-disable-cgp -Z mir-enable-passes=-ForceInline,Disable LLVM -disable-cgp AND MIR ForceInline
EXP_CodeGen_DBL_0042,Double_Disable,CodeGen,-disable-cgp,GVN,-C llvm-args=-disable-cgp -Z mir-enable-passes=-GVN,Disable LLVM -disable-cgp AND MIR GVN
EXP_CodeGen_DBL_0043,Double_Disable,CodeGen,-disable-cgp,ImpossiblePredicates,-C llvm-args=-disable-cgp -Z mir-enable-passes=-ImpossiblePredicates,Disable LLVM -disable-cgp AND MIR ImpossiblePredicates
EXP_CodeGen_DBL_0044,Double_Disable,CodeGen,-disable-cgp,Inline,-C llvm-args=-disable-cgp -Z mir-enable-passes=-Inline,Disable LLVM -disable-cgp AND MIR Inline
EXP_CodeGen_DBL_0045,Double_Disable,CodeGen,-disable-cgp,InstSimplify-after-simplifycfg,-C llvm-args=-disable-cgp -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-cgp AND MIR InstSimplify-after-simplifycfg
EXP_CodeGen_DBL_0046,Double_Disable,CodeGen,-disable-cgp,InstSimplify-before-inline,-C llvm-args=-disable-cgp -Z mir-enable-passes=-InstSimplify-before-inline,Disable LLVM -disable-cgp AND MIR InstSimplify-before-inline
EXP_CodeGen_DBL_0047,Double_Disable,CodeGen,-disable-cgp,JumpThreading,-C llvm-args=-disable-cgp -Z mir-enable-passes=-JumpThreading,Disable LLVM -disable-cgp AND MIR JumpThreading
EXP_CodeGen_DBL_0048,Double_Disable,CodeGen,-disable-cgp,MatchBranchSimplification,-C llvm-args=-disable-cgp -Z mir-enable-passes=-MatchBranchSimplification,Disable LLVM -disable-cgp AND MIR MatchBranchSimplification
EXP_CodeGen_DBL_0049,Double_Disable,CodeGen,-disable-cgp,ReferencePropagation,-C llvm-args=-disable-cgp -Z mir-enable-passes=-ReferencePropagation,Disable LLVM -disable-cgp AND MIR ReferencePropagation
EXP_CodeGen_DBL_0050,Double_Disable,CodeGen,-disable-cgp,ScalarReplacementOfAggregates,-C llvm-args=-disable-cgp -Z mir-enable-passes=-ScalarReplacementOfAggregates,Disable LLVM -disable-cgp AND MIR ScalarReplacementOfAggregates
EXP_CodeGen_DBL_0051,Double_Disable,CodeGen,-disable-cgp,SingleUseConsts,-C llvm-args=-disable-cgp -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-cgp AND MIR SingleUseConsts
EXP_CodeGen_DBL_0052,Double_Disable,CodeGen,-disable-cgp,UnreachableEnumBranching,-C llvm-args=-disable-cgp -Z mir-enable-passes=-UnreachableEnumBranching,Disable LLVM -disable-cgp AND MIR UnreachableEnumBranching
EXP_CodeGen_DBL_0053,Double_Disable,CodeGen,-disable-cgp,UnreachablePropagation,-C llvm-args=-disable-cgp -Z mir-enable-passes=-UnreachablePropagation,Disable LLVM -disable-cgp AND MIR UnreachablePropagation
EXP_CodeGen_DBL_0054,Double_Disable,CodeGen,-disable-cgp-gc-opts,CopyProp,-C llvm-args=-disable-cgp-gc-opts -Z mir-enable-passes=-CopyProp,Disable LLVM -disable-cgp-gc-opts AND MIR CopyProp
EXP_CodeGen_DBL_0055,Double_Disable,CodeGen,-disable-cgp-gc-opts,DataflowConstProp,-C llvm-args=-disable-cgp-gc-opts -Z mir-enable-passes=-DataflowConstProp,Disable LLVM -disable-cgp-gc-opts AND MIR DataflowConstProp
EXP_CodeGen_DBL_0056,Double_Disable,CodeGen,-disable-cgp-gc-opts,DeadStoreElimination-final,-C llvm-args=-disable-cgp-gc-opts -Z mir-enable-passes=-DeadStoreElimination-final,Disable LLVM -disable-cgp-gc-opts AND MIR DeadStoreElimination-final
EXP_CodeGen_DBL_0057,Double_Disable,CodeGen,-disable-cgp-gc-opts,DeadStoreElimination-initial,-C llvm-args=-disable-cgp-gc-opts -Z mir-enable-passes=-DeadStoreElimination-initial,Disable LLVM -disable-cgp-gc-opts AND MIR DeadStoreElimination-initial
EXP_CodeGen_DBL_0058,Double_Disable,CodeGen,-disable-cgp-gc-opts,DestinationPropagation,-C llvm-args=-disable-cgp-gc-opts -Z mir-enable-passes=-DestinationPropagation,Disable LLVM -disable-cgp-gc-opts AND MIR DestinationPropagation
EXP_CodeGen_DBL_0059,Double_Disable,CodeGen,-disable-cgp-gc-opts,EarlyOtherwiseBranch,-C llvm-args=-disable-cgp-gc-opts -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-cgp-gc-opts AND MIR EarlyOtherwiseBranch
EXP_CodeGen_DBL_0060,Double_Disable,CodeGen,-disable-cgp-gc-opts,EnumSizeOpt,-C llvm-args=-disable-cgp-gc-opts -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-cgp-gc-opts AND MIR EnumSizeOpt
EXP_CodeGen_DBL_0061,Double_Disable,CodeGen,-disable-cgp-gc-opts,ForceInline,-C llvm-args=-disable-cgp-gc-opts -Z mir-enable-passes=-ForceInline,Disable LLVM -disable-cgp-gc-opts AND MIR ForceInline
EXP_CodeGen_DBL_0062,Double_Disable,CodeGen,-disable-cgp-gc-opts,GVN,-C llvm-args=-disable-cgp-gc-opts -Z mir-enable-passes=-GVN,Disable LLVM -disable-cgp-gc-opts AND MIR GVN
EXP_CodeGen_DBL_0063,Double_Disable,CodeGen,-disable-cgp-gc-opts,ImpossiblePredicates,-C llvm-args=-disable-cgp-gc-opts -Z mir-enable-passes=-ImpossiblePredicates,Disable LLVM -disable-cgp-gc-opts AND MIR ImpossiblePredicates
EXP_CodeGen_DBL_0064,Double_Disable,CodeGen,-disable-cgp-gc-opts,Inline,-C llvm-args=-disable-cgp-gc-opts -Z mir-enable-passes=-Inline,Disable LLVM -disable-cgp-gc-opts AND MIR Inline
EXP_CodeGen_DBL_0065,Double_Disable,CodeGen,-disable-cgp-gc-opts,InstSimplify-after-simplifycfg,-C llvm-args=-disable-cgp-gc-opts -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-cgp-gc-opts AND MIR InstSimplify-after-simplifycfg
EXP_CodeGen_DBL_0066,Double_Disable,CodeGen,-disable-cgp-gc-opts,InstSimplify-before-inline,-C llvm-args=-disable-cgp-gc-opts -Z mir-enable-passes=-InstSimplify-before-inline,Disable LLVM -disable-cgp-gc-opts AND MIR InstSimplify-before-inline
EXP_CodeGen_DBL_0067,Double_Disable,CodeGen,-disable-cgp-gc-opts,JumpThreading,-C llvm-args=-disable-cgp-gc-opts -Z mir-enable-passes=-JumpThreading,Disable LLVM -disable-cgp-gc-opts AND MIR JumpThreading
EXP_CodeGen_DBL_0068,Double_Disable,CodeGen,-disable-cgp-gc-opts,MatchBranchSimplification,-C llvm-args=-disable-cgp-gc-opts -Z mir-enable-passes=-MatchBranchSimplification,Disable LLVM -disable-cgp-gc-opts AND MIR MatchBranchSimplification
EXP_CodeGen_DBL_0069,Double_Disable,CodeGen,-disable-cgp-gc-opts,ReferencePropagation,-C llvm-args=-disable-cgp-gc-opts -Z mir-enable-passes=-ReferencePropagation,Disable LLVM -disable-cgp-gc-opts AND MIR ReferencePropagation
EXP_CodeGen_DBL_0070,Double_Disable,CodeGen,-disable-cgp-gc-opts,ScalarReplacementOfAggregates,-C llvm-args=-disable-cgp-gc-opts -Z mir-enable-passes=-ScalarReplacementOfAggregates,Disable LLVM -disable-cgp-gc-opts AND MIR ScalarReplacementOfAggregates
EXP_CodeGen_DBL_0071,Double_Disable,CodeGen,-disable-cgp-gc-opts,SingleUseConsts,-C llvm-args=-disable-cgp-gc-opts -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-cgp-gc-opts AND MIR SingleUseConsts
EXP_CodeGen_DBL_0072,Double_Disable,CodeGen,-disable-cgp-gc-opts,UnreachableEnumBranching,-C llvm-args=-disable-cgp-gc-opts -Z mir-enable-passes=-UnreachableEnumBranching,Disable LLVM -disable-cgp-gc-opts AND MIR UnreachableEnumBranching
EXP_CodeGen_DBL_0073,Double_Disable,CodeGen,-disable-cgp-gc-opts,UnreachablePropagation,-C llvm-args=-disable-cgp-gc-opts -Z mir-enable-passes=-UnreachablePropagation,Disable LLVM -disable-cgp-gc-opts AND MIR UnreachablePropagation
EXP_CodeGen_DBL_0074,Double_Disable,CodeGen,-disable-complex-addr-modes,CopyProp,-C llvm-args=-disable-complex-addr-modes -Z mir-enable-passes=-CopyProp,Disable LLVM -disable-complex-addr-modes AND MIR CopyProp
EXP_CodeGen_DBL_0075,Double_Disable,CodeGen,-disable-complex-addr-modes,DataflowConstProp,-C llvm-args=-disable-complex-addr-modes -Z mir-enable-passes=-DataflowConstProp,Disable LLVM -disable-complex-addr-modes AND MIR DataflowConstProp
EXP_CodeGen_DBL_0076,Double_Disable,CodeGen,-disable-complex-addr-modes,DeadStoreElimination-final,-C llvm-args=-disable-complex-addr-modes -Z mir-enable-passes=-DeadStoreElimination-final,Disable LLVM -disable-complex-addr-modes AND MIR DeadStoreElimination-final
EXP_CodeGen_DBL_0077,Double_Disable,CodeGen,-disable-complex-addr-modes,DeadStoreElimination-initial,-C llvm-args=-disable-complex-addr-modes -Z mir-enable-passes=-DeadStoreElimination-initial,Disable LLVM -disable-complex-addr-modes AND MIR DeadStoreElimination-initial
EXP_CodeGen_DBL_0078,Double_Disable,CodeGen,-disable-complex-addr-modes,DestinationPropagation,-C llvm-args=-disable-complex-addr-modes -Z mir-enable-passes=-DestinationPropagation,Disable LLVM -disable-complex-addr-modes AND MIR DestinationPropagation
EXP_CodeGen_DBL_0079,Double_Disable,CodeGen,-disable-complex-addr-modes,EarlyOtherwiseBranch,-C llvm-args=-disable-complex-addr-modes -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-complex-addr-modes AND MIR EarlyOtherwiseBranch
EXP_CodeGen_DBL_0080,Double_Disable,CodeGen,-disable-complex-addr-modes,EnumSizeOpt,-C llvm-args=-disable-complex-addr-modes -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-complex-addr-modes AND MIR EnumSizeOpt
EXP_CodeGen_DBL_0081,Double_Disable,CodeGen,-disable-complex-addr-modes,ForceInline,-C llvm-args=-disable-complex-addr-modes -Z mir-enable-passes=-ForceInline,Disable LLVM -disable-complex-addr-modes AND MIR ForceInline
EXP_CodeGen_DBL_0082,Double_Disable,CodeGen,-disable-complex-addr-modes,GVN,-C llvm-args=-disable-complex-addr-modes -Z mir-enable-passes=-GVN,Disable LLVM -disable-complex-addr-modes AND MIR GVN
EXP_CodeGen_DBL_0083,Double_Disable,CodeGen,-disable-complex-addr-modes,ImpossiblePredicates,-C llvm-args=-disable-complex-addr-modes -Z mir-enable-passes=-ImpossiblePredicates,Disable LLVM -disable-complex-addr-modes AND MIR ImpossiblePredicates
EXP_CodeGen_DBL_0084,Double_Disable,CodeGen,-disable-complex-addr-modes,Inline,-C llvm-args=-disable-complex-addr-modes -Z mir-enable-passes=-Inline,Disable LLVM -disable-complex-addr-modes AND MIR Inline
EXP_CodeGen_DBL_0085,Double_Disable,CodeGen,-disable-complex-addr-modes,InstSimplify-after-simplifycfg,-C llvm-args=-disable-complex-addr-modes -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-complex-addr-modes AND MIR InstSimplify-after-simplifycfg
EXP_CodeGen_DBL_0086,Double_Disable,CodeGen,-disable-complex-addr-modes,InstSimplify-before-inline,-C llvm-args=-disable-complex-addr-modes -Z mir-enable-passes=-InstSimplify-before-inline,Disable LLVM -disable-complex-addr-modes AND MIR InstSimplify-before-inline
EXP_CodeGen_DBL_0087,Double_Disable,CodeGen,-disable-complex-addr-modes,JumpThreading,-C llvm-args=-disable-complex-addr-modes -Z mir-enable-passes=-JumpThreading,Disable LLVM -disable-complex-addr-modes AND MIR JumpThreading
EXP_CodeGen_DBL_0088,Double_Disable,CodeGen,-disable-complex-addr-modes,MatchBranchSimplification,-C llvm-args=-disable-complex-addr-modes -Z mir-enable-passes=-MatchBranchSimplification,Disable LLVM -disable-complex-addr-modes AND MIR MatchBranchSimplification
EXP_CodeGen_DBL_0089,Double_Disable,CodeGen,-disable-complex-addr-modes,ReferencePropagation,-C llvm-args=-disable-complex-addr-modes -Z mir-enable-passes=-ReferencePropagation,Disable LLVM -disable-complex-addr-modes AND MIR ReferencePropagation
EXP_CodeGen_DBL_0090,Double_Disable,CodeGen,-disable-complex-addr-modes,ScalarReplacementOfAggregates,-C llvm-args=-disable-complex-addr-modes -Z mir-enable-passes=-ScalarReplacementOfAggregates,Disable LLVM -disable-complex-addr-modes AND MIR ScalarReplacementOfAggregates
EXP_CodeGen_DBL_0091,Double_Disable,CodeGen,-disable-complex-addr-modes,SingleUseConsts,-C llvm-args=-disable-complex-addr-modes -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-complex-addr-modes AND MIR SingleUseConsts
EXP_CodeGen_DBL_0092,Double_Disable,CodeGen,-disable-complex-addr-modes,UnreachableEnumBranching,-C llvm-args=-disable-complex-addr-modes -Z mir-enable-passes=-UnreachableEnumBranching,Disable LLVM -disable-complex-addr-modes AND MIR UnreachableEnumBranching
EXP_CodeGen_DBL_0093,Double_Disable,CodeGen,-disable-complex-addr-modes,UnreachablePropagation,-C llvm-args=-disable-complex-addr-modes -Z mir-enable-passes=-UnreachablePropagation,Disable LLVM -disable-complex-addr-modes AND MIR UnreachablePropagation
EXP_CodeGen_DBL_0094,Double_Disable,CodeGen,-disable-dfa-sched,CopyProp,-C llvm-args=-disable-dfa-sched -Z mir-enable-passes=-CopyProp,Disable LLVM -disable-dfa-sched AND MIR CopyProp
EXP_CodeGen_DBL_0095,Double_Disable,CodeGen,-disable-dfa-sched,DataflowConstProp,-C llvm-args=-disable-dfa-sched -Z mir-enable-passes=-DataflowConstProp,Disable LLVM -disable-dfa-sched AND MIR DataflowConstProp
EXP_CodeGen_DBL_0096,Double_Disable,CodeGen,-disable-dfa-sched,DeadStoreElimination-final,-C llvm-args=-disable-dfa-sched -Z mir-enable-passes=-DeadStoreElimination-final,Disable LLVM -disable-dfa-sched AND MIR DeadStoreElimination-final
EXP_CodeGen_DBL_0097,Double_Disable,CodeGen,-disable-dfa-sched,DeadStoreElimination-initial,-C llvm-args=-disable-dfa-sched -Z mir-enable-passes=-DeadStoreElimination-initial,Disable LLVM -disable-dfa-sched AND MIR DeadStoreElimination-initial
EXP_CodeGen_DBL_0098,Double_Disable,CodeGen,-disable-dfa-sched,DestinationPropagation,-C llvm-args=-disable-dfa-sched -Z mir-enable-passes=-DestinationPropagation,Disable LLVM -disable-dfa-sched AND MIR DestinationPropagation
EXP_CodeGen_DBL_0099,Double_Disable,CodeGen,-disable-dfa-sched,EarlyOtherwiseBranch,-C llvm-args=-disable-dfa-sched -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-dfa-sched AND MIR EarlyOtherwiseBranch
EXP_CodeGen_DBL_0100,Double_Disable,CodeGen,-disable-dfa-sched,EnumSizeOpt,-C llvm-args=-disable-dfa-sched -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-dfa-sched AND MIR EnumSizeOpt
EXP_CodeGen_DBL_0101,Double_Disable,CodeGen,-disable-dfa-sched,ForceInline,-C llvm-args=-disable-dfa-sched -Z mir-enable-passes=-ForceInline,Disable LLVM -disable-dfa-sched AND MIR ForceInline
EXP_CodeGen_DBL_0102,Double_Disable,CodeGen,-disable-dfa-sched,GVN,-C llvm-args=-disable-dfa-sched -Z mir-enable-passes=-GVN,Disable LLVM -disable-dfa-sched AND MIR GVN
EXP_CodeGen_DBL_0103,Double_Disable,CodeGen,-disable-dfa-sched,ImpossiblePredicates,-C llvm-args=-disable-dfa-sched -Z mir-enable-passes=-ImpossiblePredicates,Disable LLVM -disable-dfa-sched AND MIR ImpossiblePredicates
EXP_CodeGen_DBL_0104,Double_Disable,CodeGen,-disable-dfa-sched,Inline,-C llvm-args=-disable-dfa-sched -Z mir-enable-passes=-Inline,Disable LLVM -disable-dfa-sched AND MIR Inline
EXP_CodeGen_DBL_0105,Double_Disable,CodeGen,-disable-dfa-sched,InstSimplify-after-simplifycfg,-C llvm-args=-disable-dfa-sched -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-dfa-sched AND MIR InstSimplify-after-simplifycfg
EXP_CodeGen_DBL_0106,Double_Disable,CodeGen,-disable-dfa-sched,InstSimplify-before-inline,-C llvm-args=-disable-dfa-sched -Z mir-enable-passes=-InstSimplify-before-inline,Disable LLVM -disable-dfa-sched AND MIR InstSimplify-before-inline
EXP_CodeGen_DBL_0107,Double_Disable,CodeGen,-disable-dfa-sched,JumpThreading,-C llvm-args=-disable-dfa-sched -Z mir-enable-passes=-JumpThreading,Disable LLVM -disable-dfa-sched AND MIR JumpThreading
EXP_CodeGen_DBL_0108,Double_Disable,CodeGen,-disable-dfa-sched,MatchBranchSimplification,-C llvm-args=-disable-dfa-sched -Z mir-enable-passes=-MatchBranchSimplification,Disable LLVM -disable-dfa-sched AND MIR MatchBranchSimplification
EXP_CodeGen_DBL_0109,Double_Disable,CodeGen,-disable-dfa-sched,ReferencePropagation,-C llvm-args=-disable-dfa-sched -Z mir-enable-passes=-ReferencePropagation,Disable LLVM -disable-dfa-sched AND MIR ReferencePropagation
EXP_CodeGen_DBL_0110,Double_Disable,CodeGen,-disable-dfa-sched,ScalarReplacementOfAggregates,-C llvm-args=-disable-dfa-sched -Z mir-enable-passes=-ScalarReplacementOfAggregates,Disable LLVM -disable-dfa-sched AND MIR ScalarReplacementOfAggregates
EXP_CodeGen_DBL_0111,Double_Disable,CodeGen,-disable-dfa-sched,SingleUseConsts,-C llvm-args=-disable-dfa-sched -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-dfa-sched AND MIR SingleUseConsts
EXP_CodeGen_DBL_0112,Double_Disable,CodeGen,-disable-dfa-sched,UnreachableEnumBranching,-C llvm-args=-disable-dfa-sched -Z mir-enable-passes=-UnreachableEnumBranching,Disable LLVM -disable-dfa-sched AND MIR UnreachableEnumBranching
EXP_CodeGen_DBL_0113,Double_Disable,CodeGen,-disable-dfa-sched,UnreachablePropagation,-C llvm-args=-disable-dfa-sched -Z mir-enable-passes=-UnreachablePropagation,Disable LLVM -disable-dfa-sched AND MIR UnreachablePropagation
EXP_CodeGen_DBL_0114,Double_Disable,CodeGen,-disable-i2p-p2i-opt,CopyProp,-C llvm-args=-disable-i2p-p2i-opt -Z mir-enable-passes=-CopyProp,Disable LLVM -disable-i2p-p2i-opt AND MIR CopyProp
