Experiment_ID,Type,Category,LLVM_Arg,MIR_Pass,RUSTFLAGS,Description
EXP_Vectorization_DBL_0013,Double_Disable,Vectorization,-disable-binop-extract-shuffle,DestinationPropagation,-C llvm-args=-disable-binop-extract-shuffle -Z mir-enable-passes=-DestinationPropagation,Disable LLVM -disable-binop-extract-shuffle AND MIR DestinationPropagation
EXP_Vectorization_DBL_0014,Double_Disable,Vectorization,-disable-binop-extract-shuffle,EarlyOtherwiseBranch,-C llvm-args=-disable-binop-extract-shuffle -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-binop-extract-shuffle AND MIR EarlyOtherwiseBranch
EXP_Vectorization_DBL_0015,Double_Disable,Vectorization,-disable-binop-extract-shuffle,EnumSizeOpt,-C llvm-args=-disable-binop-extract-shuffle -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-binop-extract-shuffle AND MIR EnumSizeOpt
EXP_Vectorization_DBL_0016,Double_Disable,Vectorization,-disable-binop-extract-shuffle,ForceInline,-C llvm-args=-disable-binop-extract-shuffle -Z mir-enable-passes=-ForceInline,Disable LLVM -disable-binop-extract-shuffle AND MIR ForceInline
EXP_Vectorization_DBL_0017,Double_Disable,Vectorization,-disable-binop-extract-shuffle,GVN,-C llvm-args=-disable-binop-extract-shuffle -Z mir-enable-passes=-GVN,Disable LLVM -disable-binop-extract-shuffle AND MIR GVN
EXP_Vectorization_DBL_0018,Double_Disable,Vectorization,-disable-binop-extract-shuffle,ImpossiblePredicates,-C llvm-args=-disable-binop-extract-shuffle -Z mir-enable-passes=-ImpossiblePredicates,Disable LLVM -disable-binop-extract-shuffle AND MIR ImpossiblePredicates
EXP_Vectorization_DBL_0019,Double_Disable,Vectorization,-disable-binop-extract-shuffle,Inline,-C llvm-args=-disable-binop-extract-shuffle -Z mir-enable-passes=-Inline,Disable LLVM -disable-binop-extract-shuffle AND MIR Inline
EXP_Vectorization_DBL_0020,Double_Disable,Vectorization,-disable-binop-extract-shuffle,InstSimplify-after-simplifycfg,-C llvm-args=-disable-binop-extract-shuffle -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-binop-extract-shuffle AND MIR InstSimplify-after-simplifycfg
EXP_Vectorization_DBL_0021,Double_Disable,Vectorization,-disable-binop-extract-shuffle,InstSimplify-before-inline,-C llvm-args=-disable-binop-extract-shuffle -Z mir-enable-passes=-InstSimplify-before-inline,Disable LLVM -disable-binop-extract-shuffle AND MIR InstSimplify-before-inline
EXP_Vectorization_DBL_0022,Double_Disable,Vectorization,-disable-binop-extract-shuffle,JumpThreading,-C llvm-args=-disable-binop-extract-shuffle -Z mir-enable-passes=-JumpThreading,Disable LLVM -disable-binop-extract-shuffle AND MIR JumpThreading
EXP_Vectorization_DBL_0023,Double_Disable,Vectorization,-disable-binop-extract-shuffle,MatchBranchSimplification,-C llvm-args=-disable-binop-extract-shuffle -Z mir-enable-passes=-MatchBranchSimplification,Disable LLVM -disable-binop-extract-shuffle AND MIR MatchBranchSimplification
EXP_Vectorization_DBL_0024,Double_Disable,Vectorization,-disable-binop-extract-shuffle,ReferencePropagation,-C llvm-args=-disable-binop-extract-shuffle -Z mir-enable-passes=-ReferencePropagation,Disable LLVM -disable-binop-extract-shuffle AND MIR ReferencePropagation
EXP_Vectorization_DBL_0025,Double_Disable,Vectorization,-disable-binop-extract-shuffle,ScalarReplacementOfAggregates,-C llvm-args=-disable-binop-extract-shuffle -Z mir-enable-passes=-ScalarReplacementOfAggregates,Disable LLVM -disable-binop-extract-shuffle AND MIR ScalarReplacementOfAggregates
EXP_Vectorization_DBL_0026,Double_Disable,Vectorization,-disable-binop-extract-shuffle,SingleUseConsts,-C llvm-args=-disable-binop-extract-shuffle -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-binop-extract-shuffle AND MIR SingleUseConsts
EXP_Vectorization_DBL_0027,Double_Disable,Vectorization,-disable-binop-extract-shuffle,UnreachableEnumBranching,-C llvm-args=-disable-binop-extract-shuffle -Z mir-enable-passes=-UnreachableEnumBranching,Disable LLVM -disable-binop-extract-shuffle AND MIR UnreachableEnumBranching
EXP_Vectorization_DBL_0028,Double_Disable,Vectorization,-disable-binop-extract-shuffle,UnreachablePropagation,-C llvm-args=-disable-binop-extract-shuffle -Z mir-enable-passes=-UnreachablePropagation,Disable LLVM -disable-binop-extract-shuffle AND MIR UnreachablePropagation
EXP_Vectorization_DBL_0029,Double_Disable,Vectorization,-disable-expand-reductions,CopyProp,-C llvm-args=-disable-expand-reductions -Z mir-enable-passes=-CopyProp,Disable LLVM -disable-expand-reductions AND MIR CopyProp
EXP_Vectorization_DBL_0030,Double_Disable,Vectorization,-disable-expand-reductions,DataflowConstProp,-C llvm-args=-disable-expand-reductions -Z mir-enable-passes=-DataflowConstProp,Disable LLVM -disable-expand-reductions AND MIR DataflowConstProp
EXP_Vectorization_DBL_0031,Double_Disable,Vectorization,-disable-expand-reductions,DeadStoreElimination-final,-C llvm-args=-disable-expand-reductions -Z mir-enable-passes=-DeadStoreElimination-final,Disable LLVM -disable-expand-reductions AND MIR DeadStoreElimination-final
EXP_Vectorization_DBL_0032,Double_Disable,Vectorization,-disable-expand-reductions,DeadStoreElimination-initial,-C llvm-args=-disable-expand-reductions -Z mir-enable-passes=-DeadStoreElimination-initial,Disable LLVM -disable-expand-reductions AND MIR DeadStoreElimination-initial
EXP_Vectorization_DBL_0033,Double_Disable,Vectorization,-disable-expand-reductions,DestinationPropagation,-C llvm-args=-disable-expand-reductions -Z mir-enable-passes=-DestinationPropagation,Disable LLVM -disable-expand-reductions AND MIR DestinationPropagation
EXP_Vectorization_DBL_0034,Double_Disable,Vectorization,-disable-expand-reductions,EarlyOtherwiseBranch,-C llvm-args=-disable-expand-reductions -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-expand-reductions AND MIR EarlyOtherwiseBranch
EXP_Vectorization_DBL_0035,Double_Disable,Vectorization,-disable-expand-reductions,EnumSizeOpt,-C llvm-args=-disable-expand-reductions -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-expand-reductions AND MIR EnumSizeOpt
EXP_Vectorization_DBL_0036,Double_Disable,Vectorization,-disable-expand-reductions,ForceInline,-C llvm-args=-disable-expand-reductions -Z mir-enable-passes=-ForceInline,Disable LLVM -disable-expand-reductions AND MIR ForceInline
EXP_Vectorization_DBL_0037,Double_Disable,Vectorization,-disable-expand-reductions,GVN,-C llvm-args=-disable-expand-reductions -Z mir-enable-passes=-GVN,Disable LLVM -disable-expand-reductions AND MIR GVN
EXP_Vectorization_DBL_0038,Double_Disable,Vectorization,-disable-expand-reductions,ImpossiblePredicates,-C llvm-args=-disable-expand-reductions -Z mir-enable-passes=-ImpossiblePredicates,Disable LLVM -disable-expand-reductions AND MIR ImpossiblePredicates
EXP_Vectorization_DBL_0039,Double_Disable,Vectorization,-disable-expand-reductions,Inline,-C llvm-args=-disable-expand-reductions -Z mir-enable-passes=-Inline,Disable LLVM -disable-expand-reductions AND MIR Inline
EXP_Vectorization_DBL_0040,Double_Disable,Vectorization,-disable-expand-reductions,InstSimplify-after-simplifycfg,-C llvm-args=-disable-expand-reductions -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-expand-reductions AND MIR InstSimplify-after-simplifycfg
EXP_Vectorization_DBL_0041,Double_Disable,Vectorization,-disable-expand-reductions,InstSimplify-before-inline,-C llvm-args=-disable-expand-reductions -Z mir-enable-passes=-InstSimplify-before-inline,Disable LLVM -disable-expand-reductions AND MIR InstSimplify-before-inline
EXP_Vectorization_DBL_0042,Double_Disable,Vectorization,-disable-expand-reductions,JumpThreading,-C llvm-args=-disable-expand-reductions -Z mir-enable-passes=-JumpThreading,Disable LLVM -disable-expand-reductions AND MIR JumpThreading
EXP_Vectorization_DBL_0043,Double_Disable,Vectorization,-disable-expand-reductions,MatchBranchSimplification,-C llvm-args=-disable-expand-reductions -Z mir-enable-passes=-MatchBranchSimplification,Disable LLVM -disable-expand-reductions AND MIR MatchBranchSimplification
EXP_Vectorization_DBL_0044,Double_Disable,Vectorization,-disable-expand-reductions,ReferencePropagation,-C llvm-args=-disable-expand-reductions -Z mir-enable-passes=-ReferencePropagation,Disable LLVM -disable-expand-reductions AND MIR ReferencePropagation
EXP_Vectorization_DBL_0045,Double_Disable,Vectorization,-disable-expand-reductions,ScalarReplacementOfAggregates,-C llvm-args=-disable-expand-reductions -Z mir-enable-passes=-ScalarReplacementOfAggregates,Disable LLVM -disable-expand-reductions AND MIR ScalarReplacementOfAggregates
EXP_Vectorization_DBL_0046,Double_Disable,Vectorization,-disable-expand-reductions,SingleUseConsts,-C llvm-args=-disable-expand-reductions -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-expand-reductions AND MIR SingleUseConsts
EXP_Vectorization_DBL_0047,Double_Disable,Vectorization,-disable-expand-reductions,UnreachableEnumBranching,-C llvm-args=-disable-expand-reductions -Z mir-enable-passes=-UnreachableEnumBranching,Disable LLVM -disable-expand-reductions AND MIR UnreachableEnumBranching
EXP_Vectorization_DBL_0048,Double_Disable,Vectorization,-disable-expand-reductions,UnreachablePropagation,-C llvm-args=-disable-expand-reductions -Z mir-enable-passes=-UnreachablePropagation,Disable LLVM -disable-expand-reductions AND MIR UnreachablePropagation
EXP_Vectorization_DBL_0049,Double_Disable,Vectorization,-disable-interleaved-load-combine,CopyProp,-C llvm-args=-disable-interleaved-load-combine -Z mir-enable-passes=-CopyProp,Disable LLVM -disable-interleaved-load-combine AND MIR CopyProp
EXP_Vectorization_DBL_0050,Double_Disable,Vectorization,-disable-interleaved-load-combine,DataflowConstProp,-C llvm-args=-disable-interleaved-load-combine -Z mir-enable-passes=-DataflowConstProp,Disable LLVM -disable-interleaved-load-combine AND MIR DataflowConstProp
EXP_Vectorization_DBL_0051,Double_Disable,Vectorization,-disable-interleaved-load-combine,DeadStoreElimination-final,-C llvm-args=-disable-interleaved-load-combine -Z mir-enable-passes=-DeadStoreElimination-final,Disable LLVM -disable-interleaved-load-combine AND MIR DeadStoreElimination-final
EXP_Vectorization_DBL_0052,Double_Disable,Vectorization,-disable-interleaved-load-combine,DeadStoreElimination-initial,-C llvm-args=-disable-interleaved-load-combine -Z mir-enable-passes=-DeadStoreElimination-initial,Disable LLVM -disable-interleaved-load-combine AND MIR DeadStoreElimination-initial
EXP_Vectorization_DBL_0053,Double_Disable,Vectorization,-disable-interleaved-load-combine,DestinationPropagation,-C llvm-args=-disable-interleaved-load-combine -Z mir-enable-passes=-DestinationPropagation,Disable LLVM -disable-interleaved-load-combine AND MIR DestinationPropagation
EXP_Vectorization_DBL_0054,Double_Disable,Vectorization,-disable-interleaved-load-combine,EarlyOtherwiseBranch,-C llvm-args=-disable-interleaved-load-combine -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-interleaved-load-combine AND MIR EarlyOtherwiseBranch
EXP_Vectorization_DBL_0055,Double_Disable,Vectorization,-disable-interleaved-load-combine,EnumSizeOpt,-C llvm-args=-disable-interleaved-load-combine -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-interleaved-load-combine AND MIR EnumSizeOpt
EXP_Vectorization_DBL_0056,Double_Disable,Vectorization,-disable-interleaved-load-combine,ForceInline,-C llvm-args=-disable-interleaved-load-combine -Z mir-enable-passes=-ForceInline,Disable LLVM -disable-interleaved-load-combine AND MIR ForceInline
EXP_Vectorization_DBL_0057,Double_Disable,Vectorization,-disable-interleaved-load-combine,GVN,-C llvm-args=-disable-interleaved-load-combine -Z mir-enable-passes=-GVN,Disable LLVM -disable-interleaved-load-combine AND MIR GVN
EXP_Vectorization_DBL_0058,Double_Disable,Vectorization,-disable-interleaved-load-combine,ImpossiblePredicates,-C llvm-args=-disable-interleaved-load-combine -Z mir-enable-passes=-ImpossiblePredicates,Disable LLVM -disable-interleaved-load-combine AND MIR ImpossiblePredicates
EXP_Vectorization_DBL_0059,Double_Disable,Vectorization,-disable-interleaved-load-combine,Inline,-C llvm-args=-disable-interleaved-load-combine -Z mir-enable-passes=-Inline,Disable LLVM -disable-interleaved-load-combine AND MIR Inline
EXP_Vectorization_DBL_0060,Double_Disable,Vectorization,-disable-interleaved-load-combine,InstSimplify-after-simplifycfg,-C llvm-args=-disable-interleaved-load-combine -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-interleaved-load-combine AND MIR InstSimplify-after-simplifycfg
EXP_Vectorization_DBL_0061,Double_Disable,Vectorization,-disable-interleaved-load-combine,InstSimplify-before-inline,-C llvm-args=-disable-interleaved-load-combine -Z mir-enable-passes=-InstSimplify-before-inline,Disable LLVM -disable-interleaved-load-combine AND MIR InstSimplify-before-inline
EXP_Vectorization_DBL_0062,Double_Disable,Vectorization,-disable-interleaved-load-combine,JumpThreading,-C llvm-args=-disable-interleaved-load-combine -Z mir-enable-passes=-JumpThreading,Disable LLVM -disable-interleaved-load-combine AND MIR JumpThreading
EXP_Vectorization_DBL_0063,Double_Disable,Vectorization,-disable-interleaved-load-combine,MatchBranchSimplification,-C llvm-args=-disable-interleaved-load-combine -Z mir-enable-passes=-MatchBranchSimplification,Disable LLVM -disable-interleaved-load-combine AND MIR MatchBranchSimplification
EXP_Vectorization_DBL_0064,Double_Disable,Vectorization,-disable-interleaved-load-combine,ReferencePropagation,-C llvm-args=-disable-interleaved-load-combine -Z mir-enable-passes=-ReferencePropagation,Disable LLVM -disable-interleaved-load-combine AND MIR ReferencePropagation
EXP_Vectorization_DBL_0065,Double_Disable,Vectorization,-disable-interleaved-load-combine,ScalarReplacementOfAggregates,-C llvm-args=-disable-interleaved-load-combine -Z mir-enable-passes=-ScalarReplacementOfAggregates,Disable LLVM -disable-interleaved-load-combine AND MIR ScalarReplacementOfAggregates
EXP_Vectorization_DBL_0066,Double_Disable,Vectorization,-disable-interleaved-load-combine,SingleUseConsts,-C llvm-args=-disable-interleaved-load-combine -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-interleaved-load-combine AND MIR SingleUseConsts
EXP_Vectorization_DBL_0067,Double_Disable,Vectorization,-disable-interleaved-load-combine,UnreachableEnumBranching,-C llvm-args=-disable-interleaved-load-combine -Z mir-enable-passes=-UnreachableEnumBranching,Disable LLVM -disable-interleaved-load-combine AND MIR UnreachableEnumBranching
EXP_Vectorization_DBL_0068,Double_Disable,Vectorization,-disable-interleaved-load-combine,UnreachablePropagation,-C llvm-args=-disable-interleaved-load-combine -Z mir-enable-passes=-UnreachablePropagation,Disable LLVM -disable-interleaved-load-combine AND MIR UnreachablePropagation
EXP_Vectorization_DBL_0069,Double_Disable,Vectorization,-disable-loop-idiom-vectorize-all,CopyProp,-C llvm-args=-disable-loop-idiom-vectorize-all -Z mir-enable-passes=-CopyProp,Disable LLVM -disable-loop-idiom-vectorize-all AND MIR CopyProp
EXP_Vectorization_DBL_0070,Double_Disable,Vectorization,-disable-loop-idiom-vectorize-all,DataflowConstProp,-C llvm-args=-disable-loop-idiom-vectorize-all -Z mir-enable-passes=-DataflowConstProp,Disable LLVM -disable-loop-idiom-vectorize-all AND MIR DataflowConstProp
EXP_Vectorization_DBL_0071,Double_Disable,Vectorization,-disable-loop-idiom-vectorize-all,DeadStoreElimination-final,-C llvm-args=-disable-loop-idiom-vectorize-all -Z mir-enable-passes=-DeadStoreElimination-final,Disable LLVM -disable-loop-idiom-vectorize-all AND MIR DeadStoreElimination-final
EXP_Vectorization_DBL_0072,Double_Disable,Vectorization,-disable-loop-idiom-vectorize-all,DeadStoreElimination-initial,-C llvm-args=-disable-loop-idiom-vectorize-all -Z mir-enable-passes=-DeadStoreElimination-initial,Disable LLVM -disable-loop-idiom-vectorize-all AND MIR DeadStoreElimination-initial
EXP_Vectorization_DBL_0073,Double_Disable,Vectorization,-disable-loop-idiom-vectorize-all,DestinationPropagation,-C llvm-args=-disable-loop-idiom-vectorize-all -Z mir-enable-passes=-DestinationPropagation,Disable LLVM -disable-loop-idiom-vectorize-all AND MIR DestinationPropagation
EXP_Vectorization_DBL_0074,Double_Disable,Vectorization,-disable-loop-idiom-vectorize-all,EarlyOtherwiseBranch,-C llvm-args=-disable-loop-idiom-vectorize-all -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-loop-idiom-vectorize-all AND MIR EarlyOtherwiseBranch
EXP_Vectorization_DBL_0075,Double_Disable,Vectorization,-disable-loop-idiom-vectorize-all,EnumSizeOpt,-C llvm-args=-disable-loop-idiom-vectorize-all -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-loop-idiom-vectorize-all AND MIR EnumSizeOpt
EXP_Vectorization_DBL_0076,Double_Disable,Vectorization,-disable-loop-idiom-vectorize-all,ForceInline,-C llvm-args=-disable-loop-idiom-vectorize-all -Z mir-enable-passes=-ForceInline,Disable LLVM -disable-loop-idiom-vectorize-all AND MIR ForceInline
EXP_Vectorization_DBL_0077,Double_Disable,Vectorization,-disable-loop-idiom-vectorize-all,GVN,-C llvm-args=-disable-loop-idiom-vectorize-all -Z mir-enable-passes=-GVN,Disable LLVM -disable-loop-idiom-vectorize-all AND MIR GVN
EXP_Vectorization_DBL_0078,Double_Disable,Vectorization,-disable-loop-idiom-vectorize-all,ImpossiblePredicates,-C llvm-args=-disable-loop-idiom-vectorize-all -Z mir-enable-passes=-ImpossiblePredicates,Disable LLVM -disable-loop-idiom-vectorize-all AND MIR ImpossiblePredicates
EXP_Vectorization_DBL_0079,Double_Disable,Vectorization,-disable-loop-idiom-vectorize-all,Inline,-C llvm-args=-disable-loop-idiom-vectorize-all -Z mir-enable-passes=-Inline,Disable LLVM -disable-loop-idiom-vectorize-all AND MIR Inline
EXP_Vectorization_DBL_0080,Double_Disable,Vectorization,-disable-loop-idiom-vectorize-all,InstSimplify-after-simplifycfg,-C llvm-args=-disable-loop-idiom-vectorize-all -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-loop-idiom-vectorize-all AND MIR InstSimplify-after-simplifycfg
EXP_Vectorization_DBL_0081,Double_Disable,Vectorization,-disable-loop-idiom-vectorize-all,InstSimplify-before-inline,-C llvm-args=-disable-loop-idiom-vectorize-all -Z mir-enable-passes=-InstSimplify-before-inline,Disable LLVM -disable-loop-idiom-vectorize-all AND MIR InstSimplify-before-inline
EXP_Vectorization_DBL_0082,Double_Disable,Vectorization,-disable-loop-idiom-vectorize-all,JumpThreading,-C llvm-args=-disable-loop-idiom-vectorize-all -Z mir-enable-passes=-JumpThreading,Disable LLVM -disable-loop-idiom-vectorize-all AND MIR JumpThreading
EXP_Vectorization_DBL_0083,Double_Disable,Vectorization,-disable-loop-idiom-vectorize-all,MatchBranchSimplification,-C llvm-args=-disable-loop-idiom-vectorize-all -Z mir-enable-passes=-MatchBranchSimplification,Disable LLVM -disable-loop-idiom-vectorize-all AND MIR MatchBranchSimplification
EXP_Vectorization_DBL_0084,Double_Disable,Vectorization,-disable-loop-idiom-vectorize-all,ReferencePropagation,-C llvm-args=-disable-loop-idiom-vectorize-all -Z mir-enable-passes=-ReferencePropagation,Disable LLVM -disable-loop-idiom-vectorize-all AND MIR ReferencePropagation
EXP_Vectorization_DBL_0085,Double_Disable,Vectorization,-disable-loop-idiom-vectorize-all,ScalarReplacementOfAggregates,-C llvm-args=-disable-loop-idiom-vectorize-all -Z mir-enable-passes=-ScalarReplacementOfAggregates,Disable LLVM -disable-loop-idiom-vectorize-all AND MIR ScalarReplacementOfAggregates
EXP_Vectorization_DBL_0086,Double_Disable,Vectorization,-disable-loop-idiom-vectorize-all,SingleUseConsts,-C llvm-args=-disable-loop-idiom-vectorize-all -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-loop-idiom-vectorize-all AND MIR SingleUseConsts
EXP_Vectorization_DBL_0087,Double_Disable,Vectorization,-disable-loop-idiom-vectorize-all,UnreachableEnumBranching,-C llvm-args=-disable-loop-idiom-vectorize-all -Z mir-enable-passes=-UnreachableEnumBranching,Disable LLVM -disable-loop-idiom-vectorize-all AND MIR UnreachableEnumBranching
EXP_Vectorization_DBL_0088,Double_Disable,Vectorization,-disable-loop-idiom-vectorize-all,UnreachablePropagation,-C llvm-args=-disable-loop-idiom-vectorize-all -Z mir-enable-passes=-UnreachablePropagation,Disable LLVM -disable-loop-idiom-vectorize-all AND MIR UnreachablePropagation
EXP_Vectorization_DBL_0089,Double_Disable,Vectorization,-disable-loop-idiom-vectorize-bytecmp,CopyProp,-C llvm-args=-disable-loop-idiom-vectorize-bytecmp -Z mir-enable-passes=-CopyProp,Disable LLVM -disable-loop-idiom-vectorize-bytecmp AND MIR CopyProp
EXP_Vectorization_DBL_0090,Double_Disable,Vectorization,-disable-loop-idiom-vectorize-bytecmp,DataflowConstProp,-C llvm-args=-disable-loop-idiom-vectorize-bytecmp -Z mir-enable-passes=-DataflowConstProp,Disable LLVM -disable-loop-idiom-vectorize-bytecmp AND MIR DataflowConstProp
EXP_Vectorization_DBL_0091,Double_Disable,Vectorization,-disable-loop-idiom-vectorize-bytecmp,DeadStoreElimination-final,-C llvm-args=-disable-loop-idiom-vectorize-bytecmp -Z mir-enable-passes=-DeadStoreElimination-final,Disable LLVM -disable-loop-idiom-vectorize-bytecmp AND MIR DeadStoreElimination-final
EXP_Vectorization_DBL_0092,Double_Disable,Vectorization,-disable-loop-idiom-vectorize-bytecmp,DeadStoreElimination-initial,-C llvm-args=-disable-loop-idiom-vectorize-bytecmp -Z mir-enable-passes=-DeadStoreElimination-initial,Disable LLVM -disable-loop-idiom-vectorize-bytecmp AND MIR DeadStoreElimination-initial
EXP_Vectorization_DBL_0093,Double_Disable,Vectorization,-disable-loop-idiom-vectorize-bytecmp,DestinationPropagation,-C llvm-args=-disable-loop-idiom-vectorize-bytecmp -Z mir-enable-passes=-DestinationPropagation,Disable LLVM -disable-loop-idiom-vectorize-bytecmp AND MIR DestinationPropagation
EXP_Vectorization_DBL_0094,Double_Disable,Vectorization,-disable-loop-idiom-vectorize-bytecmp,EarlyOtherwiseBranch,-C llvm-args=-disable-loop-idiom-vectorize-bytecmp -Z mir-enable-passes=-EarlyOtherwiseBranch,Disable LLVM -disable-loop-idiom-vectorize-bytecmp AND MIR EarlyOtherwiseBranch
EXP_Vectorization_DBL_0095,Double_Disable,Vectorization,-disable-loop-idiom-vectorize-bytecmp,EnumSizeOpt,-C llvm-args=-disable-loop-idiom-vectorize-bytecmp -Z mir-enable-passes=-EnumSizeOpt,Disable LLVM -disable-loop-idiom-vectorize-bytecmp AND MIR EnumSizeOpt
EXP_Vectorization_DBL_0096,Double_Disable,Vectorization,-disable-loop-idiom-vectorize-bytecmp,ForceInline,-C llvm-args=-disable-loop-idiom-vectorize-bytecmp -Z mir-enable-passes=-ForceInline,Disable LLVM -disable-loop-idiom-vectorize-bytecmp AND MIR ForceInline
EXP_Vectorization_DBL_0097,Double_Disable,Vectorization,-disable-loop-idiom-vectorize-bytecmp,GVN,-C llvm-args=-disable-loop-idiom-vectorize-bytecmp -Z mir-enable-passes=-GVN,Disable LLVM -disable-loop-idiom-vectorize-bytecmp AND MIR GVN
EXP_Vectorization_DBL_0098,Double_Disable,Vectorization,-disable-loop-idiom-vectorize-bytecmp,ImpossiblePredicates,-C llvm-args=-disable-loop-idiom-vectorize-bytecmp -Z mir-enable-passes=-ImpossiblePredicates,Disable LLVM -disable-loop-idiom-vectorize-bytecmp AND MIR ImpossiblePredicates
EXP_Vectorization_DBL_0099,Double_Disable,Vectorization,-disable-loop-idiom-vectorize-bytecmp,Inline,-C llvm-args=-disable-loop-idiom-vectorize-bytecmp -Z mir-enable-passes=-Inline,Disable LLVM -disable-loop-idiom-vectorize-bytecmp AND MIR Inline
EXP_Vectorization_DBL_0100,Double_Disable,Vectorization,-disable-loop-idiom-vectorize-bytecmp,InstSimplify-after-simplifycfg,-C llvm-args=-disable-loop-idiom-vectorize-bytecmp -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-loop-idiom-vectorize-bytecmp AND MIR InstSimplify-after-simplifycfg
EXP_Vectorization_DBL_0101,Double_Disable,Vectorization,-disable-loop-idiom-vectorize-bytecmp,InstSimplify-before-inline,-C llvm-args=-disable-loop-idiom-vectorize-bytecmp -Z mir-enable-passes=-InstSimplify-before-inline,Disable LLVM -disable-loop-idiom-vectorize-bytecmp AND MIR InstSimplify-before-inline
EXP_Vectorization_DBL_0102,Double_Disable,Vectorization,-disable-loop-idiom-vectorize-bytecmp,JumpThreading,-C llvm-args=-disable-loop-idiom-vectorize-bytecmp -Z mir-enable-passes=-JumpThreading,Disable LLVM -disable-loop-idiom-vectorize-bytecmp AND MIR JumpThreading
EXP_Vectorization_DBL_0103,Double_Disable,Vectorization,-disable-loop-idiom-vectorize-bytecmp,MatchBranchSimplification,-C llvm-args=-disable-loop-idiom-vectorize-bytecmp -Z mir-enable-passes=-MatchBranchSimplification,Disable LLVM -disable-loop-idiom-vectorize-bytecmp AND MIR MatchBranchSimplification
